ITEMNO.,UPC,WATTS,LUMENS,COLOR TEMP,"NON STOCKING DIST.
OR ANY QUANTITY","STOCKING DIST.
OR
$2500 MIN.","WIP
OR
$5000 MIN.","MSRP
PRICE","IMAP
PRICE"
LS-172-BZ-LEDI,845060052237,3W,200LM,3000K,65.98,58.94,58.94,93.78,84.74
IGL-1W-30K,845060048001,1W,100LM,3000K,47.98,42.94,42.94,68.78,61.74
IGL-1W-40K,845060019476,1W,100LM,4000K,47.98,42.94,42.94,68.78,61.74
IGL-1W-TWLN,845060051438,1W,N/A,N/A,2.94,2.94,2.94,4.67,4.23
IGL-3W-30K,845060047998,3W,290LM,3000K,56.98,51.94,51.94,82.78,74.74
IGL-3W-40K,845060019377,3W,290LM,4000K,56.98,51.94,51.94,82.78,74.74
IGL-3W-RGBW,845060019384,3W,290LM,RGB+3000K,93.98,84.94,84.94,134.78,122.74
IGL-7W-30K,845060047981,7W,620LM,3000K,75.98,68.94,68.94,109.78,99.74
IGL-7W-40K,845060019346,7W,620LM,4000K,75.98,68.94,68.94,109.78,99.74
IGL-10W-RGBW,845060019353,10W,620LM,RGB+3000K,100.98,90.94,90.94,144.78,130.74
IGL-1W-TRM-AL-RBK,845060019513,N/A,N/A,N/A,13.89,11.71,11.71,18.78,16.74
IGL-1W-TRM-AL-RWH,845060019506,N/A,N/A,N/A,13.89,11.71,11.71,18.78,16.74
IGL-1W-TRM-AL-RBN,845060019490,N/A,N/A,N/A,13.89,11.71,11.71,18.78,16.74
IGL-1W-TRM-AL-RLBN,845060019520,N/A,N/A,N/A,13.89,11.71,11.71,18.78,16.74
IGL-1W-TRM-AL-SCP,845060019537,N/A,N/A,N/A,13.89,11.71,11.71,18.78,16.74
IGL-1W-TRM-SS-1WY,845060019568,N/A,N/A,N/A,13.89,11.71,11.71,18.78,16.74
IGL-1W-TRM-SS-2WY,845060019575,N/A,N/A,N/A,13.89,11.71,11.71,18.78,16.74
IGL-1W-TRM-SS-SQR,845060019551,N/A,N/A,N/A,13.89,11.71,11.71,18.78,16.74
IGL-1W-TRM-SS-SQSQ,845060019544,N/A,N/A,N/A,13.89,11.71,11.71,18.78,16.74
IGL-1W-TRM-AL-RAZ,845060032697,N/A,N/A,N/A,10.68,9.57,9.57,15.78,13.74
IGL-1W-TRM-AL-SCP-AZ,845060032703,N/A,N/A,N/A,10.68,9.57,9.57,15.78,13.74
IGL-3W-TRM-SS-1WY,845060019445,N/A,N/A,N/A,18.17,15.99,15.99,25.78,22.74
IGL-3W-TRM-SS-2WY,845060019452,N/A,N/A,N/A,18.17,15.99,15.99,25.78,22.74
IGL-3W-TRM-SS-SQR,845060019438,N/A,N/A,N/A,18.17,15.99,15.99,25.78,22.74
IGL-3W-TRM-SS-SQSQ,845060019421,N/A,N/A,N/A,18.17,15.99,15.99,25.78,22.74
IGL-3W-TRM-SS-R,845060019391,N/A,N/A,N/A,18.17,15.99,15.99,25.78,22.74
IGL-3W-TRM-AL-RBN,845060019414,N/A,N/A,N/A,18.17,15.99,15.99,25.78,22.74
IGL-3W-TRM-SS-SCP,845060023800,N/A,N/A,N/A,18.17,15.99,15.99,25.78,22.74
IGL-3W-TRM-SS-SCP-AZ,845060019469,N/A,N/A,N/A,18.17,15.99,15.99,25.78,22.74
IGL-3W-TRM-AL-AZ,845060032710,N/A,N/A,N/A,14.96,12.78,12.78,20.78,18.74
HSL-3-30K,845060004250,1W,30LM,3000K,47.98,42.94,42.94,68.78,61.74
HSL-7-30K,845060004267,2W,100LM,3000K,62.98,55.94,55.94,88.78,80.74
HSL-13-30K,845060004274,3W,160LM,3000K,64.98,57.94,57.94,92.78,83.74
WL-140-FBK,845060007961,N/A,N/A,N/A,39.98,35.94,35.94,57.78,51.74
LD-001-BZ,845060034035,N/A,N/A,N/A,56.98,51.94,51.94,82.78,74.74
WL-137-BK,845060007930,5W,400LM,3000K,32.98,28.94,28.94,45.78,41.74
WL-137-BZ,845060010824,5W,400LM,3000K,67.98,60.94,60.94,96.78,87.74
WL-138-BK,845060007947,5W,400LM,3000K,32.98,28.94,28.94,45.78,41.74
WL-138-BZ,845060010831,5W,400LM,3000K,67.98,60.94,60.94,96.78,87.74
WL-138-SS,845060007954,5W,400LM,3000K,67.98,60.94,60.94,96.78,87.74
WL-701-FGBZ,845060029178,5W,400LM,3000K,73.98,66.94,66.94,106.78,96.74
WL-705-FGBZ,845060029161,5W,400LM,3000K,73.98,66.94,66.94,106.78,96.74
WL-707-FGBZ,845060029192,5W,400LM,3000K,73.98,66.94,66.94,106.78,96.74
WL-708-FGBZ,845060029185,5W,400LM,3000K,73.98,66.94,66.94,106.78,96.74
WL-105-1-BK,845060003741,5W,400LM,3000K,21.38,19.20,19.20,30.78,27.74
WL-105-BK,845060007831,5W,400LM,3000K,21.38,19.20,19.20,30.78,27.74
WL-181-BK,845060007794,5W,400LM,3000K,21.38,19.20,19.20,30.78,27.74
WL-181-BZ,845060001761,5W,400LM,3000K,56.98,51.94,51.94,82.78,74.74
WL-181-BR,845060074727,5W,400LM,3000K,21.38,19.20,19.20,30.78,27.74
WL-157-FGBZ,845060038224,5W,400LM,3000K,42.98,42.98,42.98,68.78,61.74
UW-125-BS,845060008074,5W,400LM,3000K,67.98,60.94,60.94,96.78,87.74
UW-125-SS,845060008081,5W,400LM,3000K,67.98,60.94,60.94,96.78,87.74
UW-126-BZ,845060048605,5W,400LM,3000K,75.98,68.94,68.94,109.78,99.74
TR-40W-DT-TPC-SS,845060012194,40W,N/A,N/A,115.98,104.94,104.94,166.78,150.74
TR-75W-DT-TPC-SS,845060012217,75W,N/A,N/A,127.98,115.94,115.94,184.78,166.74
TR-100W-DT-TPC-SS,845060012156,100W,N/A,N/A,147.98,133.94,133.94,212.78,192.74
TR-200W-DT-TPC-SS,845060012170,200W,N/A,N/A,161.98,146.94,146.94,233.78,211.74
TR-150W-MT-SS,845060012163,150W,N/A,N/A,193.98,175.94,175.94,279.78,253.74
TR-300W-MT-SS,845060012187,300W,N/A,N/A,267.98,242.94,242.94,385.78,349.74
TR-600W-MT-SS,845060012200,600W,N/A,N/A,364.98,331.94,331.94,527.78,477.74
TR-900W-MT-SS,845060012224,900W,N/A,N/A,462.98,419.94,419.94,666.78,603.74
TR-MTMR,845060012248,N/A,N/A,N/A,16.03,13.85,13.85,21.78,19.74
TR-DTMR,845060012231,N/A,N/A,N/A,21.38,19.20,19.20,30.78,27.74
TR-PC,845060012255,N/A,N/A,N/A,34.98,30.94,30.94,49.78,44.74
LVT-60,845060054019,60W,N/A,N/A,28.98,25.94,25.94,41.78,37.74
LVT-100,845060049800,100W,N/A,N/A,57.98,52.94,52.94,84.78,76.74
WE167,845060035100,N/A,N/A,N/A,16.60,16.60,16.60,26.78,23.74
WE167-25,845060074598,N/A,N/A,N/A,18.46,18.46,18.46,29.78,26.74
WE167-CAP,845060010848,N/A,N/A,N/A,5.96,5.96,5.96,9.78,8.74
WE167-CAP-BZ,845060074604,N/A,N/A,N/A,15.94,15.94,15.94,25.78,22.74
A-41-S,845060042481,N/A,N/A,N/A,7.92,7.92,7.92,12.78,11.74
LG-SMB-BZ,845060059595,N/A,N/A,N/A,12.92,12.92,12.92,20.78,18.74
BC-13,845060089844,N/A,N/A,N/A,8.30,8.30,8.30,13.78,11.74
BC-18,845060006414,N/A,N/A,N/A,9.27,9.27,9.27,14.78,13.74
BC-24,845060006445,N/A,N/A,N/A,10.80,10.80,10.80,17.78,15.74
BC-32,845060006452,N/A,N/A,N/A,13.19,13.19,13.19,20.78,18.74
LA-T-BZ,845060015812,N/A,N/A,N/A,18.14,18.14,18.14,28.78,26.74
LA-90-BZ,845060015829,N/A,N/A,N/A,16.60,16.60,16.60,26.78,23.74
LA-FMS21-BZ,845060015836,N/A,N/A,N/A,22.98,22.98,22.98,36.78,33.74
B-41,845060008227,N/A,N/A,N/A,10.80,10.80,10.80,17.78,15.74
B-41-AN,845060010817,N/A,N/A,N/A,10.80,10.80,10.80,17.78,15.74
A-41-BR,845060042498,N/A,N/A,N/A,3.39,3.39,3.39,5.38,4.87
A-41-BK,845060042504,N/A,N/A,N/A,3.39,3.39,3.39,5.38,4.87
LSWN1,845060042429,N/A,N/A,N/A,8.19,8.19,8.19,13.78,11.74
LSWN2,845060042412,N/A,N/A,N/A,12.32,12.32,12.32,19.78,17.74
LSWN2-100,845060015966,N/A,N/A,N/A,41.98,41.98,41.98,66.78,60.74
WL-SLEEVE,845060014877,N/A,N/A,N/A,8.25,8.25,8.25,13.78,11.74
SPIKE-BG,845060035186,N/A,N/A,N/A,2.26,2.26,2.26,3.59,3.25
SPIKE-10,845060042511,N/A,N/A,N/A,3.77,3.77,3.77,5.98,5.42
LOV-14,845060020199,N/A,N/A,N/A,0.40,0.36,0.30,0.58,0.42
LOV-12,845060020182,N/A,N/A,N/A,0.61,0.55,0.46,0.87,0.64
LOV-10,845060020175,N/A,N/A,N/A,0.92,0.83,0.69,1.32,0.96
LOV-8,845060020205,N/A,N/A,N/A,1.06,0.96,0.80,1.53,1.12
WE-CONN,845060034998,N/A,N/A,N/A,1.55,1.55,1.55,2.47,2.23
LS-REPL-LED,845060019698,N/A,N/A,3000K,12.45,12.45,12.45,19.78,17.74
LS-REPL-LED-27K,845060032789,N/A,N/A,2700K,12.45,12.45,12.45,19.78,17.74
LA-STEM-RL,845060007053,N/A,N/A,N/A,7.54,7.54,7.54,11.78,10.74
LA-STEM-KNOB,845060019674,N/A,N/A,N/A,5.28,5.28,5.28,8.78,7.74
LA-STEM-REPL-LED,845060019681,N/A,N/A,N/A,12.45,12.45,12.45,19.78,17.74
LA-STEM-REPL-LED-27K,845060032772,N/A,N/A,N/A,12.45,12.45,12.45,19.78,17.74
LA-STEM-REPL-LED-40K,845060037494,N/A,N/A,N/A,10.83,10.83,10.83,17.78,15.74
LA-STEM-REPL-LED-50K,845060037524,N/A,N/A,N/A,10.83,10.83,10.83,17.78,15.74
AA-145-RG,845060001778,N/A,N/A,N/A,4.04,4.04,4.04,6.41,5.81
AA-146-RG,845060001785,N/A,N/A,N/A,4.06,4.06,4.06,6.45,5.84
AA-147-RG,845060001792,N/A,N/A,N/A,4.20,4.20,4.20,6.67,6.04
SLEA-12V-27K,845060034691,2W,86LM,2700K,23.98,21.34,21.34,33.78,30.74
SLEA-12V-30K,845060008661,2W,86LM,3000K,23.98,21.34,21.34,33.78,30.74
SLEA-12V-40K,845060035193,2W,86LM,4000K,23.98,21.34,21.34,33.78,30.74
SLEA-12V-50K,845060008678,2W,86LM,5000K,23.98,21.34,21.34,33.78,30.74
SLEA-120V-27K,845060034684,2W,86LM,2700K,32.98,28.94,28.94,45.78,41.74
SLEA-120V-30K,845060008647,2W,86LM,3000K,32.98,28.94,28.94,45.78,41.74
SLEA-120V-40K,845060034882,2W,86LM,4000K,32.98,28.94,28.94,45.78,41.74
SLEA-120V-50K,845060008654,2W,86LM,5000K,32.98,28.94,28.94,45.78,41.74
SLE-12V-27K,845060034677,3W,100LM,2700K,23.98,21.34,21.34,33.78,30.74
SLE-12V-30K,845060004717,3W,100LM,3000K,23.98,21.34,21.34,33.78,30.74
SLE-12V-40K,845060034851,3W,100LM,4000K,23.98,21.34,21.34,33.78,30.74
SLE-12V-50K,845060004724,3W,118LM,5000K,23.98,21.34,21.34,33.78,30.74
SLE-120V-27K,845060034660,3W,90LM,2700K,32.98,28.94,28.94,45.78,41.74
SLE-120V-30K,845060004694,3W,90LM,3000K,32.98,28.94,28.94,45.78,41.74
SLE-120V-40K,845060034707,3W,90LM,4000K,32.98,28.94,28.94,45.78,41.74
SLE-120V-50K,845060004700,3W,104LM,5000K,32.98,28.94,28.94,45.78,41.74
SLEB-120V-27K,845060051315,2W,86LM,2700K,28.98,25.94,25.94,41.78,37.74
SLEB-120V-30K,845060051322,2W,86LM,3000K,28.98,25.94,25.94,41.78,37.74
SLEB-120V-40K,845060051339,2W,86LM,4000K,28.98,25.94,25.94,41.78,37.74
SLEB-120V-50K,845060051346,2W,86LM,5000K,28.98,25.94,25.94,41.78,37.74
SLEB-12V-27K,845060051353,2W,86LM,2700K,23.98,21.34,21.34,33.78,30.74
SLEB-12V-30K,845060051360,2W,86LM,3000K,23.98,21.34,21.34,33.78,30.74
SLEB-12V-40K,845060051377,2W,86LM,4000K,23.98,21.34,21.34,33.78,30.74
SLEB-12V-50K,845060051384,2W,86LM,5000K,23.98,21.34,21.34,33.78,30.74
SLT-B-AZ,845060051391,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-B-BN,845060051407,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-B-ORB,845060051414,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-B-WH,845060051421,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-LH-ORB,845060004748,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-LH-BN,845060004731,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-LH-WH,845060004755,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-LH-AZ,845060004762,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-F-ORB,845060004786,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-F-BN,845060004779,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-F-WH,845060004793,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-F-AZ,845060004809,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-S-ORB,845060004861,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-S-BN,845060004854,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-S-WH,845060004878,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-S-AZ,845060004885,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-LV-ORB,845060004823,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-LV-BN,845060004816,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-LV-WH,845060004830,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-LV-AZ,845060004847,N/A,N/A,N/A,10.98,10.98,10.98,17.78,15.74
SLT-A-WH,845060008722,N/A,N/A,N/A,11.98,11.98,11.98,19.78,17.74
SLT-A-AZ,845060074734,N/A,N/A,N/A,11.98,11.98,11.98,19.78,17.74
SLT-A-BN,845060008685,N/A,N/A,N/A,11.98,11.98,11.98,19.78,17.74
SLT-A-ORB,845060008715,N/A,N/A,N/A,11.98,11.98,11.98,19.78,17.74
LAL-12V-117-31-30K-BR,845060053968,10W,720LM,3000K,86.98,78.94,78.94,125.78,113.74
LAL-12V-117-31-30K-BK,845060053951,10W,720LM,3000K,86.98,78.94,78.94,125.78,113.74
LAL-12V-118-31-30K-BR,845060053845,10W,720LM,3000K,81.98,73.94,73.94,117.78,106.74
LAL-12V-118-31-30K-BK,845060053838,10W,720LM,3000K,81.98,73.94,73.94,117.78,106.74
LAL-12V-120-23-30K-BR,845060053869,10W,720LM,3000K,81.98,73.94,73.94,117.78,106.74
LAL-12V-120-23-30K-BK,845060053852,10W,720LM,3000K,81.98,73.94,73.94,117.78,106.74
LAL-12V-122-31-30K-BR,845060053883,10W,720LM,3000K,97.98,87.94,87.94,139.78,126.74
LAL-12V-122-31-30K-BK,845060053876,10W,720LM,3000K,97.98,87.94,87.94,139.78,126.74
LAL-12V-124-15-30K-BR,845060053920,10W,720LM,3000K,72.98,65.94,65.94,104.78,94.74
LAL-12V-124-15-30K-BK,845060053913,10W,720LM,3000K,72.98,65.94,65.94,104.78,94.74
LAL-12V-124-31-30K-BR,845060053906,10W,720LM,3000K,82.98,74.94,74.94,119.78,107.74
LAL-12V-124-31-30K-BK,845060053890,10W,720LM,3000K,82.98,74.94,74.94,119.78,107.74
LAL-12V-127-23-30K-BR,845060053982,10W,720LM,3000K,60.98,54.94,54.94,87.78,79.74
LAL-12V-127-23-30K-BK,845060053975,10W,720LM,3000K,60.98,54.94,54.94,87.78,79.74
LAL-12V-128-31-30K-BR,845060053944,10W,720LM,3000K,75.98,68.94,68.94,109.78,99.74
LAL-12V-128-31-30K-BK,845060053937,10W,720LM,3000K,75.98,68.94,68.94,109.78,99.74
LAL-12V-130-31-30K-BR,845060054002,10W,720LM,3000K,96.98,86.94,86.94,138.78,125.74
LAL-12V-130-31-30K-BK,845060053999,10W,720LM,3000K,96.98,86.94,86.94,138.78,125.74
UCA-8-WHT,845060015850,3W,150LM,2700K/3000K/4000K,32.98,28.94,28.94,45.78,40.74
UCA-12-WHT,845060005868,5W,275LM,2700K/3000K/4000K,33.98,29.94,29.94,47.78,42.74
UCA-16-WHT,845060015874,6.5W,390LM,2700K/3000K/4000K,36.98,33.94,33.94,53.78,47.74
UCA-21-WHT,845060005820,8W,450LM,2700K/3000K/4000K,44.98,40.94,40.94,65.78,57.74
UCA-24-WHT,845060005929,12W,650LM,2700K/3000K/4000K,47.98,42.94,42.94,68.78,60.74
UCA-33-WHT,845060005943,16W,900LM,2700K/3000K/4000K,55.98,50.94,50.94,80.78,71.74
UCA-42-WHT,845060005998,20W,1100LM,2700K/3000K/4000K,65.98,58.94,58.94,93.78,82.74
UCA-LC12-WHT,845060026412,N/A,N/A,N/A,4.90,4.90,4.90,7.78,6.90
UCA-8-BRZ,845060015867,3W,150LM,2700K/3000K/4000K,32.98,29.94,29.94,47.78,42.74
UCA-12-BRZ,845060005882,5W,275LM,2700K/3000K/4000K,33.98,30.94,30.94,49.78,43.74
UCA-16-BRZ,845060015881,6.5W,390LM,2700K/3000K/4000K,36.98,34.94,34.94,55.78,49.74
UCA-21-BRZ,845060005837,8W,450LM,2700K/3000K/4000K,41.98,39.94,39.94,63.78,56.74
UCA-24-BRZ,845060005936,12W,650LM,2700K/3000K/4000K,43.98,41.94,41.94,66.78,59.74
UCA-33-BRZ,845060005950,16W,900LM,2700K/3000K/4000K,56.98,53.94,53.94,85.78,75.74
UCA-42-BRZ,845060006001,20W,1100LM,2700K/3000K/4000K,64.98,60.94,60.94,96.78,85.74
UCA-LC12-BLK,845060026405,N/A,N/A,N/A,4.90,4.90,4.90,7.78,6.90
UCA-DISPLAY,845060031744,N/A,N/A,N/A,69.98,69.98,69.98,111.78,98.74
UCW6WW,845060038491,2W,140LM,3000K,18.17,15.99,15.99,25.78,22.74
UCW6W,845060038507,2W,168LM,6000K,18.17,15.99,15.99,25.78,22.74
UCW12WW,845060038514,3W,250LM,3000K,26.98,22.94,22.94,36.78,32.74
UCW12W,845060038521,3W,280LM,6000K,26.98,22.94,22.94,36.78,32.74
UCW20WW,845060038538,5W,420LM,3000K,39.98,36.94,36.94,58.78,52.74
UCW20W,845060038545,5W,462LM,6000K,39.98,36.94,36.94,58.78,52.74
UCW32WW,845060038590,8W,590LM,3000K,54.98,51.94,51.94,82.78,73.74
UCW32W,845060038606,8W,640LM,6000K,54.98,51.94,51.94,82.78,73.74
UCW40WW,845060038576,11W,820LM,3000K,75.98,70.94,70.94,112.78,99.74
UCW40W,845060038583,11W,880LM,6000K,75.98,70.94,70.94,112.78,99.74
UC6WW,845060038767,2W,140LM,3000K,18.17,15.99,15.99,25.78,22.74
UC6W,845060038774,2W,168LM,6000K,18.17,15.99,15.99,25.78,22.74
UC12WW,845060038811,3W,250LM,3000K,26.98,22.94,22.94,36.78,32.74
UC12W,845060038828,3W,280LM,6000K,26.98,22.94,22.94,36.78,32.74
UC20WW,845060038835,5W,420LM,3000K,39.98,36.94,36.94,58.78,52.74
UC20W,845060038842,5W,462LM,6000K,39.98,36.94,36.94,58.78,52.74
UC32WW,845060038644,8W,590LM,3000K,54.98,51.94,51.94,82.78,73.74
UC32W,845060038651,8W,640LM,6000K,54.98,51.94,51.94,82.78,73.74
UC40WW,845060038859,11W,820LM,3000K,75.98,70.94,70.94,112.78,99.74
UC40W,845060038866,11W,880LM,6000K,75.98,70.94,70.94,112.78,99.74
UC-DISPLAY,845060031751,N/A,N/A,N/A,69.98,69.98,69.98,111.78,98.74
UC12PS6W,845060038705,N/A,N/A,N/A,11.28,10.26,10.26,16.78,14.74
UC12PS12W,845060038712,N/A,N/A,N/A,20.94,19.03,19.03,30.78,26.74
UC12PS24W,845060038729,N/A,N/A,N/A,22.98,20.16,20.16,32.78,28.74
UCPS6W,845060038910,N/A,N/A,N/A,12.28,11.17,11.17,17.78,15.74
UCPS12W,845060038927,N/A,N/A,N/A,20.94,19.03,19.03,30.78,26.74
UCPS24W,845060038934,N/A,N/A,N/A,22.98,20.16,20.16,32.78,28.74
UCPS48W,845060050677,N/A,N/A,N/A,32.98,29.94,29.94,47.78,42.74
UCM-20L-12DC,845060039597,N/A,N/A,N/A,69.98,69.98,69.98,111.78,98.74
UCM-40L-12DC,845060039542,N/A,N/A,N/A,75.98,75.98,75.98,120.78,106.74
UCM-50L-12DC,845060039504,N/A,N/A,N/A,81.98,81.98,81.98,130.78,115.74
UCM-100L-12DC,845060039603,N/A,N/A,N/A,91.98,91.98,91.98,146.78,129.74
UCM-150L-12DC,845060039610,N/A,N/A,N/A,106.98,106.98,106.98,169.78,150.74
UCM-300L-12DC,845060001914,N/A,N/A,N/A,221.98,221.98,221.98,352.78,312.74
UCM-20L-24DC,845060039511,N/A,N/A,N/A,69.98,69.98,69.98,111.78,98.74
UCM-40L-24DC,845060039528,N/A,N/A,N/A,75.98,75.98,75.98,120.78,106.74
UCM-50L-24DC,845060039566,N/A,N/A,N/A,81.98,81.98,81.98,130.78,115.74
UCM-96L-24DC,845060039535,N/A,N/A,N/A,91.98,91.98,91.98,146.78,129.74
UCM-150L-24DC,845060039580,N/A,N/A,N/A,105.98,105.98,105.98,168.78,149.74
UCM-300L-24DC,845060039498,N/A,N/A,N/A,224.98,224.98,224.98,357.78,316.74
UCDIMMER,845060039078,N/A,N/A,N/A,9.82,8.54,8.54,13.78,12.74
UCDIMMER-TOUCH,845060039160,N/A,N/A,N/A,8.59,8.54,8.54,13.78,12.74
UCDIMMER-TOUCH-WH,845060034202,N/A,N/A,N/A,8.59,8.54,8.54,13.78,12.74
UCJUNCTION-B,845060039108,N/A,N/A,N/A,2.44,2.39,2.39,3.79,3.36
UCJUNCTION-W,845060039153,N/A,N/A,N/A,2.44,2.39,2.39,3.79,3.36
UCSENS-PIR-1,845060039184,N/A,N/A,N/A,15.98,14.69,14.69,23.78,20.74
UCSENS-PIR,845060039191,N/A,N/A,N/A,13.51,12.23,12.23,19.78,17.74
UCCONCABLE,845060038965,N/A,N/A,N/A,1.21,1.16,1.16,1.84,1.63
UCCONCABLE-WH,845060034165,N/A,N/A,N/A,1.21,1.16,1.16,1.84,1.63
UCCONCABLE-10,845060039054,N/A,N/A,N/A,4.90,3.62,3.62,5.74,5.09
UCCONCABLE-10-WH,845060034257,N/A,N/A,N/A,4.90,3.62,3.62,5.74,5.09
UCCOP-3F,845060039085,N/A,N/A,N/A,2.44,2.39,2.39,3.79,3.36
UCCOP-3F-WH,845060034240,N/A,N/A,N/A,2.44,2.39,2.39,3.79,3.36
UCPOWERC-10F,845060039061,N/A,N/A,N/A,4.90,3.62,3.62,5.74,5.09
UCPOWERC-10F-WH,845060034264,N/A,N/A,N/A,4.90,3.62,3.62,5.74,5.09
UCRE04,845060038972,N/A,N/A,N/A,3.67,3.62,3.62,5.74,5.09
UCRE08,845060038989,N/A,N/A,N/A,4.90,4.85,4.85,7.70,6.82
UCAC01,845060038996,N/A,N/A,N/A,2.44,2.39,2.39,3.79,3.36
UCAC01-WH,845060034288,N/A,N/A,N/A,2.44,2.39,2.39,3.79,3.36
UCPLASCONN,845060039009,N/A,N/A,N/A,1.21,1.16,1.16,1.84,1.63
UCPLASCONN-WH,845060034172,N/A,N/A,N/A,1.21,1.16,1.16,1.84,1.63
UCMAGNET+3M,845060039092,N/A,N/A,N/A,3.67,3.62,3.62,5.74,5.09
UC-ADJ-12WW,845060036824,5W,380LM,3000K,29.98,28.94,28.94,45.78,40.74
UC-ADJ-12W,845060036817,5W,400LM,6000K,29.98,28.94,28.94,45.78,40.74
UC-ADJ-20WW,845060036848,8W,600LM,3000K,47.98,44.94,44.94,71.78,63.74
UC-ADJ-20W,845060036831,8W,640LM,6000K,47.98,44.94,44.94,71.78,63.74
UC-ADJ-40WW,845060036862,16W,1200LM,3000K,86.98,81.94,81.94,130.78,115.74
UC-ADJ-40W,845060036855,16W,1280LM,6000K,86.98,81.94,81.94,130.78,115.74
UC-ADJ-PIR,845060003857,N/A,N/A,N/A,11.75,10.64,10.64,16.78,14.74
UC-ADJ-DMR,845060003864,N/A,N/A,N/A,11.75,10.64,10.64,16.78,14.74
UC-ADJ-JUNCTION,845060003871,N/A,N/A,N/A,3.67,3.62,3.62,5.74,5.09
LED-PL1WHT,845060038040,4W,275LM,3000K,23.98,20.27,20.27,32.78,28.74
LED-PL1NKL,845060038033,4W,275LM,3000K,23.98,20.27,20.27,32.78,28.74
LED-PL1BLK,845060038026,4W,275LM,3000K,23.98,20.27,20.27,32.78,28.74
LED-PL3WHT,845060038071,3 x 4W,3 x 275LM,3000K,70.98,57.94,57.94,92.78,81.74
LED-PL3NKL,845060038064,3 x 4W,3 x 275LM,3000K,70.98,57.94,57.94,92.78,81.74
LED-PL3BLK,845060038057,3 x 4W,3 x 275LM,3000K,70.98,57.94,57.94,92.78,81.74
T5-12IN-5W-30K-D,845060030259,5W,575LM,3000K,13.89,12.78,10.59,20.78,17.74
T5-12IN-5W-40K-D,845060029734,5W,575LM,4000K,13.89,12.78,10.59,20.78,17.74
T5-12IN-5W-50K-D,845060029727,5W,625LM,5000K,13.89,12.78,10.59,20.78,17.74
T5-22IN-9W-30K-D,845060034516,9W,1035LM,3000K,19.24,17.06,15.94,27.78,24.74
T5-22IN-9W-40K-D,845060034523,9W,1035LM,4000K,19.24,17.06,15.94,27.78,24.74
T5-22IN-9W-50K-D,845060034530,9W,1125LM,5000K,19.24,17.06,15.94,27.78,24.74
T5-47IN-16W-30K-D,845060034547,16W,1840LM,3000K,25.98,22.94,20.22,36.78,32.74
T5-47IN-16W-40K-D,845060034639,16W,1840LM,4000K,25.98,22.94,20.22,36.78,32.74
T5-47IN-16W-50K-D,845060034653,16W,2000LM,5000K,25.98,22.94,20.22,36.78,32.74
PL12-30K-WH,845060026511,2W,120LM,3000K,20.31,18.13,14.87,28.78,24.74
PL12-40K-WH,845060026528,2W,120LM,4000K,20.31,18.13,14.87,28.78,24.74
PL12-50K-WH,845060026535,2W,120LM,5000K,20.31,18.13,14.87,28.78,24.74
PL12-30K-BK,845060026542,2W,120LM,3000K,20.31,18.13,14.87,28.78,24.74
PL12-40K-BK,845060026559,2W,120LM,4000K,20.31,18.13,14.87,28.78,24.74
PL12-50K-BK,845060026566,2W,120LM,5000K,20.31,18.13,14.87,28.78,24.74
PL12-30K-BN,845060026573,2W,120LM,3000K,21.38,19.20,15.94,30.78,26.74
PL12-40K-BN,845060026580,2W,120LM,4000K,21.38,19.20,15.94,30.78,26.74
PL12-50K-BN,845060026597,2W,120LM,5000K,21.38,19.20,15.94,30.78,26.74
PL12-3KIT-30K-WH,845060026603,2W,120LM,3000K,45.98,41.94,37.90,66.78,57.74
PL12-3KIT-40K-WH,845060026610,2W,120LM,4000K,45.98,41.94,37.90,66.78,57.74
PL12-3KIT-50K-WH,845060026627,2W,120LM,5000K,45.98,41.94,37.90,66.78,57.74
PL12-3KIT-30K-BK,845060026634,2W,120LM,3000K,45.98,41.94,37.90,66.78,57.74
PL12-3KIT-40K-BK,845060026641,2W,120LM,4000K,45.98,41.94,37.90,66.78,57.74
PL12-3KIT-50K-BK,845060026658,2W,120LM,5000K,45.98,41.94,37.90,66.78,57.74
