ITEMNO.,UPC,WATTS,LUMENS,COLOR TEMP,"NON STOCKING DIST.
OR ANY QUANTITY","STOCKING DIST.
OR
$2500 MIN.","WIP
OR
$5000 MIN.","MSRP
PRICE","IMAP
PRICE"
PL12-3KIT-30K-BN,845060026665,2W,120LM,3000K,48.98,43.94,39.90,69.78,60.74
PL12-3KIT-40K-BN,845060026672,2W,120LM,4000K,48.98,43.94,39.90,69.78,60.74
PL12-3KIT-50K-BN,845060026689,2W,120LM,5000K,48.98,43.94,39.90,69.78,60.74
PL12-TRM-BK,845060059373,N/A,N/A,N/A,3.19,2.08,1.61,5.06,4.36
PL12-TRM-BN,845060059397,N/A,N/A,N/A,4.26,3.15,2.68,5.00,4.30
PL12-TRM-BR,845060059380,N/A,N/A,N/A,3.19,2.08,1.61,5.06,4.36
PL12R-30K-WH,845060026696,3.5W,230LM,3000K,24.98,19.94,16.99,31.78,27.74
PL12R-40K-WH,845060026702,3.5W,230LM,4000K,24.98,19.94,16.99,31.78,27.74
PL12R-50K-WH,845060026719,3.5W,230LM,5000K,24.98,19.94,16.99,31.78,27.74
PL12S-30K-WH,845060026788,3.5W,230LM,3000K,24.98,19.94,16.99,31.78,27.74
PL12S-40K-WH,845060026795,3.5W,230LM,4000K,24.98,19.94,16.99,31.78,27.74
PL12S-50K-WH,845060026849,3.5W,230LM,5000K,24.98,19.94,16.99,31.78,27.74
PL12R-TRM-BK,845060059403,N/A,N/A,N/A,4.26,3.15,2.99,5.00,4.30
PL12R-TRM-BN,845060059427,N/A,N/A,N/A,6.40,5.29,3.99,8.78,7.74
PL12R-TRM-BR,845060059410,N/A,N/A,N/A,5.33,4.22,3.50,6.69,5.77
PL12S-TRM-BK,845060059434,N/A,N/A,N/A,6.40,5.29,4.50,8.78,7.74
PL12S-TRM-BN,845060059458,N/A,N/A,N/A,7.47,6.36,5.50,10.78,10.74
PL12S-TRM-BR,845060059441,N/A,N/A,N/A,7.47,6.36,4.90,10.78,10.74
PL12ADJ-30K-WH,845060026900,4.5W,250LM,3000K,32.98,28.94,25.90,45.78,39.74
PL12ADJ-40K-WH,845060026962,4.5W,250LM,4000K,32.98,28.94,25.90,45.78,39.74
PL12ADJ-50K-WH,845060027013,4.5W,250LM,5000K,32.98,28.94,25.90,45.78,39.74
PL12ADJ-30K-BK,845060027044,4.5W,250LM,3000K,32.98,28.94,25.90,45.78,39.74
PL12ADJ-40K-BK,845060027075,4.5W,250LM,4000K,32.98,28.94,25.90,45.78,39.74
PL12ADJ-50K-BK,845060027105,4.5W,250LM,5000K,32.98,28.94,25.90,45.78,39.74
PL12ADJ-30K-BN,845060057553,4.5W,250LM,3000K,32.98,28.94,25.90,45.78,39.74
PL12ADJ-40K-BN,845060057560,4.5W,250LM,4000K,32.98,28.94,25.90,45.78,39.74
PL12ADJ-50K-BN,845060057577,4.5W,250LM,5000K,32.98,28.94,25.90,45.78,39.74
PL12-SPLIT3-WH,845060027143,N/A,N/A,N/A,8.76,6.31,4.85,13.78,11.74
PL12-SPLIT3-BK,845060028003,N/A,N/A,N/A,8.76,6.31,4.85,13.78,11.74
PL12-SPLIT6-WH,845060028133,N/A,N/A,N/A,10.52,7.38,6.08,11.78,10.74
PL12-SPLIT6-BK,845060028157,N/A,N/A,N/A,10.52,7.38,6.08,11.78,10.74
PL12-SPLIT10-WH,845060028386,N/A,N/A,N/A,14.03,8.45,7.31,22.78,19.74
PL12-SPLIT10-BK,845060028393,N/A,N/A,N/A,14.03,8.45,7.31,22.78,19.74
PL12-PF-WH,845060028447,N/A,N/A,N/A,5.24,4.17,2.39,6.63,5.71
PL12-PF-BK,845060028454,N/A,N/A,N/A,5.24,4.17,2.39,6.63,5.71
PL12-PIDR-12W-WH,845060028461,N/A,N/A,N/A,24.98,13.85,13.80,39.78,34.74
PL12-PIDR-12W-BK,845060028508,N/A,N/A,N/A,24.98,13.85,13.80,39.78,34.74
PL12-PIDR-24W-WH,845060028515,N/A,N/A,N/A,28.98,15.99,15.94,46.78,39.74
PL12-PIDR-24W-BK,845060028522,N/A,N/A,N/A,28.98,15.99,15.94,46.78,39.74
PL12-ILDMR-WH,845060028607,N/A,N/A,N/A,16.03,8.50,8.45,25.78,21.74
PL12-ILDMR-BK,845060028737,N/A,N/A,N/A,16.03,8.50,8.45,25.78,21.74
PL12-HWDR-25W-D,845060028744,N/A,N/A,N/A,94.98,54.94,52.90,150.78,129.74
XT-RW-EM,845060027440,3.2W,N/A,N/A,14.96,13.85,13.85,21.78,18.74
XT-GW-EM,845060027433,3.8W,N/A,N/A,14.96,13.85,13.85,21.78,18.74
XT-RW-2C,845060059601,N/A,N/A,N/A,38.98,38.94,38.94,61.78,53.74
XT-GW-2C,845060028874,3.8W,N/A,N/A,38.98,38.94,38.94,61.78,53.74
XT-RB-EM,845060027778,3.2W,N/A,N/A,28.98,25.94,25.94,41.78,35.74
XT-GB-EM,845060027761,3.8W,N/A,N/A,28.98,25.94,25.94,41.78,35.74
XT-RCRW-EM,845060027549,3.2W,N/A,N/A,56.98,53.94,53.94,85.78,73.74
XT-RCGW-EM,845060027785,3.8W,N/A,N/A,58.98,56.94,56.94,90.78,77.74
XT-RCRB-EM,845060016109,3.2W,N/A,N/A,60.98,58.94,58.94,93.78,80.74
XT-RCGB-EM,845060019940,3.8W,N/A,N/A,60.98,58.94,58.94,93.78,80.74
XE-1RCA-EM,845060027488,4.5W,N/A,N/A,73.98,70.94,70.94,112.78,97.74
XE-1GCA-EM,845060027792,4.8W,N/A,N/A,76.98,73.94,73.94,117.78,101.74
XE-1RCW-EM,845060000450,4.5W,N/A,N/A,73.98,70.94,70.94,112.78,97.74
XE-1GCW-EM,845060016086,4.8W,N/A,N/A,76.98,73.94,73.94,117.78,101.74
XE-2RMW-EM,845060016079,4.5W,N/A,N/A,95.98,93.94,93.94,149.78,128.74
XE-2GMW-EM,845060028850,4.8W,N/A,N/A,99.98,95.94,95.94,152.78,131.74
XE-2RMA-EM,845060028843,4.5W,N/A,N/A,95.98,93.94,93.94,149.78,128.74
XE-2GMA-EM,845060016062,4.8W,N/A,N/A,99.98,95.94,95.94,152.78,131.74
XTR-1RCA-EM,845060000412,4.5W,N/A,N/A,123.98,120.94,120.94,192.78,165.74
XTR-1GCA-EM,845060029024,4.8W,N/A,N/A,123.98,120.94,120.94,192.78,165.74
XTR-1RCW-EM,845060027587,4.5W,N/A,N/A,123.98,120.94,120.94,192.78,165.74
XTR-1GCW-EM,845060027877,4.8W,N/A,N/A,123.98,120.94,120.94,192.78,165.74
XTR-2RMW-EM,845060028188,4.5W,N/A,N/A,140.98,137.94,137.94,219.78,188.74
XTR-2GMW-EM,845060029048,4.8W,N/A,N/A,140.98,137.94,137.94,219.78,188.74
XTR-2RMA-EM,845060027273,4.5W,N/A,N/A,140.98,137.94,137.94,219.78,188.74
XTR-2GMA-EM,845060029031,4.8W,N/A,N/A,140.98,137.94,137.94,219.78,188.74
XD-TH-1GAAEM,845060028614,N/A,N/A,N/A,57.98,55.94,55.94,88.78,76.74
XD-TH-1GBBEM,845060028621,N/A,N/A,N/A,57.98,55.94,55.94,88.78,76.74
XD-TH-1GWWEM,845060028638,N/A,N/A,N/A,57.98,55.94,55.94,88.78,76.74
XD-TH-1RAAEM,845060028645,N/A,N/A,N/A,57.98,55.94,55.94,88.78,76.74
XD-TH-1RBBEM,845060028652,N/A,N/A,N/A,57.98,55.94,55.94,88.78,76.74
XD-TH-1RWWEM,845060028669,N/A,N/A,N/A,57.98,55.94,55.94,88.78,76.74
XD-TH-2GAAEM,845060028676,N/A,N/A,N/A,57.98,55.94,55.94,88.78,76.74
XD-TH-2GBBEM,845060028683,N/A,N/A,N/A,57.98,55.94,55.94,88.78,76.74
XD-TH-2GWWEM,845060028690,N/A,N/A,N/A,57.98,55.94,55.94,88.78,76.74
XD-TH-2RAAEM,845060028706,N/A,N/A,N/A,57.98,55.94,55.94,88.78,76.74
XD-TH-2RBBEM,845060028713,N/A,N/A,N/A,57.98,55.94,55.94,88.78,76.74
XD-TH-2RWWEM,845060028720,N/A,N/A,N/A,57.98,55.94,55.94,88.78,76.74
XT-WP-1RG-EM,845060019957,3.2W,N/A,N/A,117.98,114.94,114.94,182.78,157.74
XT-WP-1RB-EM,845060019964,3.2W,N/A,N/A,120.98,115.94,115.94,184.78,158.74
XT-WP-1GG-EM,845060019971,3.8W,N/A,N/A,117.98,114.94,114.94,182.78,157.74
XT-WP-1GB-EM,845060019988,3.8W,N/A,N/A,120.98,115.94,115.94,184.78,158.74
XT-WP-2RG-EM,845060019995,3.2W,N/A,N/A,121.98,117.94,117.94,187.78,161.74
XT-WP-2RB-EM,845060020212,3.2W,N/A,N/A,123.98,120.94,120.94,192.78,165.74
XT-WP-2GG-EM,845060020229,3.8W,N/A,N/A,121.98,117.94,117.94,187.78,161.74
XT-WP-2GB-EM,845060020236,3.8W,N/A,N/A,123.98,120.94,120.94,192.78,165.74
XT-WP-BLNKP,845060027983,N/A,N/A,N/A,31.98,29.94,29.94,47.78,40.74
XTN4X-1GBEM,845060056242,3.8W,N/A,N/A,399.98,363.94,363.94,577.78,497.74
XTN4X-1RBEM,845060056259,3.2W,N/A,N/A,399.98,363.94,363.94,577.78,497.74
XTN4X-1GWEM,845060056266,3.8W,N/A,N/A,399.98,363.94,363.94,577.78,497.74
XTN4X-1RWEM,845060056273,3.2W,N/A,N/A,399.98,363.94,363.94,577.78,497.74
XTN4X-1GB,845060056280,3.8W,N/A,N/A,300.98,272.94,272.94,433.78,373.74
XTN4X-1RB,845060056297,3.2W,N/A,N/A,300.98,272.94,272.94,433.78,373.74
XTN4X-1GW,845060056303,3.8W,N/A,N/A,300.98,272.94,272.94,433.78,373.74
XTN4X-1RW,845060056310,3.2W,N/A,N/A,300.98,272.94,272.94,433.78,373.74
XTN4X-2GBEM,845060056327,3.8W,N/A,N/A,500.98,454.94,454.94,722.78,622.74
XTN4X-2RBEM,845060056334,3.2W,N/A,N/A,500.98,454.94,454.94,722.78,622.74
XTN4X-2GWEM,845060056341,3.8W,N/A,N/A,500.98,454.94,454.94,722.78,622.74
XTN4X-2RWEM,845060056358,3.2W,N/A,N/A,500.98,454.94,454.94,722.78,622.74
XTN4X-2GB,845060056365,3.8W,N/A,N/A,399.98,363.94,363.94,577.78,497.74
XTN4X-2RB,845060056372,3.2W,N/A,N/A,399.98,363.94,363.94,577.78,497.74
XTN4X-2GW,845060056389,3.8W,N/A,N/A,399.98,363.94,363.94,577.78,497.74
XTN4X-2RW,845060056396,3.2W,N/A,N/A,399.98,363.94,363.94,577.78,497.74
XT-CL-RW-EM,845060041927,3.2W,N/A,N/A,35.98,33.94,33.94,53.78,49.74
XT-CL-GW-EM,845060041934,3.8W,N/A,N/A,35.98,33.94,33.94,53.78,49.74
XT-CL-RB-EM,845060020250,3.2W,N/A,N/A,56.98,55.94,55.94,88.78,76.74
XT-CL-GB-EM,845060020267,3.8W,N/A,N/A,56.98,55.94,55.94,88.78,76.74
XT-CL-RW-EM-SALIDA,845060020274,3.2W,N/A,N/A,68.98,65.94,65.94,104.78,90.74
XT-CL-GW-EM-SALIDA,845060028805,3.8W,N/A,N/A,68.98,65.94,65.94,104.78,90.74
XT-C-ADJ-3RBBEM,845060020335,3W per head,N/A,N/A,154.98,150.94,150.94,239.78,206.74
XT-C-ADJ-3RAAEM,845060020342,3W per head,N/A,N/A,154.98,150.94,150.94,239.78,206.74
XT-C-ADJ-3RWWEM,845060027082,3W per head,N/A,N/A,152.98,147.94,147.94,234.78,202.74
XT-C-ADJ-3GBBEM,845060020359,3W per head,N/A,N/A,152.98,150.94,150.94,239.78,206.74
XT-C-ADJ-3GAAEM,845060020366,3W per head,N/A,N/A,154.98,150.94,150.94,239.78,206.74
XT-C-ADJ-3GWWEM,845060027099,3W per head,N/A,N/A,152.98,147.94,147.94,234.78,202.74
CWLEZXTE1GW,845060031829,3.6W per head,N/A,N/A,239.98,227.94,227.94,361.78,311.74
CWLEZXTE1GG,845060031836,3.6W per head,N/A,N/A,238.98,227.94,227.94,361.78,311.74
CWLEZXTE1RW,845060031843,3.6W per head,N/A,N/A,242.98,227.94,227.94,361.78,311.74
CWLEZXTE1RG,845060031850,3.6W per head,N/A,N/A,239.98,227.94,227.94,361.78,311.74
CWLEZXTE1GB,845060031867,3.6W per head,N/A,N/A,242.98,227.94,227.94,361.78,311.74
CWLEZXTE1RB,845060031874,3.6W per head,N/A,N/A,244.98,227.94,227.94,361.78,311.74
CWLEZXTE2GB,845060031881,3.6W per head,N/A,N/A,265.98,247.94,247.94,393.78,339.74
CWLEZXTE2RB,845060031898,3.6W per head,N/A,N/A,269.98,247.94,247.94,393.78,339.74
CWLEZXTE2GW,845060031904,3.6W per head,N/A,N/A,263.98,247.94,247.94,393.78,339.74
CWLEZXTE2GG,845060031911,3.6W per head,N/A,N/A,261.98,247.94,247.94,393.78,339.74
CWLEZXTE2RW,845060031928,3.6W per head,N/A,N/A,265.98,247.94,247.94,393.78,339.74
CWLEZXTE2RG,845060031935,3.6W per head,N/A,N/A,263.98,247.94,247.94,393.78,339.74
XTCLN4X-2G-6-12W-W,845060056402,3.6W per head,N/A,N/A,700.26,636.66,636.66,1011.78,870.74
XTCLN4X-2R-6-12W-W,845060056419,3.6W per head,N/A,N/A,700.26,636.66,636.66,1011.78,870.74
XTCLN4X-2G-12-12W-W,845060056426,3.6W per head,N/A,N/A,709.50,644.75,644.75,1023.78,882.74
XTCLN4X-2R-12-12W-W,845060056433,3.6W per head,N/A,N/A,709.50,644.75,644.75,1023.78,882.74
XTCLN4X-2G-6-12W-B,845060056440,3.6W per head,N/A,N/A,700.26,636.66,636.66,1011.78,870.74
XTCLN4X-2R-6-12W-B,845060056457,3.6W per head,N/A,N/A,700.26,636.66,636.66,1011.78,870.74
XTCLN4X-2G-12-12W-B,845060056464,3.6W per head,N/A,N/A,709.50,644.75,644.75,1023.78,882.74
XTCLN4X-2R-12-12W-B,845060056471,3.6W per head,N/A,N/A,709.50,644.75,644.75,1023.78,882.74
XTCLN4X-2G-6-12W-G,845060056488,3.6W per head,N/A,N/A,700.26,636.66,636.66,1011.78,870.74
XTCLN4X-2R-6-12W-G,845060056495,3.6W per head,N/A,N/A,700.26,636.66,636.66,1011.78,870.74
XTCLN4X-2G-12-12W-G,845060056501,3.6W per head,N/A,N/A,709.50,644.75,644.75,1023.78,882.74
XTCLN4X-2R-12-12W-G,845060056518,3.6W per head,N/A,N/A,709.50,644.75,644.75,1023.78,882.74
XTCLN4X-1G-6-15W-W,845060056525,3.6W per head,N/A,N/A,599.72,545.37,545.37,866.78,746.74
XTCLN4X-1R-6-15W-W,845060056532,3.6W per head,N/A,N/A,599.72,545.37,545.37,866.78,746.74
XTCLN4X-1G-12-15W-W,845060056549,3.6W per head,N/A,N/A,610.12,554.61,554.61,880.78,758.74
XTCLN4X-1R-12-15W-W,845060056556,3.6W per head,N/A,N/A,610.12,554.61,554.61,880.78,758.74
XTCLN4X-1G-6-15W-B,845060056563,3.6W per head,N/A,N/A,599.72,545.37,545.37,866.78,746.74
XTCLN4X-1R-6-15W-B,845060056570,3.6W per head,N/A,N/A,599.72,545.37,545.37,866.78,746.74
XTCLN4X-1G-12-15W-B,845060056587,3.6W per head,N/A,N/A,610.12,554.61,554.61,880.78,758.74
XTCLN4X-1R-12-15W-B,845060056594,3.6W per head,N/A,N/A,610.12,554.61,554.61,880.78,758.74
XTCLN4X-1G-6-15W-G,845060056600,3.6W per head,N/A,N/A,599.72,545.37,545.37,866.78,746.74
XTCLN4X-1R-6-15W-G,845060056617,3.6W per head,N/A,N/A,599.72,545.37,545.37,866.78,746.74
XTCLN4X-1G-12-15W-G,845060056624,3.6W per head,N/A,N/A,610.12,554.61,554.61,880.78,758.74
XTCLN4X-1R-12-15W-G,845060056631,3.6W per head,N/A,N/A,610.12,554.61,554.61,880.78,758.74
XTCLN4X-1G-6-28W-W,845060056648,3.6W per head,N/A,N/A,700.26,636.66,636.66,1011.78,870.74
XTCLN4X-1R-6-28W-W,845060056655,3.6W per head,N/A,N/A,700.26,636.66,636.66,1011.78,870.74
XTCLN4X-1G-12-28W-W,845060056662,3.6W per head,N/A,N/A,709.50,644.75,644.75,1023.78,882.74
XTCLN4X-1R-12-28W-W,845060056679,3.6W per head,N/A,N/A,709.50,644.75,644.75,1023.78,882.74
XTCLN4X-1G-6-28W-B,845060056686,3.6W per head,N/A,N/A,700.26,636.66,636.66,1011.78,870.74
XTCLN4X-1R-6-28W-B,845060056693,3.6W per head,N/A,N/A,700.26,636.66,636.66,1011.78,870.74
XTCLN4X-1G-12-28W-B,845060056709,3.6W per head,N/A,N/A,709.50,644.75,644.75,1023.78,882.74
XTCLN4X-1R-12-28W-B,845060056716,3.6W per head,N/A,N/A,709.50,644.75,644.75,1023.78,882.74
XTCLN4X-1G-6-28W-G,845060056723,3.6W per head,N/A,N/A,700.26,636.66,636.66,1011.78,870.74
XTCLN4X-1R-6-28W-G,845060056730,3.6W per head,N/A,N/A,700.26,636.66,636.66,1011.78,870.74
XTCLN4X-1G-12-28W-G,845060056747,3.6W per head,N/A,N/A,709.50,644.75,644.75,1023.78,882.74
XTCLN4X-1R-12-28W-G,845060056754,3.6W per head,N/A,N/A,709.50,644.75,644.75,1023.78,882.74
XT-CWP-RG-EM,845060027228,N/A,N/A,N/A,123.98,120.94,120.94,192.78,165.74
XT-CWP-GG-EM,845060027235,N/A,N/A,N/A,127.98,120.94,120.94,192.78,165.74
EL-1,845060000306,1W per Head,N/A,N/A,25.98,17.26,17.26,41.78,35.74
EL-1-B,845060027341,1W per Head,N/A,N/A,28.98,26.94,26.94,42.78,36.74
EL-2,845060027334,1W per Head,N/A,N/A,25.98,21.94,21.94,34.78,30.74
EL-2-B,845060027280,1W per Head,N/A,N/A,28.98,26.94,26.94,42.78,36.74
EL-M1,845060001297,1.1W,N/A,N/A,12.82,11.71,11.71,18.78,17.74
EL-WP,845060001310,6W,N/A,N/A,56.98,56.98,56.98,90.78,77.74
EL-HO,845060001303,3W,N/A,N/A,41.98,41.98,41.98,66.78,57.74
EW-16-LED,845060028171,3.3W per Head,N/A,N/A,83.98,81.94,81.94,130.78,112.74
EW-16-B-LED,845060031775,3.3W per Head,N/A,N/A,67.98,65.94,65.94,104.78,90.74
EW-16,845060027648,7W per head,N/A,N/A,33.98,32.94,32.94,52.78,45.74
EW-16-B,845060027211,7W per head,N/A,N/A,40.98,39.94,39.94,63.78,54.74
EW-16-WP-LED,845060031805,3.3W per Head,N/A,N/A,112.98,109.94,109.94,174.78,150.74
EW-16-WP,845060016130,7.2W pear head,N/A,N/A,61.98,60.94,60.94,96.78,83.74
EW-16-6V-RC-LED,845060031782,3.3W per Head,N/A,N/A,191.98,185.94,185.94,295.78,254.74
EW-16-12V-RC-LED,845060031799,3.3W per Head,N/A,N/A,183.98,179.94,179.94,285.78,246.74
EW-16-6V-RC,845060027112,3.3W per Head,N/A,N/A,140.98,137.94,137.94,219.78,188.74
EW-16-12V-RC,845060027129,3.3W per Head,N/A,N/A,154.98,149.94,149.94,238.78,205.74
LEDSDXR627,845060018929,1W per Head,N/A,N/A,139.98,136.94,136.94,217.78,187.74
LEDTFX-2,845060016123,1.875W per head,N/A,N/A,103.98,100.94,100.94,160.78,138.74
LEDTFX-2-B,845060020281,1.875W per head,N/A,N/A,105.98,102.94,102.94,163.78,140.74
DBEL-ACEM-WH-SDT,845060028577,12W,N/A,N/A,131.98,127.94,127.94,203.78,175.74
DBEL-ACEM-BK-SDT,845060028553,12W,N/A,N/A,131.98,127.94,127.94,203.78,175.74
DBEL-ACEM-BR-SDT,845060028539,12W,N/A,N/A,131.98,127.94,127.94,203.78,175.74
DBEL-ACEM-N-SDT,845060020298,12W,N/A,N/A,131.98,127.94,127.94,203.78,175.74
DBEL-ACEM-WH-SDT-CW,845060028584,12W,N/A,N/A,174.98,169.94,169.94,269.78,232.74
DBEL-ACEM-BK-SDT-CW,845060028560,12W,N/A,N/A,174.98,169.94,169.94,269.78,232.74
DBEL-ACEM-BR-SDT-CW,845060028546,12W,N/A,N/A,174.98,169.94,169.94,269.78,232.74
DBEL-ACEM-N-SDT-CW,845060020304,12W,N/A,N/A,174.98,169.94,169.94,269.78,232.74
RHLED1-MV,845060031812,1W,N/A,N/A,14.60,14.54,14.54,23.78,19.74
RHLED2-MV,845060029659,1W,N/A,N/A,31.98,29.94,29.94,47.78,40.74
RHLED1-WP-MV,845060031089,1W,N/A,N/A,36.98,35.94,35.94,57.78,49.74
RHLED2-WP-MV,845060031096,1W,N/A,N/A,60.98,58.94,58.94,93.78,80.74
RHN4X-1W,845060056761,3.3W,N/A,N/A,110.98,100.94,100.94,160.78,140.74
RHN4X-1B,845060056778,3.3W,N/A,N/A,110.98,100.94,100.94,160.78,140.74
RHN4X-2W,845060056785,3.3W,N/A,N/A,150.98,136.94,136.94,217.78,190.74
RHN4X-2B,845060056792,3.3W,N/A,N/A,150.98,136.94,136.94,217.78,190.74
PCS-1,845060026726,N/A,N/A,N/A,40.98,39.94,39.94,63.78,54.74
BG-1,845060026733,N/A,N/A,N/A,105.98,102.94,102.94,163.78,140.74
BGR-1,845060026740,N/A,N/A,N/A,83.98,81.94,81.94,130.78,112.74
BG-3C,845060026757,N/A,N/A,N/A,121.98,117.94,117.94,187.78,161.74
ELB-1048-HH,845060032079,10W,N/A,N/A,105.98,87.94,84.90,139.78,122.74
ELB-1248,845060032086,12W,N/A,N/A,95.98,79.94,76.90,126.78,110.74
ELB-1548-HH,845060032109,15W,N/A,N/A,122.98,102.94,98.90,163.78,142.74
ELB-2048,845060032093,20W,N/A,N/A,116.98,97.94,93.90,155.78,135.74
ELB-0460-FM,845060052619,4W,N/A,N/A,50.98,42.94,40.90,68.78,59.74
ELB-3048-FLEX,845060049824,30W,N/A,N/A,194.98,162.94,155.90,258.78,226.74
ELB-30150-FLEX,845060050233,30W,N/A,N/A,235.98,195.94,188.90,311.78,271.74
ELB-2048-IP65,845060050240,20W,N/A,N/A,146.98,121.94,116.90,193.78,169.74
ELB-20150-IP65,845060050257,20W,N/A,N/A,190.98,158.94,152.90,252.78,220.74
ELB-20150,845060054811,N/A,N/A,N/A,128.98,116.94,116.94,185.78,162.74
ELB-30250-FLEX,845060054828,N/A,N/A,N/A,157.98,142.94,142.94,226.78,198.74
ELB-08120-AC,845060061215,N/A,N/A,N/A,85.98,76.94,76.94,122.78,106.74
W1B50-3,845060003017,N/A,N/A,N/A,2.19,1.99,1.99,3.17,2.81
W1B50-3-WH,845060002614,N/A,N/A,N/A,2.86,2.60,2.60,4.13,3.66
W1B50-3-BRZ,845060018158,N/A,N/A,N/A,2.86,2.60,2.60,4.13,3.66
W1B75-3,845060005059,N/A,N/A,N/A,2.46,2.24,2.24,3.56,3.15
W1B75-3-WH,845060002638,N/A,N/A,N/A,3.39,3.08,3.08,4.89,4.34
W1B75-3-BRZ,845060018196,N/A,N/A,N/A,3.39,3.08,3.08,4.89,4.34
W1B100-3,845060000498,N/A,N/A,N/A,5.85,5.32,5.32,8.78,7.74
W1B50-4,845060003024,N/A,N/A,N/A,2.39,2.18,2.18,3.45,3.06
W1B50-4-WH,845060018165,N/A,N/A,N/A,3.85,3.50,3.50,5.55,4.92
W1B50-4-BRZ,845060018172,N/A,N/A,N/A,3.85,3.50,3.50,5.55,4.92
W1B75-4,845060003031,N/A,N/A,N/A,2.88,2.62,2.62,4.15,3.68
W1B75-4-WH,845060018219,N/A,N/A,N/A,4.37,3.97,3.97,6.31,5.60
W1B75-4-BRZ,845060018202,N/A,N/A,N/A,4.37,3.97,3.97,6.31,5.60
W1B50-5,845060009385,N/A,N/A,N/A,3.05,2.77,2.77,4.40,3.90
W1B50-5-WH,845060002621,N/A,N/A,N/A,4.43,4.03,4.03,6.39,5.67
W1B50-5-BRZ,845060018189,N/A,N/A,N/A,4.43,4.03,4.03,6.39,5.67
W1B75-5,845060009422,N/A,N/A,N/A,3.45,3.13,3.13,4.98,4.41
W1B75-5-WH,845060002645,N/A,N/A,N/A,5.00,4.54,4.54,7.22,6.40
W1B75-5-BRZ,845060018226,N/A,N/A,N/A,5.00,4.54,4.54,7.22,6.40
W1B50-5X,845060009392,N/A,N/A,N/A,5.27,4.79,4.79,7.61,6.74
W1B75-5X,845060009439,N/A,N/A,N/A,6.10,5.54,5.54,8.78,7.74
W1BC,845060009446,N/A,N/A,N/A,0.73,0.66,0.66,1.05,0.93
W1BC-WH,845060018240,N/A,N/A,N/A,0.87,0.79,0.79,1.25,1.11
W1BC-BRZ,845060018233,N/A,N/A,N/A,0.87,0.79,0.79,1.25,1.11
W1BC-G,845060002317,N/A,N/A,N/A,0.87,0.79,0.79,1.25,1.11
W1C-DV,845060005547,N/A,N/A,N/A,3.02,2.74,2.74,4.36,3.86
W1C-DV-WH,845060018288,N/A,N/A,N/A,3.46,3.15,3.15,5.00,4.43
W1C-DV-BRZ,845060018271,N/A,N/A,N/A,3.46,3.15,3.15,5.00,4.43
W1C-GV,845060005561,N/A,N/A,N/A,3.16,2.87,2.87,4.56,4.05
W1C-GV-WH,845060002683,N/A,N/A,N/A,4.33,3.94,3.94,6.25,5.54
W1C-GV-BRZ,845060018257,N/A,N/A,N/A,4.33,3.94,3.94,6.25,5.54
W1C-PO20,845060005578,N/A,N/A,N/A,4.81,4.38,4.38,6.95,6.16
W1C-PO30,845060005585,N/A,N/A,N/A,4.81,4.38,4.38,6.95,6.16
W1C-PO40,845060005592,N/A,N/A,N/A,4.81,4.38,4.38,6.95,6.16
W1C-SV,845060005608,N/A,N/A,N/A,2.61,2.37,2.37,3.76,3.34
W1C-SV-WH,845060018332,N/A,N/A,N/A,3.35,3.04,3.04,4.83,4.28
W1C-SV-BRZ,845060018349,N/A,N/A,N/A,3.35,3.04,3.04,4.83,4.28
W1C-SW,845060005615,N/A,N/A,N/A,4.33,3.94,3.94,6.25,5.54
W1C-SW-WH,845060018325,N/A,N/A,N/A,4.98,4.53,4.53,7.20,6.38
W1C-SW-BRZ,845060018318,N/A,N/A,N/A,4.98,4.53,4.53,7.20,6.38
W1C-TS,845060005622,N/A,N/A,N/A,4.33,3.94,3.94,6.25,5.54
W1C-TS-WH,845060018301,N/A,N/A,N/A,4.98,4.53,4.53,7.20,6.38
W1C-TS-BRZ,845060018295,N/A,N/A,N/A,4.98,4.53,4.53,7.20,6.38
W1C-DH,845060005530,N/A,N/A,N/A,2.51,2.28,2.28,3.62,3.21
W1C-GH,845060005554,N/A,N/A,N/A,3.16,2.87,2.87,4.56,4.05
W1C-GH-WH,845060002690,N/A,N/A,N/A,4.37,3.97,3.97,6.31,5.60
W1C-GH-BRZ,845060018264,N/A,N/A,N/A,4.37,3.97,3.97,6.31,5.60
W1CL-DV,845060018424,N/A,N/A,N/A,4.81,4.38,4.38,6.95,6.16
W1CL-GV,845060018431,N/A,N/A,N/A,4.81,4.38,4.38,6.95,6.16
W1CL-SV,845060018448,N/A,N/A,N/A,4.81,4.38,4.38,6.95,6.16
W1C-SH,845060005462,N/A,N/A,N/A,2.98,2.71,2.71,4.30,3.81
W1DB50-3,845060003048,N/A,N/A,N/A,5.94,5.40,5.40,8.78,7.74
W1DB75-3,845060009408,N/A,N/A,N/A,6.54,5.94,5.94,9.78,8.74
W1DB100-3,845060003055,N/A,N/A,N/A,8.20,7.46,7.46,11.78,10.74
W1DB50-4,845060002324,N/A,N/A,N/A,7.52,6.84,6.84,10.78,9.74
W1DB75-4,845060002331,N/A,N/A,N/A,8.27,7.52,7.52,11.78,10.74
W1DB50-5X,845060005103,N/A,N/A,N/A,10.37,9.43,9.43,14.78,13.74
W1DB75-5X,845060005127,N/A,N/A,N/A,11.39,10.36,10.36,16.78,14.74
