product_id,parent_sku
14540,CTL-LB200A23-D
14543,CTL-LB75R30-D
14544,CTL-LB90R40-D
14545,CTL-LB50MR16-D
14547,CTL-LB75PAR30SS-D
14548,CTL-LB35MR16-D
14550,CTL-LB50GU10-D
14557,LLL-LL4G-5CCT-HO
14558,LLL-LRG4-5CCT
14559,LLL-LRG4-5CCT-HO
14560,LLL-LRG6-5CCT
14561,WM-ULR-OT-16F-HO
14562,WM-ULR-OT-49F-HO
14563,WM-ULR-OT-49F-XHO
14577,WM-XE-2
14578,WM-XE-1
14580,WM-XD-TH-2
14582,WM-XD-TH-1
14590,CTL-LB48T8-XPNP
14593,CTL-LB25MR16
14595,CTL-LF15BZ
14613,WM-A-41
14618,WM-CRLC6-20W-S
