product_id,parent_sku,"Light Source","Fixture Size","Color Rendering Index (CRI)","Lumen Output","Color Temperature","Total Input Watts","Ballast and Voltage","Listings and Ratings","Driver Type","Luminaire Efficacy Rating (LER)","L70 Expected Life (hours)","Lamp Count","Pack Size","Total Input Watt","Color Temperature (CCT)","Max Ambient Temp",__alsobought,"Max Color Rendering Index (CRI)Temp","Lamp Type",Base,Bulb,Watts,"Initial Lumens","Mean Lumens","Color Temp. (deg K)","Color Rendition Index (CRI)",Coating,"Lamp Life (3hrs. per start)","Lamp Life (12hrs. per start)","MOL (in / mm)","MOD (in / mm)",Manufacturer,"Ballast Technology","Ballast Type","Lamp Wattage","Line Voltage","Starting Type","Ballast Factor","Insulation Rating",Pack,"Total Inputs","L70 Expected Hours (hours)","Pack size","Rated Life",Warranty,"Color Rendering Index","Expected Life (hours)","Color Rendering index (CRI)","Max Ambient","Light Soure","L70 Expected Life Hours","Fixture Watts",DriverType,"Total Input  Watts","Color Rendering Imdex (CRI)","L70 Expected Life (hour)","Luminaire Efficacy Rating  (LER)","Color Temperature  (CCT)","Luminaire Efficacy Rating","Luminaire Efficacy rating (LER)","Total Watt Input","Driver  Type","Driver Typw","L70 Expected Life","Color Rendering Index (CRI0","LIght Source",120-277V,"Color Rendering  Index (CRI)","Fixrture Size","Fxiture Size"
7781,ATG-LNS-4FT,LED,"4' Linear","> 80","5240 lm",5000K,40,"Electronic, 120/277V","Damp Location,UL Listed",120-277,"131 lm/W","100,000 hrs",NO,25,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7783,ATG-GRL,LED,Other,"> 80",5320-7980,5000K,40,"Electronic, 120/277V","Damp Location,UL Listed",100-277,"131 lm/W","266,000 hrs",NO,25,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7784,ATG-AS,LED,Other,"> 80","14,300 or 39,000",5000K,300,"Electronic, 120/277V","Damp Location,UL Listed",120-277,"130 lm/W","50,000 hrs",NO,25,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7785,ATG-SCP,LED,Other,"> 70","4,800-10,800",5000K,90,"Electronic, 120/277V","Damp Location,UL Listed",100-277,"120 lm/W","100,000 hrs",NO,25,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7786,ATG-PLF,LED,Other,"> 70","3,750-18,750",5000K,150,"Electronic, 120/277V","Damp Location,UL Listed",100-277,"125 lm/W","50,000 hrs",NO,25,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7788,E-FLJ-1C,LED,Other,"> 80","1350 lm",5000K,12,"Electronic, 120/277V","Damp Location,UL Listed",100-277V,"125 lm/W","50,000 hrs",NO,25,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7789,E-ELT24D45,LED,Other,"> 80","5080 lm",5000K,45,"Electronic, 120/277V","Damp Location,UL Listed",120~277,"112 lm/W","100,000 hrs",NO,25,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7792,EL-ET5-A,LED,"4' Linear",80,"3500 lm",5000K,28,"Electronic, 120/277V","Damp Location,UL Listed",AC120-277V,"112 lm/W","50,000 hrs",NO,25,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7802,EL-EP16-,LED,"4' Linear",80,"400 lm",5000K,6W,"Electronic, 120/277V","Damp Location,UL Listed",AC120-277V,"112 lm/W","50,000 hrs",NO,25,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7803,EL-EP16-7W,LED,"4' Linear",80,"500 lm",5000K,7W,"Electronic, 120/277V","Damp Location,UL Listed",AC120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7805,EL-EA19-4,LED,"4' Linear",80,"800 lm",6500K,7W,"Electronic, 120/277V","Damp Location,UL Listed",AC120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7806,EL-EA19--,LED,"4' Linear",80,"800 lm",5000K,7W,"Electronic, 120/277V","Damp Location,UL Listed",AC120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7818,E-DT13,"Compact Fluorescent","4' Linear",NO,NO,5000K,7W,"Electronic, 120/277V","Damp Location,UL Listed",AC120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7819,E-DSK-15W,LED,Other,90,"850 lm",4000K,15,"Electronic, 120/277V","Damp Location,UL Listed",120V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7820,E-DSK-11W,LED,Other,90,"650 lm",4000K,10.5,"Electronic, 120/277V","Damp Location,UL Listed",120V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7822,E-CDR-4C,LED,Other,"> 80","3,000 lm",4000K,35,"Electronic, 120/277V","Damp Location,UL Listed",120~277VAC,"112 lm/W","54,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7823,E-CDR-3C,LED,Other,"> 80","2,200 lm",4000K,25,"Electronic, 120/277V","Damp Location,UL Listed",120~277VAC,"112 lm/W","54,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7827,E-BAY-,LED,Other,"> 80","12,500-25,000",5000K,200,"Electronic, 120/277V","Damp Location,UL Listed","200-480V or 347-480V","112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7828,E-BAY,LED,Other,"> 80","12,500-25,000",5000K,200,"Electronic, 120/277V","Damp Location,UL Listed","100-277V or 120-277V","112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7829,E-ASL,LED,Other,"> 70","10,000 or 15,000",5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7840,CTL-F32T8,"T8 Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7841,CTL-PR26Y4P,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7842,CTL-PR26Q4P,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7843,CTL-PR18Q4P,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7844,CTL-PR13Q4P,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7846,CTL-PR13Q2P,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7847,CTL-PR13T2P,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7848,CTL-PR9T2P,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7849,CTL-PR7T2P,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,CTL-PR5T2P,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7851,CTL-P23SP-GU24,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7852,CTL-P18SP-GU24,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7853,CTL-P13SP-GU24,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7854,CTL-P42SP,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7855,CTL-P32SP,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7856,CTL-P23XSP,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7857,CTL-P18XSP,"Compact Fluorescent","4' Linear",NO,NO,5000K,100,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7859,LT-STS-2310,LED,Other,"80, 90",NO,4000K,15,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7861,CTL-P9XSP,"Compact Fluorescent",Other,NO,NO,4000K,15,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7870,CTL-LWP,LED,Other,NO,"5200, 8000, 15,500",5000K,135,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7874,CTL-LWP17BZ,LED,Other,NO,"1700 lm",5000K,17,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7875,CTL-LF50BZ,LED,Other,NO,"5,000 lm",5000K,50,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7876,CTL-LF30BZ,LED,Other,NO,"3000 lm",5000K,30,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7877,CTL-LF10BZ,LED,Other,NO,"1000 lm",5000K,10,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7879,CTL-LWP15TDN,LED,Other,NO,"1000 lm",5000K,15,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7886,CTL-LFMS,LED,Other,NO,"1000 lm",5000K,15,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7887,CTL-LF10HX,LED,Other,NO,"800 lm",5000K,10,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7889,CTL-LF30MH3,LED,Other,NO,"2460 lm",5000K,30,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7890,CTL-LF20SMH3,LED,Other,NO,"1600 lm",5000K,22,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891,CTL-LF20MH2,LED,Other,NO,"1600 lm",5000K,20,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892,CTL-LF10MH1,LED,Other,NO,"800 lm",5000K,10,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893,CTL-LF20H2,LED,Other,NO,"1,600 lm",5000K,20,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894,CTL-LF10H1,LED,Other,NO,"800 lm",5000K,10,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895,CTL-LF6MH2-SLR,LED,Other,NO,"560 lm",6500K,6,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","40,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7904,LT-STS-2330,LED,Other,"80, 90","560 lm",4000K,30,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7912,CTL-CL36TFK24,LED,2X4,"80, 90","4500 lm",4000K,36,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7915,CTL-CL50P24,LED,2X4,"80, 90","5000 lm",5000K,50,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7916,CTL-CL40P22,LED,2X2,"80, 90","4500 lm",5000K,40,"Electronic, 120/277V","Damp Location,UL Listed",120-277V,"112 lm/W","50,000 hrs",NO,30,115W,"4000K or 5000K","-20°C to 55°C",12060,-,NO,B13,T8,31,2750,2475,"3000,3500,4100,5000",85,None,"20,000",NO,"22.5 / 571","1.0 / 26",NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
