Product_sku,Light_Source,Fixture_Size,"Listings and Ratings","Ballast and Voltage","Color Rendering Index (CRI)","Driver Type","Lumen Output","L70 Expected Life (hours)","L90 Expected Life (hours)","Color Temperature","Total Input Watt","Total Input Watts","Pack Size","Luminaire Efficacy Rating (LER)","Color Temperature (CCT)","Max Ambient Temp","Lamp Count",Lens,Socket,Application,"Insulation Rating",__alsobought,"Rated Life","Max Ambient"
ML-AIOCSW,LED,Other,,,,"0-10V Dimming 120-277VAC Multivolt","4,900 or 10,000",">50,000",,5000K,,45,,,,,,,,,,,,
ML-AIOCSR-A4X8LED210DMV,LED,Other,,,80,"120- 277VAC 0-10V Dimmable","21,000","> 50,000",,4000K,,210,,,,,,,,,,,,
ML-AIOCBF,LED,Other,,,80,"0-10V Dimming 120-277VAC Multivolt","1,800-3,600",55000,,4000K,,,,,,,,,,,,,,
ML-AIOCSB-S,LED,Other,,,,"120-277VAC 0-10V Dimmable","5,000-18,000",,,4000K,,180,,,,,,,,,,,,
ML-AIOCSA-S,LED,Other,,,,"120-277VAC 0-10V Dimmable","3,100-12,400",,,4000K,,124,,,,,,,,,,,,
ML-AIOCSB-P,LED,Other,,,,"120-277VAC 0-10V Dimmable","5,000-18,000",,,4000K,,180,,,,,,,,,,,,
ML-AIOCSA-P,LED,Other,,,,"120-277VAC 0-10V Dimmable","3,100-12,400",,,4000K,,124,,,,,,,,,,,,
MI-CVN-,,,,,,Electronic,,,,,,,,,,,,,,,,,,
MI-CVN,,,,,,Electronic,,,,,,,,,,,,,,,,,,
ML-SQ44-4X4LED,LED,"4' Linear",,,>80,"120-277VAC 0-10V Dimmable","9,600 or 12,800","50,000 hrs",,5000K,,96,,,,,,,,,,,,
ML-L66-P96LED1U2D,LED,"8' Linear",,,,"120-277V multivolt 0-10V dimmable.","2,400-7,200",,,5000K,,72,,,,,,,,,,,,
ML-L66-P48LED1U2D,LED,"4' Linear",,,,"120-277V Multivolt 0-10V Dimmable","1,200-4,800",,,5000K,,36,,,,,,,,,,,,
LT-WCED-4DP-S,LED,Other,,,"80, 90","120V Direct Driver on Board (dimmable with most Line or Low Voltage Dimmers)","1,190-2,110lm","50,000 hrs",,4000K,,27,,,,,,,,,,,,
ML-L66-P96LED,LED,"8' Linear",,,,"120-277V Multivolt 0-10V Dimmable","4,800 or 9,600",,,5000K,,48,,,,,,,,,,,,
ML-L66-P48LED,LED,"4' Linear",,,,"120-277V Multivolt 0-10V Dimmable","2,400 or 4,800",,,5000K,,24,,,,,,,,,,,,
ML-L45-P96LED1U2D,LED,"8' Linear",,,82,"120-277V Multivolt 0-10V Dimmable","2,400 or 3,600",,,5000K,,72,,,,,,,,,,,,
ML-L45-P48LED1U2D,LED,"4' Linear",,,82,"120-277V Multivolt 0-10V Dimmable","1,200-2,400",,,5000K,,72,,,,,,,,,,,,
MI-JB-,,,,,,,,,,,,,,,,,NO,,,,,,,
MI-JB,,,,,,,,,,,,,,,,,NO,,,,,,,
ML-ATP,LED,"4' Linear",,,,"120-277V Multivolt  0-10V Dimmable","2,050-5,100",,,5000K,,24,,,,,,,,,,,,
ML-L44IR,LED,"4' Linear",,,,"120-277V Multivolt 0-10V Dimmable","2,000-8,000",,,5000K,,100,,,,,,,,,,,,
MI-ER,,,,,,Electronic,,,,,,,,,,,,,,,,,,
ML-L44-P96LED,LED,"8' Linear",,,,"120-277V Multivolt 0-10V Dimmable","4,800 or 9,600",,,5000K,,48,,,,,,,,,,,,
ML-L44-P48LED,LED,"4' Linear",,,,"120-277V Multivolt 0-10V Dimmable","2,400 or 4,800",,,5000K,,24,,,,,,,,,,,,
ML-LD23-96LED,LED,"8' Linear",,,,"120-277V Multivolt  0-10V Dimmable","5,600-8,000",,,5000K,,80,,,,,,,,,,,,
ML-LDA,LED,Other,,,,"120-277V Multivolt  0-10V Dimmable","1,500-8,000","> 50,000",,5000K,,80,,,,,,,,,,,,
ML-L23-P96LED1U2D,LED,"8' Linear",,,80,"120-277V Multivolt 0-10V Dimmable","2,400 or 3,600","> 50,000",,5000K,,72,,,,,,,,,,,,
ML-L23-P48LED1U2D,LED,"4' Linear",,,80,"120-277V Multivolt 0-10V Dimmable","600 or 1,800","> 50,000",,5000K,,36,,,,,,,,,,,,
ML-L23-P96LED,LED,"8' Linear",,,80,"120-277V Multivolt 0-10V Dimmable","5,200-9,000","50,000",,5000K,,90,,,,,,,,,,,,
ML-L23-P48LED,LED,"4' Linear",,,80,"120-277V Multivolt 0-10V Dimmable","2,600-4,500","> 50,000",,5000K,,45,,,,,,,,,,,,
ML-41-96LED,LED,"8' Linear",,,80,"Dimming  Multivolt  120-277VAC  0-10V","5,600-7,500","60,000",,5000K,,67,,,,,,,,,,,,
ML-41-48LED,LED,"4' Linear",,,80,"Dimming  Multivolt  120-277VAC  0-10V",2800-4800,"60,000",,5000K,,,,,,,,,,,,,,
MI-CVD-,,,,,,Electronic,,,,,,,,,,,,,,,,,,
MI-CVD,,,,,,Electronic,,,,,,,,,,,,,,,,,,
ML-42T-48LED,LED,"4' Linear",,,80,"120-277V Multivolt 0-10V Dimmable","3,150-9,450","> 50,000",,5000K,,57,,,,,,,,,,,,
ML-42,LED,"4' Linear",,,82,"120-277VAC 0-10V Dimmable","2,590-9,840",,,5000K,,70,,,,,,,,,,,,
ML-10T5SW,LED,Other,,,80,"120-277V Multivolt  0-10V Dimmable","3,400-10,250","> 60,000",,5000K,,115,,,,,,,,,,,,
ML-10T5S,LED,Other,,,80,"120-277V Multivolt  0-10V Dimmable","1,080-6,480","60,000",,5000K,,72,,,,,,,,,,,,
ML-10T5W,LED,Other,,,80,"120-277V Multivolt  0-10V Dimmable","4,000 or 8,000","60,000",,5000K,,40,,,,,,,,,,,,
ML-10T5,LED,Other,,,80,"120-277V Multivolt  0-10V Dimmable","1,700 or 3,240","≥ 60,000",,5000K,,18,,,,,,,,,,,,
MI-SLT,,,,,,Magnetic,,,,,,,,,,,,,,,,,,
ML-1FSF,LED,"4' Linear",,,80,"120-277V Multivolt 0-10V Dimmable","3,450-12,400","50,000",,5000K,,96,,,,,,,,,,,,
ML-44RSF-96LED,LED,"8' Linear",,,80,"120-277V Multivolt 0-10V Dimmable","6,952 or 13,434","> 60,000",,5000K,,60,,,,,,,,,,,,
ML-44RSF-48LED,LED,"4' Linear",,,80,"120-277V Multivolt 0-10V Dimmable","3,529 or 6,717","60,000",,5000K,,30,,,,,,,,,,,,
ML-44RSR-96LED,LED,"8' Linear",,,80,"120-277V Multivolt 0-10V Dimmable","7,654 or 14,026","60,000",,5000K,,60,,,,,,,,,,,,
ML-44RSR-48LED,LED,"4' Linear",,,80,"120-277V Multivolt 0-10V Dimmable","3,827 or 7,013","60,000",,5000K,,30,,,,,,,,,,,,
ML-42E,LED,"4' Linear",,,,"120-277V Multivolt 0-10V Dimmable","2,160-10,200",,,5000K,,96,,,,,,,,,,,,
LT-WCED-4SDC,LED,Other,,,"80, 90","120V Direct Driver on Board (dimmable with most Line or Low Voltage Dimmers)",1190-2110,"50,000 hrs",,5000K,,27,,,,,,,,,,,,
ML-1-96LED,LED,"8' Linear",,,82,"120-277V Multivolt 0-10V Dimmable","7,755-15,510",,,5000K,,118,,,,,,,,,,,,
ML-1-48LED,LED,"4' Linear",,,82,"120-277V Multivolt 0-10V Dimmable","4,310-7,755",,,5000K,,57,,,,,,,,,,,,
ML-44FSF,LED,Other,,,,"120-277V Multivolt 0-10V Dimmable","3,300 or 6,250","> 60,000",,5000K,,30,,,,,,,,,,,,
LT-WCED-4SDP-S,LED,Other,,,"80, 90","120V Direct Driver on Board (dimmable with most Line or Low Voltage Dimmers)","1,190-2,110","50,000 hrs",,4000K,,27,,,,,,,,,,,,
ML-LD23-48LED,LED,"4' Linear",,,,"120-277V Multivolt  0-10V Dimmable","2,800-8,000",,,5000K,,45,,,,,,,,,,,,
MI-EL,,,,,,Electronic,,,,,,,,,,,,,,,,,,
ML-VWHBS,LED,Other,,,,"120-277V Multivolt 0-10V Dimmable","8,000-14,000",,,5000K,,140,,,,,,,,,,,,
ML-VWFHB,LED,Other,,,,"120-277V Multivolt 0-10V Dimmable","8,730-20,0000",,,5000K,,180,,,,,,,,,,,,
ML-HBRMSR,LED,Other,,,70,"120-277VAC 0-10V Dimmable","19,400-29,800",,,5000K,,200,,,,,,,,,,,,
ML-FHBX-96LED,LED,"8' Linear",,,82,"120-277V Multivolt  0-10V Dimmable","11,300 or 19,500",,,5000K,,97,,,,,,,,,,,,
ML-FHBX-48LED,LED,"4' Linear",,,82,"120-277V Multivolt  0-10V Dimmable","3,450-8,200",,,5000K,,72,,,,,,,,,,,,
ML-FHBR-96LED,LED,"8' Linear",,,82,"120-277V Multivolt  0-10V Dimmable","11,300 or 12,800",,,5000K,,97,,,,,,,,,,,,
ML-FHBR-48LED,LED,"4' Linear",,,82,"120-277V Multivolt  0-10V Dimmable","3,450-8,200",,,5000K,,72,,,,,,,,,,,,
ML-FHBC,LED,Other,,,82,"120-277V Multivolt 0-10V Dimmable","7,640-19,000",">100,000 hrs.",,5000K,,144,,,,,,,,,,,,
MI-X277,,,,,,Magnetic,,,,,,,,,,,,,,,,,,
MI-XSOD,,,,,,Magnetic,,,,,,,,,,,,,,,,,,
ML-FHBC-48LED97DMV,LED,"4' Linear",,,82,"120-277V Multivolt 0-10V Dimmable","13,795","> 100,000",,5000K,,97,,,,,,,,,,,,
ML-FHBC-48LED,LED,"4' Linear",,,82,"120-277V Multivolt 0-10V Dimmable","17,560-36,000","100,000 hrs",,5000K,,272,,,,,,,,,,,,
ML-LHBIP,LED,"4' Linear",,,,120-277V,"29,370-33,384","50,000 hrs",,5000K,,320,,,,,,,,,,,,
ML-LHBIP-LED,LED,Other,,,,120-277V,"14,680 or 22,020","50,000 hrs",,5000K,,110,,,,,,,,,,,,
ML-HBIA-48LED,LED,"4' Linear",,,,"120-277V Multivolt 0-10V Dimmable","15,120-48,910",,,5000K,,355,,,,,,,,,,,,
MI-TDC,,,,120,,,,,,,,,,,,,,,,,,,,
MI-M277,,,,,,Magnetic,,,,,,,,,,,,,,,,,,
ML-HBIA-24LED,LED,Other,,,80,"120-277V Multivolt 0-10V Dimmable","10,500-24,420",,,5000K,,175,,,,,,,,,,,,
MI-ML12DC,,,,,,Magnetic,,,,,,,,,,,,,,,,,,
ML-HBPA,LED,Other,,,80,"0-10V Dimming 120-277VAC Multivolt",10000-50119,,,5000K,,355,,,,,,,,,,,,
ML-ABL3-24LED13DDV07BSF,LED,Other,,,80,"120-277V Multivolt 0-10V Dimmable","1,300-2,300","> 50,000 hrs",,5000K,,23,,,,,,,,,,,,
OD-L11PAR30LNDIM,LED,,,,,,720lm,,,5000K,,,,,,,,,,,,,,
OD-21966-MRNU,LED,Other,,,>80,120V,830,"40,000",,4000K,,11,,,,,,,,,,,,
OD-L16R40DIM,LED,,,,,,"1,230lm",,,5000K,,,,,,,,,,,,,,
OD-L9AOMDIM,LED,,,,,,800lm,,,5000K,,,,,,,,,,,,,,
OD-21401-MRNU,LED,Other,,,80,120V,1140-2090,"40,000",,5000K,,25,,,,,,,,,,,,
OD-21948-MRNU,LED,Other,,,"> 80",≥80,830,"50,000",,4000K,,11,,,,,,,,,,,,
OD-21931-MRNU,LED,"12 Round",,,>80,120V,880-2090,"40,000",,5000K,,25,,,,,,,,,,,,
OD-21929-MRNU,LED,Other,,,"> 80",120V,830,"40,000",,5000K,,16,,,,,,,,,,,,
OD-21906-MRNU,LED,Other,,,"> 80",120V,"830 or 1140","40,000",,5000K,,11,,,,,,,,,,,,
OD-21801-MRNU,LED,Other,,,>80,120V,830,"40,000",,4000K,,11,,,,,,,,,,,,
OD-21456-MRNU,LED,Other,,,>80,120V,1140-2090,"40,000",,5000K,,25,,,,,,,,,,,,
OD-21457-MRNU,LED,Other,,,80,120V,1140-2090,"40,000",,5000K,,25,,,,,,,,,,,,
LT-WCED-4SDP,LED,Other,,,"80, 90","120V Direct Driver on Board (dimmable with most Line or Low Voltage Dimmers)",1190-2110,"50,000 hrs",,5000K,,30,,,,,,,,,,,,
ELI-E1FLK-20,LED,Other,,,70,"120-277 Vac","2,080","50,000hrs",,5000K,,20,,100-104lm/w,,,,,,,,,,
ELI-E1AFL,LED,Other,,,72,120-277Vac,"6,430-12,770lm","50,000hrs",,5000K,,101,,130lm/w,,,,,,,,,,
ELI-E3PL4A,LED,2X4,,,80,"120-277 Vac","6,250lm","50,000hrs",,5000K,,50,,125lm/w,,,,,,,,,,
ELI-E3PL2A,LED,2X2,,,80,"120-277 Vac","4,375lm","50,000hrs",,5000K,,35,,125lm/w,,,,,,,,,,
ELI-E5SLB,LED,Other,,,83,,"2,793-5,181lm","50,000hrs",,5000K,,20,,135lm/w,,,,,,,,,,
ELI-E3FMAS,LED,Other,,,84-86,"120 Vac","910-2,580lm","50,000hrs",,5000K,,32,,75-85lm/w,,,,,,,,,,
ELI-E3FMA,LED,Other,,,84-85,120-277V,"1,070-2,490lm","50,000hrs",,5000K,,32,,77-89lm/w,,,,,,,,,,
TL-RDL1R56-14W-5CCT,LED,Other,,,>80,120V,"1,150lm",,,MCT,,14,,,,,,,,,,,,
TL-SPL1R6,LED,Other,,,>80,120-277V,"720-1,150lm",,,MCT,,14,,,,,,,,,,,,
LT-LEDH-SR5C-UTD,LED,Other,,,"80, 90","120-277VAC, Triac: 10-100% Dimming","950 or 1,400","50,000 hrs",,4000K,,22,,,,,,,,,,,,
LT-LEDH-SR5C-UZTD,LED,Other,,,"80, 90","120-277V, 0-10V, Triac & ELV: 1-100% Dimming","950 - 2,200lm","50,000 hrs",,4000K,,27,,,,,,,,,,,,
LT-LEDH-SR5W-UZTD,LED,Other,,,"80, 90","120-277VAC, Triac: 10-100% Dimming","950 or 2,200lm","50,000 hrs",,4000K,,22,,,,,,,,,,,,
LT-LEDH-SR5P-UZTD,LED,Other,,,"80, 90","120-277V, 0-10V, Triac & ELV: 1-100% Dimming","950 or 1740","50,000 hrs",,4000K,,14,,,,,,,,,,,,
TL-PL2X4-40-CK-3CCT,LED,2X4,,,>80,100-277,"4,400",,,"Multi Color Temp",,40,,,,,,,,,,,,
TL-PL2X4-40W-CK,LED,2X4,,,>80,"100-277 V",4400,,,5000K,,40,,,,,,,,,,,,
TL-PL2x2-30W-CK,LED,2X2,,,>80,"100-277 V","3,300",,,5000K,,30,,,,,,,,,,,,
RP-4433,LED,Other,,,,AC120V-60Hz,"1050 or 1500",,,4000K,,15,,,,,,,,,,,,
RP-4430,LED,Other,,,83,AC120V-60Hz,600,"50,000",,3000K,,8,,,,,,,,,,,,
RP-4429,LED,Other,,,80,120-277V,"4050 or 6300","50,000",,5000K,,45,,"90 lm/W",,,,,,,,,,
RP-4428,LED,Other,,,80,120V,845-1755,,,4000K,,27,,,,,,,,,,,,
RP-4427,LED,Other,,,80,120V,845-1755,,,4000K,,27,,,,,,,,,,,,
RP-4426,LED,Other,,,80,120V,845-1755,,,4000K,,27,,,,,,,,,,,,
RP-4425,LED,Other,,,80,120V,845-1755,,,4000K,,27,,,,,,,,,,,,
ETH-HBE-2,LED,Other,,,82,,"11,790-21,222lm","75,000 hrs",,5000K,,90,,131lm/w,,,,,,,,,,
RP-4424,LED,Other,,,80,120V,"845 or 1105",,,4000K,,13,,,,,,,,,,,,
RP-4423,LED,Other,,,80,120V,"845 or 1105","50,000",,4000K,,13,,,,,,,,,,,,
RP-4420,LED,Other,,,90,120V,850,,,3000K,,15,,,,,,,,,,,,
RP-4347-15,LED,Other,,,80,120V-60Hz,1100-1900,"50,000",,3000K,,25,,,,,,,,,,,,
RP-4342,LED,Other,,,NO,,,,,,,,,NO,,,,,,,,,,
RP-4341,LED,"12 Round",,,,120V,1050,"50,000",,3000K,,15,,,,,,,,,,,,
RP-4333,LED,Other,,,,120V,949,"50,000",,3000K,,15,,,,,,,,,,,,
RP-4327D-1-30,LED,Other,,,,AC120V-60Hz,"2,000","50,000",,3000K,,28,,,,,,,,,,,,
ETH-C03,LED,Other,,,80,120-277V,"15,000-22,500lm","75,000hrs",,5000K,,100,,150lm/w,,,,,,,,,,
ETH-TRK-24-34W,LED,2X4,,,80,120-277V,"4,420lm","75,000hrs",,5000K,,34,,130lm/w,,,,,,,,,,
ETH-TRK-22-30W,LED,2X2,,,80,120-277V,"3,250lm","75,000hrs",,5000K,,25,,130lm/w,,,,,,,,,,
ETH-72W-126-28-TG-01,LED,2X4,,,80,120-277V,"9,360","75,000hrs",,5000K,,72,,130lm/w,,,,,,,,,,
RP-4117-1-WH,LED,"4' Linear",,,80,120-277V,3150-4500,"50,000",,4000K,,35,,,,,,,,,,,,
RP-4115WH,LED,"2' Linear",,,80,120V-277V,2190,"50,000 hrs",,4000K,,20,,,,,,,,,,,,
ETH-WRP-4-40W,LED,"4' Linear",,,80,120-277V,"3,275lm","75,000hrs",,5000K,,40,,132lm/w,,,,,,,,,,
ETH-M03-60W-H,LED,"8' Linear",,,83,120-277V,"9,245lm","75,000hrs",,5000K,,60,,153lm/w,,,,,,,,,,
ETH-M02-30W-H,LED,"4' Linear",,,83,120-277V,"4,701","75,000hrs",,5000K,,30,,152lm/w,,,,,,,,,,
ETH-LS-8-65W,LED,"8' Linear",,,83,120-277V,"8,645lm","75,000hrs",,5000K,,65,,132lm/w,,,,,,,,,,
ETH-LS-4,LED,"4' Linear",,,83,120-277V,"3,350-5,280lm","75,000hrs",,5000K,,25,,133lm/w,,,,,,,,,,
BL-BWALED4FT-40,LED,"4' Linear",,,"> 80","120-277 AC","4,771-5,240","122,000 hrs",,5000K,,40,,,,,,,,,,,,
TF-SES25RFSF117X1WHLN15W,"T8 LED",Other,,,,"AC100  277V without Ballast",1700,"50,000 hrs",,5000K,,15,,,,,,,,,,,,
TF-SES25RFSF132X1WHLN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast",2100,"50,000 hrs",,5000K,,18,,,,,,,,,,,,
GC-8PAR20DIM,LED,Other,,,90,,535-570,"50,000",,4000K,,8,,"69 lm/W",,,,,,,,,,
TF-SES25RFSF1328X1WHLN18W,"T8 LED","8' Linear",,,,"AC100  277V without Ballast",4200,"50,000 hrs",,5000K,,18,,,,,,,,,,,,
TF-PLIN2328X1WHLN18W,"T8 LED","8' Linear",,,,"AC100  277V without Ballast","8400 lm","50,000 hrs",,5000K,,72,,,,,,,,,,,,
ILP-CHB-190WLED-UNIV,LED,1X4,,,"> 80","120-277 V","24,213 lm","100,000 hrs",,5000K,,190,,"126 lm/W",,,,,,,,,,
ILP-CHB-120WLED-UNIV,LED,1X4,,,>80,"120-277 V","17,840 lm","100,000 hrs",,5000K,,120,,"151 lm/W",,,,,,,,,,
TF-LVS62328X1,LED,Other,,,-,"AC100 – 277V without Ballast","8400 lm","50,000 hrs",,,,4x18W,,-,"3500K, 4000K, 5000K","-20C to 50C",,,,,,,,
TF-LVS6232X1,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","4200 lm","50,000 hrs",,5000K,,36,,,,,,,,,,,,
TF-SES25FR132X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","2100 lm","50,000 hrs",,5000K,,1x18,,,,,,,,,,,,
TF-SES25FR1328X118W,"T8 LED","8' Linear",,,,"AC100  277V without Ballast","4200 lm","50,000 hrs",,5000K,,36,,,,,,,,,,,,
TF-153A23212X1LN18W,"T8 LED",1X4,,,,"AC100  277V without Ballast","4200 lm","50,000 hrs",,5000K,,36,,,,,,,,,,,,
TF-153A217X1LN18W,"T8 LED",2X2,,,,"AC100  277V without Ballast","3400 lm","50,000 hrs",,5000K,,30,,,,,,,,,,,,
TF-153A317X1LN18W,"T8 LED",2X2,,,,"AC100  277V without Ballast","5100 lm","50,000 hrs",,5000K,,45,,,,,,,,,,,,
TF-153A417X1LN18W,"T8 LED",2X2,,,,"AC100  277V without Ballast","6800 lm","50,000 hrs",,5000K,,60,,,,,,,,,,,,
ILP-LANCE22-24L-U,LED,2X2,,,"> 80",120-277V,"2,400","100,000 hrs",,5000K,,,,,,,,,,,,,,
TF-153A232X1LN18W,"T8 LED",2X4,,,,"AC100  277V without Ballast","4200 lm","50,000 hrs",,5000K,,36,,,,,,,,,,,,
TF-153A332X1LN18W,"T8 LED",2X4,,,,"AC100  277V without Ballast","6300 lm","50,000 hrs",,5000K,,54,,,,,,,,,,,,
TF-153A432X1LN18W,"T8 LED",2X4,,,,"AC100  277V without Ballast","8400 lm","50,000 hrs",,5000K,,72,,,,,,,,,,,,
ILP-LANCE14-23L-U,LED,1X4,,,"> 80",120-277V,"2,300","100,000 hrs",,5000K,,,,,,,,,,,,,,
ILP-WPCM,LED,Other,,,>70,"120-277 V","3,206-11,404","100,000 hrs",,5000K,,105,,,,,,,,,,,,
TF-SHUCPF23212X1LN18W,"T8 LED",1X4,,,,"AC100  277V without Ballast","4200 lm","50,000 hrs",,5000K,,36,,,,,,,,,,,,
TF-SHUCPF217X1LN18W,"T8 LED",2X2,,,,"AC100  277V without Ballast","3400 lm","50,000 hrs",,5000K,,30,,,,,,,,,,,,
TF-SHUCPF317X1LN18W,"T8 LED",2X2,,,,"AC100  277V without Ballast","5100 lm","50,000 hrs",,5000K,,45,,,,,,,,,,,,
TF-SHUCPF232X1LN18W,"T8 LED",2X4,,,,"AC100  277V without Ballast","4200 lm","50,000 hrs",,5000K,,36,,,,,,,,,,,,
TF-SHUCPF332X1LN18W,"T8 LED",2X4,,,,"AC100  277V without Ballast","6300 lm","50,000 hrs",,5000K,,54,,,,,,,,,,,,
ILP-WPCS,LED,Other,,,"> 70","120-277 V","9,950-15,550","100,000 hrs",,4000K,,44,,,,,,,,,,,,
TF-SHUDPF217X1LN15W,"T8 LED",2X2,,,,"AC100  277V without Ballast","3400 lm","50,000 hrs",,5000K,,30,,,,,,,,,,,,
TF-SHUDPF232X1LN18W,"T8 LED",2X2,,,,"AC100  277V without Ballast","4200 lm","50,000 hrs",,5000K,,36,,,,,,,,,,,,
ILP-WPMO-70WLED-UNIV,LED,Other,,,"> 70",120-277V,"7,900","75,000 hrs",,5000K,,70,,,,,,,,,,,,
TF-PUF23211X1LN18W,"T8 LED",1X4,,,,"AC100  277V without Ballast","4200 lm","50,000 hrs",,5000K,,36,,,,,,,,,,,,
TF-PUF41717X1LN15W,"T8 LED",2X2,,,,"AC100  277V without Ballast","6800 lm","50,000 hrs",,5000K,,60,,,,,,,,,,,,
TF-PUF43217X1LN18W,"T8 LED",2X4,,,,"AC100  277V without Ballast","8400 lm","50,000 hrs",,5000K,,72,,,,,,,,,,,,
ILP-CVL4,LED,"4' Linear",,,"> 80",120-277V,"3,349 or 4,767","100,000 hrs",,5000K,,30,,"125lm/W or 119lm/W",,,,,,,,,,
ILP-CVL2,LED,"2' Linear",,,"> 80",120-277V,"2,303 or 3,349","100,000 hrs",,5000K,,20,,"113 lm/W or 112 lm/W",,,,,,,,,,
TF-HBC632M23X1LN18W,LED,Other,,,-,"AC100 – 277V without Ballast","12600 lm","50,000 hrs",,,,6x18W,,-,"3500K, 4000K, 5000K","-20C to 50C",,,,,,,,
TF-HBC832M23X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","16800 lm","50,000 hrs",,5000K,,144,,,,,,,,,,,,
TF-HBC1032M23X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","21000 lm","50,000 hrs",,5000K,,180,,,,,,,,,,,,
ILP-CV4,LED,"4' Linear",,,"> 80",120-277V,"3,349 or 4,767","100,000 hrs",,5000K,,30,,"125lm/W or 119lm/W",,,,,,,,,,
TF-HBG432M23X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","8400 lm","50,000 hrs",,5000K,,72,,,,,,,,,,,,
TF-HBG632M23X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","12600 lm","50,000 hrs",,5000K,,108,,,,,,,,,,,,
ILP-CV2,LED,"2' Linear",,,"> 80",120-277V,"2,303 or 3,349","100,000 hrs",,5000K,,20,,"113lm/W or 112lm/W",,,,,,,,,,
TF-HBG832M23X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","16800 lm","50,000 hrs",,5000K,,144,,,,,,,,,,,,
TF-HBG1032M23X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","21000 lm","50,000 hrs",,5000K,,180,,,,,,,,,,,,
ILP-FWS8,LED,"8' Linear",,,>80,"120-277 V","5,628-9,892","100,000 hrs",,5000K,,80,,,,,,,,,,,,
TF-HBG1232M23X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","25200 lm","50,000 hrs",,5000K,,12x18,,,,,,,,,,,,
TF-H6L4328M23X1LN18W,"T8 LED","8' Linear",,,,"AC100  277V without Ballast","16800 lm","50,000 hrs",,5000K,,144,,,,,,,,,,,,
ILP-FWS,LED,"4' Linear",,,>80,"120-277 V","2,890-7,960","100,000 hrs",,5000K,,70,,,,,,,,,,,,
TF-H6L432M23X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","8400 lm","50,000 hrs",,5000K,,72,,,,,,,,,,,,
TF-H6L6328M23X1LN18W,"T8 LED","8' Linear",,,,"AC100  277V without Ballast","21000 lm","50,000 hrs",,5000K,,180,,,,,,,,,,,,
TF-H6L632M23X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","12600 lm","50,000 hrs",,5000K,,108,,,,,,,,,,,,
ILP-SQ8,LED,"8' Linear",,,>80,"120-277 V","4,018-10,236","100,000 hrs",,5000K,,88,,,,,,,,,,,,
TF-H2L132M23X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","2100 lm","50,000 hrs",,5000K,,18,,,,,,,,,,,,
TF-H2L232M23X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","4200 lm","50,000 hrs",,5000K,,36,,,,,,,,,,,,
ILP-SQ4,LED,"4' Linear",,,"> 80","120-277 V","2,078-5,086","100,000 hrs",,5000K,,44,,,,,,,,,,,,
TF-FHBL232X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","4200 lm","50,000 hrs",,5000K,,36,,,,,,,,,,,,
TF-FHBL332X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","6300 lm","50,000 hrs",,5000K,,54,,,,,,,,,,,,
TF-FHBL432X1LN18W,"T8 LED","4' Linear",,,,"AC100  277V without Ballast","4800 lm","50,000 hrs",,5000K,,72,,,,,,,,,,,,
ILP-SQ2,LED,"2' Linear",,,"> 80",120-277V,"1,983 or 2,595","100,000 hrs",,5000K,,16,,"117lm/W or 115lm/W",,,,,,,,,,
TF-FHBL2328X1LN18W,"T8 LED","8' Linear",,,,"AC100  277V without Ballast","8400 lm","50,000 hrs",,5000K,,72,,,,,,,,,,,,
TF-FHBL3328X1LN18W,"T8 LED","8' Linear",,,,"AC100  277V without Ballast","12600 lm","50,000 hrs",,5000K,,108,,,,,,,,,,,,
ILP-WTZ8,LED,"8' Linear",,,"> 80","120-277 V","5,582-13,735","100,000 hrs",,5000K,,96,,,,,,,,,,,,
TF-207A217X1LN15W,"T8 LED",Other,,,,"AC100  277V without Ballast","3400 lm","50,000 hrs",,5000K,,30,,,,,,,,,,,,
TF-207A232X1LN18W,LED,Other,,,-,"AC100–277V without Ballast","4,200 lm","50,000 hrs",,,,2x18W,,-,"3500K, 4000K, 5000K","-20C to 50C",,,,,,,,
TF-207A332X1LN18W,"T8 LED",Other,,,,"AC100  277V without Ballast","6300 lm","50,000 hrs",,5000K,,54,,,,,,,,,,,,
ILP-WTZ,LED,"4' Linear",,,"> 80","120-277 V",2100-7300,"100,000 hrs",,5000K,,48,,,,,,,,,,,,
