parent_sku,child_sku,color_temprature
EX-LHB-ECO-220W,EX-LHB-ECO-220W-30K,3000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-30K-HV,3000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-40K-EM,4000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-40K-EM-HV,4000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-40K-OCC1,4000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-40K-OCC1-HV,4000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-40K-OCC2,4000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-40K-OCC2-HV,4000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-40K-FX6FTDIM,4000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-40K-FX6FTDIM-HV,4000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-40K,4000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-40K-HV,4000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-50K-EM,5000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-50K-EM-HV,5000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-50K-OCC1,5000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-50K-OCC1-HV,5000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-50K-OCC2,5000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-50K-OCC2-HV,5000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-50K-FX6FTDIM,5000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-50K-FX6FTDIM-HV,5000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-50K,5000K
EX-LHB-ECO-220W,EX-LHB-ECO-220W-50K-HV,5000K
EX-ST-800W,EX-ST-800W-30K,3000K
EX-ST-800W,EX-ST-800W-30K-HV2,3000K
EX-ST-800W,EX-ST-800W-40K,4000K
EX-ST-800W,EX-ST-800W-40K-HV2,4000K
EX-ST-800W,EX-ST-800W-50K,5000K
EX-ST-800W,EX-ST-800W-50K-HV2,5000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-30K-EM,3000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-30K-EM-HV,3000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-30K-OCC1,3000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-30K-OCC1-HV,3000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-30K-OCC2,3000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-30K-OCC2-HV,3000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-30K-FX6FTDIM,3000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-30K-FX6FTDIM-HV,3000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-30K,3000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-30K-HV,3000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-40K-EM,4000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-40K-EM-HV,4000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-40K-OCC1,4000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-40K-OCC1-HV,4000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-40K-OCC2,4000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-40K-OCC2-HV,4000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-40K-FX6FTDIM,4000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-40K-FX6FTDIM-HV,4000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-40K,4000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-40K-HV,4000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-50K-EM,5000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-50K-EM-HV,5000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-50K-OCC1,5000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-50K-OCC1-HV,5000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-50K-OCC2,5000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-50K-OCC2-HV,5000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-50K-FX6FTDIM,5000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-50K-FX6FTDIM-HV,5000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-50K,5000K
EX-LHB-ECO-320W,EX-LHB-ECO-320W-50K-HV,5000K
EX-FL-15W,EX-FL-15W-30K-PCB,3000K
EX-FL-15W,EX-FL-15W-30K-PCB-HV,3000K
EX-FL-15W,EX-FL-15W-30K-NO,3000K
EX-FL-15W,EX-FL-15W-30K-NO-HV,3000K
EX-FL-15W,EX-FL-15W-40K-PCB,4000K
EX-FL-15W,EX-FL-15W-40K-PCB-HV,4000K
EX-FL-15W,EX-FL-15W-40K-NO,4000K
EX-FL-15W,EX-FL-15W-40K-NO-HV,4000K
EX-FL-15W,EX-FL-15W-50K-PCB,5000K
EX-FL-15W,EX-FL-15W-50K-PCB-HV,5000K
EX-FL-15W,EX-FL-15W-50K-NO,5000K
EX-FL-15W,EX-FL-15W-50K-NO-HV,5000K
EX-DDAL-150W,EX-DDAL-150W-30K-OCC,3000K
EX-DDAL-150W,EX-DDAL-150W-30K-OCC-HV,3000K
EX-DDAL-150W,EX-DDAL-150W-30K-PCB,3000K
EX-DDAL-150W,EX-DDAL-150W-30K-PCB-HV,3000K
EX-DDAL-150W,EX-DDAL-150W-30K,3000K
EX-DDAL-150W,EX-DDAL-150W-30K-HV,3000K
EX-DDAL-150W,EX-DDAL-150W-40K-OCC,4000K
EX-DDAL-150W,EX-DDAL-150W-40K-OCC-HV,4000K
EX-DDAL-150W,EX-DDAL-150W-40K-PCB,4000K
EX-DDAL-150W,EX-DDAL-150W-40K-PCB-HV,4000K
EX-DDAL-150W,EX-DDAL-150W-40K,4000K
EX-DDAL-150W,EX-DDAL-150W-40K-HV,4000K
EX-DDAL-150W,EX-DDAL-150W-50K-OCC,5000K
EX-DDAL-150W,EX-DDAL-150W-50K-OCC-HV,5000K
EX-DDAL-150W,EX-DDAL-150W-50K-PCB,5000K
EX-DDAL-150W,EX-DDAL-150W-50K-PCB-HV,5000K
EX-DDAL-150W,EX-DDAL-150W-50K,5000K
EX-DDAL-150W,EX-DDAL-150W-50K-HV,5000K
EX-DCAL-200W,EX-DCAL-200W-30K-OCC,3000K
EX-DCAL-200W,EX-DCAL-200W-30K-OCC-HV,3000K
EX-DCAL-200W,EX-DCAL-200W-30K-PCB,3000K
EX-DCAL-200W,EX-DCAL-200W-30K-PCB-HV,3000K
EX-DCAL-200W,EX-DCAL-200W-30K,3000K
EX-DCAL-200W,EX-DCAL-200W-30K-HV,3000K
EX-DCAL-200W,EX-DCAL-200W-40K-OCC,4000K
EX-DCAL-200W,EX-DCAL-200W-40K-OCC-HV,4000K
EX-DCAL-200W,EX-DCAL-200W-40K-PCB,4000K
EX-DCAL-200W,EX-DCAL-200W-40K-PCB-HV,4000K
EX-DCAL-200W,EX-DCAL-200W-40K,4000K
EX-DCAL-200W,EX-DCAL-200W-40K-HV,4000K
EX-DCAL-200W,EX-DCAL-200W-50K-OCC,5000K
EX-DCAL-200W,EX-DCAL-200W-50K-OCC-HV,5000K
EX-DCAL-200W,EX-DCAL-200W-50K-PCB,5000K
EX-DCAL-200W,EX-DCAL-200W-50K-PCB-HV,5000K
EX-DCAL-200W,EX-DCAL-200W-50K,5000K
EX-DCAL-200W,EX-DCAL-200W-50K-HV,5000K
PI-PT-LSFA-4F,PI-PT-LSFA-4F-35,3500K
PI-PT-LSFA-4F,PI-PT-LSFA-4F-40,4000K
PI-PT-LSFA-4F,PI-PT-LSFA-4F-50,5000K
PI-PT-LSFA-8F,PI-PT-LSFA-8F-40K,4000K
PI-PT-LSFA-8F,PI-PT-LSFA-8F-50K,5000K
PI-PT-WA1-4F7I-40W,PI-PT-WA1-4F7I-40W-40K,4000K
PI-PT-WA1-4F7I-40W,PI-PT-WA1-4F7I-40W-50K,5000K
TPZ-LA19/12,LA19/12W/27K/3W-46,2700K
TPZ-LA19/12,LA19/12W/30K/3W-46,3000K
PI-PT-VT1-4F-45W,PI-PT-VT1-4F-45W-40K,4000K
PI-PT-VT1-4F-45W,PI-PT-VT1-4F-45W-50K,5000K
PI-PT-T8-2FB-8W,PI-PT-T8-2FB-8W-40K,4000K
PI-PT-T8-2FB-8W,PI-PT-T8-2FB-8W-50K,5000K
PI-PT-T8-4FB-12W,PI-PT-T8-4FB-12W-40K,4000K
PI-PT-T8-4FB-12W,PI-PT-T8-4FB-12W-50K,5000K
PI-PT-T8I-4F-30W,PI-PT-T8I-4F-30W-50K,5000K
PI-PT-T8I-4F-30W,PI-PT-T8I-4F-30W-60K,6000K
TPZ-LP20/7,TPZ-LP20/7-927/NF/D-46,2700K
TPZ-LP20/7,TPZ-LP20/7-930K/NF/D-46,3000K
TPZ-LP20/7,TPZ-LP20/7-940K/NF/D-46,4000K
TPZ-LP20/7,TPZ-LP20/7-950K/NF/D-46,5000K
TPZ-LP30/10,TPZ-LP30/10-927/FL/D-46,2700K
TPZ-LP30/10,TPZ-LP30/10-930/FL/D-46,3000K
TPZ-LP30/10,TPZ-LP30/10-940/FL/D-46,4000K
TPZ-LP30/10,TPZ-LP30/10-950/FL/D-46,5000K
PI-PT-T8-4FB-22W,PI-PT-T8-4FB-22W-3K-F,"3000K / Frosted Lens"
PI-PT-T8-4FB-22W,PI-PT-T8-4FB-22W-4K-F,"4000K / Frosted Lens"
PI-PT-T8-4FB-22W,PI-PT-T8-4FB-22W-5K-F,"5000K / Frosted Lens"
PI-PT-T8-4FB-22W,PI-PT-T8-4FB-22W-5K-C,"5000K / Clear Lens"
PI-PT-T8-4FB-22W,PI-PT-T8-4FB-22W-6K-F,"6000K / Frosted Lens"
PI-PT-T8-4FB-22W,PI-PT-T8-4FB-22W-6K-C,"6000K / Clear Cleans"
PI-PT-T8I-8F-60W,PI-PT-T8I-8F-60W-5K-F,"5000K / Frosted Lens"
PI-PT-T8I-8F-60W,PI-PT-T8I-8F-60W-5K-C,"5000K / Clear Lens"
PI-PT-T8I-8F-60W,PI-PT-T8I-8F-60W-6K-F,"6000K / Frosted Lens"
PI-PT-T8I-8F-60W,PI-PT-T8I-8F-60W-6K-C,"6000K / Clear Lens"
TPZ-LA19/12W,TPZ-LA19/12W-927/D-33,2700K
TPZ-LA19/12W,TPZ-LA19/12W-930/D-33,3000K
TPZ-LA19/12W,TPZ-LA19/12W-940/D-33,4000K
TPZ-LA19/12W,TPZ-LA19/12W-950/D-33,5000K
LOD-12WT83FT,LOD-12WT83FT-40K-CASE30,4000K
LOD-12WT83FT,LOD-12WT83FT-50K-CASE30,5000K
LOD-T88FT-38W,"LOD-T88FT-38W40KPAF B (G13)",4000K
LOD-T88FT-38W,"LOD-T88FT-38W50KPAF B (G13)",5000K
LOD-EXT82FD-10W,LOD-EXT82FD-10W40KF-1,4000K
LOD-EXT82FD-10W,LOD-EXT82FD-10W50KF-1,5000K
LOD-2FTSL22WDF,LOD-2FTSL22WDF-30K-V2,3000K
LOD-2FTSL22WDF,LOD-2FTSL22WDF-50K-V2,5000K
TPZ-SDL4/12,TPZ-SDL4/12-930/D-28,3000K
TPZ-SDL4/12,TPZ-SDL4/12-940/D-28,40000K
LOD-MTRT-2FT25WX2,LOD-MTRT-2FT25WX2-40,4000K
LOD-MTRT-2FT25WX2,LOD-MTRT-2FT25WX2-50,5000K
LOD-U2FT-15W,LOD-U2FT-15W-40,4000K
LOD-U2FT-15W,LOD-U2FT-15W-50,5000K
LOD-DL4EB-10W,LOD-DL4EB-10W-30,3000K
LOD-DL4EB-10W,LOD-DL4EB-10W-50,5000K
"LOD-G1 120V-40W_PAR56-DIM 15D/25D 25D","LOD-G1 120V-40W_PAR56-DIM 15D/25D 25D-3K",3000K
"LOD-G1 120V-40W_PAR56-DIM 15D/25D 25D","LOD-G1 120V-40W_PAR56-DIM 15D/25D 25D-4K",4000K
"LOD-G1 120V-40W_PAR56-DIM 15D/25D 25D","LOD-G1 120V-40W_PAR56-DIM 15D/25D 25D-5K",5000K
BL-WLE-4FT-40L,WLE-4FT-40L-3K,3000K
BL-WLE-4FT-40L,WLE-4FT-40L-4K,4000K
BL-WLE-4FT-40L,WLE-4FT-40L-5K,5000K
BL-BLED2N-AT-QN,BL-BLED2N-AT-QN-30K,3000K
BL-BLED2N-AT-QN,BL-BLED2N-AT-QN-35K,3500K
BL-BLED2N-AT-QN,BL-BLED2N-AT-QN-40K,4000K
BL-BRK-4-BW,BL-BRK-4-BW-8L-27K,2700K
BL-BRK-4-BW,BL-BRK-4-BW-8L-3K,3000K
BL-BRK-4-BW,BL-BRK-4-BW-8L-4K,4000K
BL-BRK-56-BW-9L,BL-BRK-56-BW-27K,2700K
BL-BRK-56-BW-9L,BL-BRK-56-BW-3K,3000K
BL-BRK-56-BW-9L,BL-BRK-56-BW-4K,4000K
BL-BRK-56-BW-9L,BL-BRK-56-BW-5K,5000K
BL-BRK-56-BW-15L,BL-BRK-56-BW-15L-3K,3000K
BL-BRK-56-BW-15L,BL-BRK-56-BW-15L-4K,4000K
BL-BRK-LED6ICN9.5W,BL-BRK-LED6ICN9.5W-27K-ECO,2700K
BL-BRK-LED6ICN9.5W,BL-BRK-LED6ICN9.5W-3K-ECO,3000K
BL-BRK-LED6ICN9.5W,BL-BRK-LED6ICN9.5W-35K-ECO,3500K
BL-BRK-LED6ICN9.5W,BL-BRK-LED6ICN9.5W-4K-ECO,4000K
BL-BRK-LED6ICN9.5W,BL-BRK-LED6ICN9.5W-5K-ECO,5000K
BL-BRK-LED6ICN-GR-11W,BL-BRK-LED6ICN-GR-11W-27K-ECO,2700K
BL-BRK-LED6ICN-GR-11W,BL-BRK-LED6ICN-GR-11W-30K-ECO,3000K
BL-BRK-LED6ICN-GR-11W,BL-BRK-LED6ICN-GR-11W-35K-ECO,3500K
BL-BRK-LED6ICN-GR-11W,BL-BRK-LED6ICN-GR-11W-40K-ECO,4000K
BL-BRK-LED6ICN-GR-11W,BL-BRK-LED6ICN-GR-11W-50K-ECO,5000K
GC-6.5MR16DIM,GC-6.5MR16DIM-27-NF/35W-CASE10,2700K
GC-6.5MR16DIM,GC-6.5MR16DIM-27-FL/35W-CASE10,2700K
GC-6.5MR16DIM,GC-6.5MR16DIM-30-NF/35W-CASE10,3000K
GC-6.5MR16DIM,GC-6.5MR16DIM-30-FL/35W-CASE10,3000K
BL-BRK-LED2ICN-GR-6.5W,BL-BRK-LED2ICN-GR-6.5W-27K-ECO,2700K
BL-BRK-LED2ICN-GR-6.5W,BL-BRK-LED2ICN-GR-6.5W-3K-ECO,3000K
BL-BRK-LED2ICN-GR-6.5W,BL-BRK-LED2ICN-GR-6.5W-35K-ECO,3500K
BL-BRK-LED2ICN-GR-6.5W,BL-BRK-LED2ICN-GR-6.5W-4K-ECO,4000K
BL-BRK-LED2ICN-GR-6.5W,BL-BRK-LED2ICN-GR-6.5W-5K-ECO,5000K
GC-9BR30DIM,GC-9BR30DIM-827-CASE10,2700K
GC-9BR30DIM,GC-9BR30DIM-830-CASE10,3000K
GC-9BR30DIM,GC-9BR30DIM-840-CASE10,4000K
GC-17T8U6,GC-17T8U6-830/BYP-CASE10,3000K
GC-17T8U6,GC-17T8U6-835/BYP-CASE10,3500K
GC-17T8U6,GC-17T8U6-840/BYP-CASE10,4000K
GC-17T8U6,GC-17T8U6-850/BYP-CASE10,5000K
GC-8.5PLV,GC-8.5PLV-827/HYBM-CASE10,2700K
GC-8.5PLV,GC-8.5PLV-830/HYBM-CASE10,3000K
GC-8.5PLV,GC-8.5PLV-835/HYBM-CASE10,3500K
GC-8.5PLV,GC-8.5PLV-840/HYBM-CASE10,4000K
BL-LED-FSP-WH4,BL-LED-FSP-WH4-3K,3000K
BL-LED-FSP-WH4,BL-LED-FSP-WH4-4K,4000K
BL-LED-FSP-WH4,BL-LED-FSP-WH4-5K,5000K
BL-LED-FRP-WH6,BL-LED-FRP-WH6-3K,3000K
BL-LED-FRP-WH6,BL-LED-FRP-WH6-4K,4000K
BL-LED-FRP-WH6,BL-LED-FRP-WH6-5K,5000K
BL-UTDR-4-7L,BL-UTDR-4-7L-3K,3000K
BL-UTDR-4-7L,BL-UTDR-4-7L-4K,4000K
BL-DR-T525W,BL-DR-T525W-35K-BAL1400ACTD,3500K
BL-DR-T525W,BL-DR-T525W-35K-BALT5-1300ACTD,3500K
BL-DR-T525W,BL-DR-T525W-35K,3500K
BL-DR-T525W,BL-DR-T525W-4K-BAL1400ACTD,4000K
BL-DR-T525W,BL-DR-T525W-4K-BALT5-1300ACTD,4000K
BL-DR-T525W,BL-DR-T525W-4K,4000K
GC-15.5PAR38,GC-15.5PAR38-930FL40/277V-CASE5,3000K
GC-15.5PAR38,GC-15.5PAR38-940FL40/277V-CASE5,4000K
BL-BOL-R-27L,BL-BOL-R-27L-4K,4000K
BL-BOL-R-27L,BL-BOL-R-27L-5K,5000K
GC-6.5MR16,GC-6.5MR16-927-NF25,2700K
GC-6.5MR16,GC-6.5MR16-927-FL35,2700K
GC-6.5MR16,GC-6.5MR16-930-NF25,3000K
GC-6.5MR16,GC-6.5MR16-930-FL35,3000K
GC-6.5MR16,GC-6.5MR16-940-NF25,4000K
GC-6.5MR16,GC-6.5MR16-940-FL35,4000K
BL-BOL-S-27L,BL-BOL-S-27L-4K,4000K
BL-BOL-S-27L,BL-BOL-S-27L-5K,5000K
GC-11.5T5HO/2F,GC-11.5T5HO/2F-830/BYP-CASE10,3000K
GC-11.5T5HO/2F,GC-11.5T5HO/2F-835/BYP-CASE10,3500K
GC-11.5T5HO/2F,GC-11.5T5HO/2F-840/BYP-CASE10,4000K
GC-11.5T5HO/2F,GC-11.5T5HO/2F-850/BYP-CASE10,5000K
BL-CYL-UPDN-2L,BL-CYL-UPDN-2L-3K-120V,3000K
BL-CYL-UPDN-2L,BL-CYL-UPDN-2L-4K-120V,4000K
BL-CYL-UPDN-2L,BL-CYL-UPDN-2L-5K-120V,5000K
BL-WPE-3L,BL-WPE-3L-3K,3000K
BL-WPE-3L,BL-WPE-3L-4K,4000K
BL-WPE-3L,BL-WPE-3L-5K,5000K
GC-13T8/4F/DIM,GC-13T8/4F/DIM-830/BYP-CASE10,3000K
GC-13T8/4F/DIM,GC-13T8/4F/DIM-835/BYP-CASE10,3500K
GC-13T8/4F/DIM,GC-13T8/4F/DIM-840/BYP-CASE10,4000K
GC-13T8/4F/DIM,GC-13T8/4F/DIM-850/BYP-CASE10,5000K
BL-PDL-4L,BL-PDL-4L-4K,4000K
BL-PDL-4L,BL-PDL-4L-5K,5000K
BL-WPA-3L,BL-WPA-3L-4K,4000K
BL-WPA-3L,BL-WPA-3L-5K,5000K
BL-LED-FSP-WH6,BL-LED-FSP-WH6-3K,3000K
BL-LED-FSP-WH6,BL-LED-FSP-WH6-4K,4000K
BL-LED-FSP-WH6,BL-LED-FSP-WH6-5K,5000K
BL-UTDR-6-9L,BL-UTDR-6-9L-3K,3000K
BL-UTDR-6-9L,BL-UTDR-6-9L-4K,4000K
BL-PTFR-7L,BL-PTFR-7L-30,3000K
BL-PTFR-7L,BL-PTFR-7L-40,4000K
BL-PTFR-7L,BL-PTFR-7L-50,5000K
GC-10.5T5HO/2F,GC-10.5T5HO/2F-830/DIR-CASE20,3000K
GC-10.5T5HO/2F,GC-10.5T5HO/2F-835/DIR-CASE20,3500K
GC-10.5T5HO/2F,GC-10.5T5HO/2F-840/DIR-CASE20,4000K
GC-10.5T5HO/2F,GC-10.5T5HO/2F-850/DIR-CASE20,5000K
BL-CPLED-3,BL-CPLED-3-4K-WHT-UNV,4000K
BL-CPLED-3,BL-CPLED-3-4K-BRZ-UNV,4000K
BL-CPLED-3,BL-CPLED-3-5K-WHT-UNV,5000K
BL-CPLED-3,BL-CPLED-3-5K-BRZ-UNV,5000K
BL-WPT-6L,BL-WPT-6L-4K,4000K
BL-WPT-6L,BL-WPT-6L-5K,5000K
GC-11PAR30,11PAR30-930FL40/277V-CASE20,3000K
GC-11PAR30,11PAR30-940FL40/277V-CASE20,4000K
GC-13.5PAR38DIM,GC-13.5PAR38DIM-930-NF25,3000K
GC-13.5PAR38DIM,GC-13.5PAR38DIM-930-FL40,3000K
GC-13.5PAR38DIM,GC-13.5PAR38DIM-940-NF25,4000K
GC-13.5PAR38DIM,GC-13.5PAR38DIM-940-FL40,4000K
GC-12PAR38DIM,12PAR38DIM/830FL40/N-CASE20,3000K
GC-12PAR38DIM,12PAR38DIM/840FL40/N-CASE20,4000K
BL-WPA-11L,BL-WPA-11L-4K,4000K
BL-WPA-11L,BL-WPA-11L-5K,5000K
BL-CPLED-5,BL-CPLED-5-4K-WHT-UNV,4000K
BL-CPLED-5,BL-CPLED-5-4K-BRZ-UNV,4000K
BL-CPLED-5,BL-CPLED-5-5K-WHT-UNV,5000K
BL-CPLED-5,BL-CPLED-5-5K-BRZ-UNV,5000K
BL-PTFR-10L,BL-PTFR-10L-30,3000K
BL-PTFR-10L,BL-PTFR-10L-40,4000K
BL-PTFR-10L,BL-PTFR-10L-50,5000K
BL-PDL-9L,BL-PDL-9L-4K,4000K
BL-PDL-9L,BL-PDL-9L-5K,5000K
BL-WPA-8L,BL-WPA-8L-4K,4000K
BL-WPA-8L,BL-WPA-8L-5K,5000K
BL-WPA-7L,BL-WPA-7L-4K,4000K
BL-WPA-7L,BL-WPA-7L-5K,5000K
BL-WPA-4L,BL-WPA-4L-4K,4000K
BL-WPA-4L,BL-WPA-4L-5K,5000K
GC-14.5PLH,14.5PLH/830/DIR-CASE20,3000K
GC-14.5PLH,14.5PLH/835/DIR-CASE20,3500K
GC-14.5PLH,14.5PLH/840/DIR-CASE20,4000K
BL-WPT-8L,BL-WPT-8L-4K,4000K
BL-WPT-8L,BL-WPT-8L-5K,5000K
BL-WPT-10L,BL-WPT-10L-4K,4000K
BL-WPT-10L,BL-WPT-10L-5K,5000K
BL-WPT-16L,BL-WPT-16L-40,4000K
BL-WPT-16L,BL-WPT-16L-50,5000K
GC-30PAR38HODIM,GC-30PAR38HODIM-927-NF25,2700K
GC-30PAR38HODIM,GC-30PAR38HODIM-927-FL40,2700K
GC-30PAR38HODIM,GC-30PAR38HODIM-930-NF25,3000K
GC-30PAR38HODIM,GC-30PAR38HODIM-930-FL40,3000K
GC-30PAR38HODIM,GC-30PAR38HODIM-935-NF25,3500K
GC-30PAR38HODIM,GC-30PAR38HODIM-935-FL40,3500K
GC-30PAR38HODIM,GC-30PAR38HODIM-940-NF25,4000K
GC-30PAR38HODIM,GC-30PAR38HODIM-940-FL40,4000K
BL-CPLED-7,BL-CPLED-7-4K-WHT-UNV,4000K
BL-CPLED-7,BL-CPLED-7-4K-BRZ-UNV,4000K
BL-CPLED-7,BL-CPLED-7-5K-WHT-UNV,5000K
BL-CPLED-7,BL-CPLED-7-5K-BRZ-UNV,5000K
BL-CPLED-13,BL-CPLED-13-4K-WHT-UNV,4000K
BL-CPLED-13,BL-CPLED-13-4K-BRZ-UNV,4000K
BL-CPLED-13,BL-CPLED-13-5K-WHT-UNV,5000K
BL-CPLED-13,BL-CPLED-13-5K-BRZ-UNV,5000K
BL-PDL-13L,BL-PDL-13L-4K,4000K
BL-PDL-13L,BL-PDL-13L-5K,5000K
GC-5GU10DIM,GC-5GU10DIM-927-NF25,2700K
GC-5GU10DIM,GC-5GU10DIM-927-FL35,2700K
GC-5GU10DIM,GC-5GU10DIM-930-NF25,3000K
GC-5GU10DIM,GC-5GU10DIM-930-FL35,3000K
GC-5GU10DIM,GC-5GU10DIM-940-NF25,4000K
GC-5GU10DIM,GC-5GU10DIM-40-FL,4000K
GC-17PLV,GC-PLV/830/DIR-CASE10,3000K
GC-17PLV,GC-PLV/835/DIR-CASE10,3500K
GC-17PLV,GC-PLV/840/DIR-CASE10,4000K
GC-9PLO,GC-9PLO-827/HYBM-CASE10,2700K
GC-9PLO,GC-9PLO-830/HYBM-CASE10,3000K
GC-9PLO,GC-9PLO-835/HYBM-CASE10,3500K
GC-9PLO,GC-9PLO-840/HYBM-CASE10,4000K
GC-15.5PLH,GC-15.5PLH/830/BYP/R-CASE10,3000K
GC-15.5PLH,GC-15.5PLH/835/BYP/R-CASE10,3500K
GC-15.5PLH,GC-15.5PLH/840/BYP/R-CASE10,4000K
GC-15A21DIM,GC-15A21DIM/827-CASE20,2700K
GC-15A21DIM,GC-15A21DIM/830-CASE20,3000k
GC-15A21DIM,GC-15A21DIM/8407-CASE20,4000k
GC-11A19,GC-9A19DIM-927/R-CASE20,2700K
GC-11A19,GC-9A19DIM-930/R-CASE20,3000K
GC-11A19,GC-9A19DIM-9407/R-CASE20,4000K
GC-11A19,GC-9A19DIM-950/R-CASE20,5000K
GC-15A21,GC-15A21DIM-927/N-CASE20,2700K
GC-15A21,GC-15A21DIM-930/N-CASE20,3000K
GC-15A21,GC-15A21DIM-940/N-CASE20,4000K
GC-9.5A19DIM,GC-9.5A19DIM/827-CASE25,2700K
GC-9.5A19DIM,GC-9.5A19DIM/830-CASE25,3000K
GC-9.5A19DIM,GC-9.5A19DIM/840-CASE25,4000K
GC-9.5A19DIM,GC-9.5A19DIM/850-CASE25,5000K
GC-13A19DIM,GC-13A19DIM/827-CASE25,2700K
GC-13A19DIM,GC-13A19DIM/830-CASE25,3000K
GC-13A19DIM,GC-13A19DIM/840-CASE25,4000K
GC-13A19DIM,GC-13A19DIM/850-CASE25,5000K
GC-13PLL,GC-13PLL/830/GL/DIR-CASE10,3000K
GC-13PLL,GC-13PLL/835/GL/DIR-CASE10,3500K
GC-13PLL,GC-13PLL/840/GL/DIR-CASE10,4000K
GC-17PLL,GC-17PLL-830/GL/BYP-CASE10,3000K
GC-17PLL,GC-17PLL-835/GL/BYP-CASE10,3500K
GC-17PLL,GC-17PLL-840/GL/BYP-CASE10,4000K
GC-16PLL,GC-16PLL-835/GL/BYP-CASE10,3500K
GC-16PLL,GC-16PLL-840/GL/BYP-CASE10,4000K
GC-10PLL,GC-10PLL-835/GL/BYP-CASE15,3500K
GC-10PLL,GC-10PLL-840/GL/BYP-CASE15,4000K
GC-12T8/4F,GC-12T8/4F-835/DEB-CASE20,3500K
GC-12T8/4F,GC-12T8/4F-840/DEB-CASE20,4000K
GC-12T8/4F,GC-12T8/4F-850/DEB-CASE20,5000K
GC-10T8/4F,GC-10T8/4F-830/DEB-CASE20,3000K
GC-10T8/4F,GC-10T8/4F-835/DEB-CASE20,3500K
GC-10T8/4F,GC-10T8/4F-840/DEB-CASE20,4000K
GC-10T8/4F,GC-10T8/4F-850/DEB-CASE20,5000K
GC-8.5PLL,GC-8.5PLL-835/GL/BYP-CASE10,3500K
GC-8.5PLL,GC-8.5PLL-840/GL/BYP-CASE10,4000K
GC-19.5PAR38HODIM,GC-19.5PAR38HODIM-927-NF25,2700K
GC-19.5PAR38HODIM,GC-19.5PAR38HODIM-927-FL40,2700K
GC-19.5PAR38HODIM,GC-19.5PAR38HODIM-930-NF25,3000K
GC-19.5PAR38HODIM,GC-19.5PAR38HODIM-930-FL40,3000K
GC-19.5PAR38HODIM,GC-19.5PAR38HODIM-935-NF25,3500K
GC-19.5PAR38HODIM,GC-19.5PAR38HODIM-935-FL40,3500K
GC-19.5PAR38HODIM,GC-19.5PAR38HODIM-940-NF25,4000K
GC-19.5PAR38HODIM,GC-19.5PAR38HODIM-940-FL40,4000K
GC-9.5T5HE,GC-9.5T5HE/2F-830/EXT-CASE25,3000K
GC-9.5T5HE,GC-9.5T5HE/2F-835/EXT-CASE25,3500K
