parent_sku,child_sku,watteg_&_lumen_option,Color_Temperature
EX-EXB24,EX-EXB24-200W-40K-NO-HV,"200 Watts / 30\,000 Lumens",4000K
EX-EXB24,EX-EXB24-200W-50K-OCC1,"200 Watts / 30\,000 Lumens",5000K
EX-EXB24,EX-EXB24-200W-50K-OCC1-HV,"200 Watts / 30\,000 Lumens",5000K
EX-EXB24,EX-EXB24-200W-50K-OCC2,"200 Watts / 30\,000 Lumens",5000K
EX-EXB24,EX-EXB24-200W-50K-OCC2-HV,"200 Watts / 30\,000 Lumens",5000K
EX-EXB24,EX-EXB24-200W-50K-NO,"200 Watts / 30\,000 Lumens",5000K
EX-EXB24,EX-EXB24-200W-50K-NO-HV,"200 Watts / 30\,000 Lumens",5000K
EX-EXB24,EX-EXB24-240W-40K-OCC1,"240 Watts / 36\,000 Lumens",4000K
EX-EXB24,EX-EXB24-240W-40K-OCC1-HV,"240 Watts / 36\,000 Lumens",4000K
EX-EXB24,EX-EXB24-240W-40K-OCC2,"240 Watts / 36\,000 Lumens",4000K
EX-EXB24,EX-EXB24-240W-40K-OCC2-HV,"240 Watts / 36\,000 Lumens",4000K
EX-EXB24,EX-EXB24-240W-40K-NO,"240 Watts / 36\,000 Lumens",4000K
EX-EXB24,EX-EXB24-240W-40K-NO-HV,"240 Watts / 36\,000 Lumens",4000K
EX-EXB24,EX-EXB24-240W-50K-OCC1,"240 Watts / 36\,000 Lumens",5000K
EX-EXB24,EX-EXB24-240W-50K-OCC1-HV,"240 Watts / 36\,000 Lumens",5000K
EX-EXB24,EX-EXB24-240W-50K-OCC2,"240 Watts / 36\,000 Lumens",5000K
EX-EXB24,EX-EXB24-240W-50K-OCC2-HV,"240 Watts / 36\,000 Lumens",5000K
EX-EXB24,EX-EXB24-240W-50K-NO,"240 Watts / 36\,000 Lumens",5000K
EX-EXB24,EX-EXB24-240W-50K-NO-HV,"240 Watts / 36\,000 Lumens",5000K
EX-EXRK,EX-EXRK-60W-30K-HV250,"60 Watts / 7\,800 Lumens",3000K
EX-EXRK,EX-EXRK-60W-30K-HV350,"60 Watts / 7\,800 Lumens",3000K
EX-EXRK,EX-EXRK-60W-30K,"60 Watts / 7\,800 Lumens",3000K
EX-EXRK,EX-EXRK-60W-40K-HV250,"60 Watts / 7\,800 Lumens",4000K
EX-EXRK,EX-EXRK-60W-40K-HV350,"60 Watts / 7\,800 Lumens",4000K
EX-EXRK,EX-EXRK-60W-40K,"60 Watts / 7\,800 Lumens",4000K
EX-EXRK,EX-EXRK-60W-50K-HV250,"60 Watts / 7\,800 Lumens",5000K
EX-EXRK,EX-EXRK-60W-50K-HV350,"60 Watts / 7\,800 Lumens",5000K
EX-EXRK,EX-EXRK-60W-50K,"60 Watts / 7\,800 Lumens",5000K
EX-EXRK,EX-EXRK-80W-30K-HV250,"80 Watts / 10\,400 Lumens",3000K
EX-EXRK,EX-EXRK-80W-30K-HV350,"80 Watts / 10\,400 Lumens",3000K
EX-EXRK,EX-EXRK-80W-30K,"80 Watts / 10\,400 Lumens",3000K
EX-EXRK,EX-EXRK-80W-40K-HV250,"80 Watts / 10\,400 Lumens",4000K
EX-EXRK,EX-EXRK-80W-40K-HV350,"80 Watts / 10\,400 Lumens",4000K
EX-EXRK,EX-EXRK-80W-40K,"80 Watts / 10\,400 Lumens",4000K
EX-EXRK,EX-EXRK-80W-50K-HV250,"80 Watts / 10\,400 Lumens",5000K
EX-EXRK,EX-EXRK-80W-50K-HV350,"80 Watts / 10\,400 Lumens",5000K
EX-EXRK,EX-EXRK-80W-50K,"80 Watts / 10\,400 Lumens",5000K
EX-EXRK,EX-EXRK-120W-30K-HV250,"120 Watts / 15\,600 Lumens",3000K
EX-EXRK,EX-EXRK-120W-30K-HV350,"120 Watts / 15\,600 Lumens",3000K
EX-EXRK,EX-EXRK-120W-30K,"120 Watts / 15\,600 Lumens",3000K
EX-EXRK,EX-EXRK-120W-40K-HV250,"120 Watts / 15\,600 Lumens",4000K
EX-EXRK,EX-EXRK-120W-40K-HV350,"120 Watts / 15\,600 Lumens",4000K
EX-EXRK,EX-EXRK-120W-40K,"120 Watts / 15\,600 Lumens",4000K
EX-EXRK,EX-EXRK-120W-50K-HV250,"120 Watts / 15\,600 Lumens",5000K
EX-EXRK,EX-EXRK-120W-50K-HV350,"120 Watts / 15\,600 Lumens",5000K
EX-EXRK,EX-EXRK-120W-50K,"120 Watts / 15\,600 Lumens",5000K
EX-EXRK,EX-EXRK-150W-30K-HV250,"150 Watts / 19\,500 Lumens",3000K
EX-EXRK,EX-EXRK-150W-30K-HV350,"150 Watts / 19\,500 Lumens",3000K
EX-EXRK,EX-EXRK-150W-30K,"150 Watts / 19\,500 Lumens",3000K
EX-EXRK,EX-EXRK-150W-40K-HV250,"150 Watts / 19\,500 Lumens",4000K
EX-EXRK,EX-EXRK-150W-40K-HV350,"150 Watts / 19\,500 Lumens",4000K
EX-EXRK,EX-EXRK-150W-40K,"150 Watts / 19\,500 Lumens",4000K
EX-EXRK,EX-EXRK-150W-50K-HV250,"150 Watts / 19\,500 Lumens",5000K
EX-EXRK,EX-EXRK-150W-50K-HV350,"150 Watts / 19\,500 Lumens",5000K
EX-EXRK,EX-EXRK-150W-50K,"150 Watts / 19\,500 Lumens",5000K
EX-EXRK,EX-EXRK-320W-30K-HV250,"320 Watts / 41\,600 Lumens",3000K
EX-EXRK,EX-EXRK-320W-30K-HV350,"320 Watts / 41\,600 Lumens",3000K
EX-EXRK,EX-EXRK-320W-30K,"320 Watts / 41\,600 Lumens",3000K
EX-EXRK,EX-EXRK-320W-40K-HV250,"320 Watts / 41\,600 Lumens",4000K
EX-EXRK,EX-EXRK-320W-40K-HV350,"320 Watts / 41\,600 Lumens",4000K
EX-EXRK,EX-EXRK-320W-40K,"320 Watts / 41\,600 Lumens",4000K
EX-EXRK,EX-EXRK-320W-50K-HV250,"320 Watts / 41\,600 Lumens",5000K
EX-EXRK,EX-EXRK-320W-50K-HV350,"320 Watts / 41\,600 Lumens",5000K
EX-EXRK,EX-EXRK-320W-50K,"320 Watts / 41\,600 Lumens",5000K
EX-BFL,EX-BFL-10W-30K,"10 Watts / 1\,000 Lumens",3000K
EX-BFL,EX-BFL-10W-40K,"10 Watts / 1\,000 Lumens",4000K
EX-BFL,EX-BFL-10W-50K,"10 Watts / 1\,000 Lumens",5000K
EX-BFL,EX-BFL-20W-30K,"20 Watts / 2\,000 Lumens",3000K
EX-BFL,EX-BFL-20W-40K,"20 Watts / 2\,000 Lumens",4000K
EX-BFL,EX-BFL-20W-50K,"20 Watts / 2\,000 Lumens",5000K
EX-WPMN,EX-WPMN-15W-40K,"15 Watts / 1\,650 Lumens",4000K
EX-WPMN,EX-WPMN-15W-50K,"15 Watts / 1\,650 Lumens",5000K
EX-WPMN,EX-WPMN-25W-40K,"25 Watts / 2\,750 Lumens",4000K
EX-WPMN,EX-WPMN-25W-50K,"25 Watts / 2\,750 Lumens",5000K
EX-CPS-C,EX-CPS-C-40W-40K-,"40 Watts / 5\,200 Lumens",4000K
EX-CPS-C,EX-CPS-C-40W-40K-HV,"40 Watts / 5\,200 Lumens",4000K
EX-CPS-C,EX-CPS-C-40W-50K-,"40 Watts / 5\,200 Lumens",5000K
EX-CPS-C,EX-CPS-C-40W-50K-HV,"40 Watts / 5\,200 Lumens",5000K
EX-CPS-C,EX-CPS-C-60W-40K-,"60 Watts / 7\,800 Lumens",4000K
EX-CPS-C,EX-CPS-C-60W-40K-HV,"60 Watts / 7\,800 Lumens",4000K
EX-CPS-C,EX-CPS-C-60W-50K-,"60 Watts / 7\,800 Lumens",5000K
EX-CPS-C,EX-CPS-C-60W-50K-HV,"60 Watts / 7\,800 Lumens",5000K
EX-CB,EX-CB-100W-40K,"100 Watts / 15\,000 Lumens",4000K
EX-CB,EX-CB-100W-40K-HV,"100 Watts / 15\,000 Lumens",4000K
EX-CB,EX-CB-100W-50K,"100 Watts / 15\,000 Lumens",5000K
EX-CB,EX-CB-100W-50K-HV,"100 Watts / 15\,000 Lumens",5000K
EX-CB,EX-CB-150W-40K,"150 Watts / 22\,500 Lumens",4000K
EX-CB,EX-CB-150W-40K-HV,"150 Watts / 22\,500 Lumens",4000K
EX-CB,EX-CB-150W-50K,"150 Watts / 22\,500 Lumens",5000K
EX-CB,EX-CB-150W-50K-HV,"150 Watts / 22\,500 Lumens",5000K
EX-PTK,EX-PTK-50W-40K-PCN-BK,"50 Watts / 6\,500 Lumens",4000K
EX-PTK,EX-PTK-50W-40K-PCN-BK-HV,"50 Watts / 6\,500 Lumens",4000K
EX-PTK,EX-PTK-50W-40K-PCN-WH,"50 Watts / 6\,500 Lumens",4000K
EX-PTK,EX-PTK-50W-40K-PCN-WH-HV,"50 Watts / 6\,500 Lumens",4000K
EX-PTK,EX-PTK-50W-40K-PCN-GR,"50 Watts / 6\,500 Lumens",4000K
EX-PTK,EX-PTK-50W-40K-PCN-GR-HV,"50 Watts / 6\,500 Lumens",4000K
EX-PTK,EX-PTK-50W-50K-PCN-BK,"50 Watts / 6\,500 Lumens",5000K
EX-PTK,EX-PTK-50W-50K-PCN-BK-HV,"50 Watts / 6\,500 Lumens",5000K
EX-PTK,EX-PTK-50W-50K-PCN-WH,"50 Watts / 6\,500 Lumens",5000K
EX-PTK,EX-PTK-50W-50K-PCN-WH-HV,"50 Watts / 6\,500 Lumens",5000K
EX-PTK,EX-PTK-50W-50K-PCN-GR,"50 Watts / 6\,500 Lumens",5000K
EX-PTK,EX-PTK-50W-50K-PCN-GR-HV,"50 Watts / 6\,500 Lumens",5000K
EX-PTK,EX-PTK-70W-40K-PCN-BK,"70 Watts / 9\,100 Lumens",4000K
EX-PTK,EX-PTK-70W-40K-PCN-BK-HV,"70 Watts / 9\,100 Lumens",4000K
EX-PTK,EX-PTK-70W-40K-PCN-WH,"70 Watts / 9\,100 Lumens",4000K
EX-PTK,EX-PTK-70W-40K-PCN-WH-HV,"70 Watts / 9\,100 Lumens",4000K
EX-PTK,EX-PTK-70W-40K-PCN-GR,"70 Watts / 9\,100 Lumens",4000K
EX-PTK,EX-PTK-70W-40K-PCN-GR-HV,"70 Watts / 9\,100 Lumens",4000K
EX-PTK,EX-PTK-70W-50K-PCN-BK,"70 Watts / 9\,100 Lumens",5000K
EX-PTK,EX-PTK-70W-50K-PCN-BK-HV,"70 Watts / 9\,100 Lumens",5000K
EX-PTK,EX-PTK-70W-50K-PCN-WH,"70 Watts / 9\,100 Lumens",5000K
EX-PTK,EX-PTK-70W-50K-PCN-WH-HV,"70 Watts / 9\,100 Lumens",5000K
EX-PTK,EX-PTK-70W-50K-PCN-GR,"70 Watts / 9\,100 Lumens",5000K
EX-PTK,EX-PTK-70W-50K-PCN-GR-HV,"70 Watts / 9\,100 Lumens",5000K
EX-PTK,EX-PTK-100W-40K-PCN-BK,"100 Watts / 13\,000 Lumens",4000K
EX-PTK,EX-PTK-100W-40K-PCN-BK-HV,"100 Watts / 13\,000 Lumens",4000K
EX-PTK,EX-PTK-100W-40K-PCN-WH,"100 Watts / 13\,000 Lumens",4000K
EX-PTK,EX-PTK-100W-40K-PCN-WH-HV,"100 Watts / 13\,000 Lumens",4000K
EX-PTK,EX-PTK-100W-40K-PCN-GR,"100 Watts / 13\,000 Lumens",4000K
EX-PTK,EX-PTK-100W-40K-PCN-GR-HV,"100 Watts / 13\,000 Lumens",4000K
EX-PTK,EX-PTK-100W-50K-PCN-BK,"100 Watts / 13\,000 Lumens",5000K
EX-PTK,EX-PTK-100W-50K-PCN-BK-HV,"100 Watts / 13\,000 Lumens",5000K
EX-PTK,EX-PTK-100W-50K-PCN-WH,"100 Watts / 13\,000 Lumens",5000K
EX-PTK,EX-PTK-100W-50K-PCN-WH-HV,"100 Watts / 13\,000 Lumens",5000K
EX-PTK,EX-PTK-100W-50K-PCN-GR,"100 Watts / 13\,000 Lumens",5000K
EX-PTK,EX-PTK-100W-50K-PCN-GR-HV,"100 Watts / 13\,000 Lumens",5000K
EX-PTK,EX-PTK-150W-40K-PCN-BK,"150 Watts / 19\,500 Lumens",4000K
EX-PTK,EX-PTK-150W-40K-PCN-BK-HV,"150 Watts / 19\,500 Lumens",4000K
EX-PTK,EX-PTK-150W-40K-PCN-WH,"150 Watts / 19\,500 Lumens",4000K
EX-PTK,EX-PTK-150W-40K-PCN-WH-HV,"150 Watts / 19\,500 Lumens",4000K
EX-PTK,EX-PTK-150W-40K-PCN-GR,"150 Watts / 19\,500 Lumens",4000K
EX-PTK,EX-PTK-150W-40K-PCN-GR-HV,"150 Watts / 19\,500 Lumens",4000K
EX-PTK,EX-PTK-150W-50K-PCN-BK,"150 Watts / 19\,500 Lumens",5000K
EX-PTK,EX-PTK-150W-50K-PCN-BK-HV,"150 Watts / 19\,500 Lumens",5000K
EX-PTK,EX-PTK-150W-50K-PCN-WH,"150 Watts / 19\,500 Lumens",5000K
EX-PTK,EX-PTK-150W-50K-PCN-WH-HV,"150 Watts / 19\,500 Lumens",5000K
EX-PTK,EX-PTK-150W-50K-PCN-GR,"150 Watts / 19\,500 Lumens",5000K
EX-PTK,EX-PTK-150W-50K-PCN-GR-HV,"150 Watts / 19\,500 Lumens",5000K
EX-EXAL,EX-EXAL-50W-30K-OCC-BK,"50 Watts / 7\,000 Lumens",3000K
EX-EXAL,EX-EXAL-50W-30K-OCC-BK-HV,"50 Watts / 7\,000 Lumens",3000K
EX-EXAL,EX-EXAL-50W-30K-OCC-WH,"50 Watts / 7\,000 Lumens",3000K
EX-EXAL,EX-EXAL-50W-30K-OCC-WH-HV,"50 Watts / 7\,000 Lumens",3000K
EX-EXAL,EX-EXAL-50W-30K-OCC-GR,"50 Watts / 7\,000 Lumens",3000K
EX-EXAL,EX-EXAL-50W-30K-OCC-GR-HV,"50 Watts / 7\,000 Lumens",3000K
EX-EXAL,EX-EXAL-50W-30K-PCN-BK,"50 Watts / 7\,000 Lumens",3000K
EX-EXAL,EX-EXAL-50W-30K-PCN-BK-HV,"50 Watts / 7\,000 Lumens",3000K
EX-EXAL,EX-EXAL-50W-30K-PCN-WH,"50 Watts / 7\,000 Lumens",3000K
EX-EXAL,EX-EXAL-50W-30K-PCN-WH-HV,"50 Watts / 7\,000 Lumens",3000K
EX-EXAL,EX-EXAL-50W-30K-PCN-GR,"50 Watts / 7\,000 Lumens",3000K
EX-EXAL,EX-EXAL-50W-30K-PCN-GR-HV,"50 Watts / 7\,000 Lumens",3000K
EX-EXAL,EX-EXAL-50W-40K-OCC-BK,"50 Watts / 7\,000 Lumens",4000K
EX-EXAL,EX-EXAL-50W-40K-OCC-BK-HV,"50 Watts / 7\,000 Lumens",4000K
EX-EXAL,EX-EXAL-50W-40K-OCC-WH,"50 Watts / 7\,000 Lumens",4000K
EX-EXAL,EX-EXAL-50W-40K-OCC-WH-HV,"50 Watts / 7\,000 Lumens",4000K
EX-EXAL,EX-EXAL-50W-40K-OCC-GR,"50 Watts / 7\,000 Lumens",4000K
EX-EXAL,EX-EXAL-50W-40K-OCC-GR-HV,"50 Watts / 7\,000 Lumens",4000K
EX-EXAL,EX-EXAL-50W-40K-PCN-BK,"50 Watts / 7\,000 Lumens",4000K
EX-EXAL,EX-EXAL-50W-40K-PCN-BK-HV,"50 Watts / 7\,000 Lumens",4000K
EX-EXAL,EX-EXAL-50W-40K-PCN-WH,"50 Watts / 7\,000 Lumens",4000K
EX-EXAL,EX-EXAL-50W-40K-PCN-WH-HV,"50 Watts / 7\,000 Lumens",4000K
EX-EXAL,EX-EXAL-50W-40K-PCN-GR,"50 Watts / 7\,000 Lumens",4000K
EX-EXAL,EX-EXAL-50W-40K-PCN-GR-HV,"50 Watts / 7\,000 Lumens",4000K
EX-EXAL,EX-EXAL-50W-50K-OCC-BK,"50 Watts / 7\,000 Lumens",5000K
EX-EXAL,EX-EXAL-50W-50K-OCC-BK-HV,"50 Watts / 7\,000 Lumens",5000K
EX-EXAL,EX-EXAL-50W-50K-OCC-WH,"50 Watts / 7\,000 Lumens",5000K
EX-EXAL,EX-EXAL-50W-50K-OCC-WH-HV,"50 Watts / 7\,000 Lumens",5000K
EX-EXAL,EX-EXAL-50W-50K-OCC-GR,"50 Watts / 7\,000 Lumens",5000K
EX-EXAL,EX-EXAL-50W-50K-OCC-GR-HV,"50 Watts / 7\,000 Lumens",5000K
EX-EXAL,EX-EXAL-50W-50K-PCN-BK,"50 Watts / 7\,000 Lumens",5000K
EX-EXAL,EX-EXAL-50W-50K-PCN-BK-HV,"50 Watts / 7\,000 Lumens",5000K
EX-EXAL,EX-EXAL-50W-50K-PCN-WH,"50 Watts / 7\,000 Lumens",5000K
EX-EXAL,EX-EXAL-50W-50K-PCN-WH-HV,"50 Watts / 7\,000 Lumens",5000K
EX-EXAL,EX-EXAL-50W-50K-PCN-GR,"50 Watts / 7\,000 Lumens",5000K
EX-EXAL,EX-EXAL-50W-50K-PCN-GR-HV,"50 Watts / 7\,000 Lumens",5000K
EX-EXAL,EX-EXAL-80W-30K-OCC-BK,"80 Watts / 11\,200 Lumens",3000K
EX-EXAL,EX-EXAL-80W-30K-OCC-BK-HV,"80 Watts / 11\,200 Lumens",3000K
EX-EXAL,EX-EXAL-80W-30K-OCC-WH,"80 Watts / 11\,200 Lumens",3000K
EX-EXAL,EX-EXAL-80W-30K-OCC-WH-HV,"80 Watts / 11\,200 Lumens",3000K
EX-EXAL,EX-EXAL-80W-30K-OCC-GR,"80 Watts / 11\,200 Lumens",3000K
EX-EXAL,EX-EXAL-80W-30K-OCC-GR-HV,"80 Watts / 11\,200 Lumens",3000K
EX-EXAL,EX-EXAL-80W-30K-PCN-BK,"80 Watts / 11\,200 Lumens",3000K
EX-EXAL,EX-EXAL-80W-30K-PCN-BK-HV,"80 Watts / 11\,200 Lumens",3000K
EX-EXAL,EX-EXAL-80W-30K-PCN-WH,"80 Watts / 11\,200 Lumens",3000K
EX-EXAL,EX-EXAL-80W-30K-PCN-WH-HV,"80 Watts / 11\,200 Lumens",3000K
EX-EXAL,EX-EXAL-80W-30K-PCN-GR,"80 Watts / 11\,200 Lumens",3000K
EX-EXAL,EX-EXAL-80W-30K-PCN-GR-HV,"80 Watts / 11\,200 Lumens",3000K
EX-EXAL,EX-EXAL-80W-40K-OCC-BK,"80 Watts / 11\,200 Lumens",4000K
EX-EXAL,EX-EXAL-80W-40K-OCC-BK-HV,"80 Watts / 11\,200 Lumens",4000K
BL-HBRE,BL-HBRE-14L-4K,"100 Watts / 14\,497 Lumens",4000K
BL-HBRE,BL-HBRE-14L-5K,"100 Watts / 14\,497 Lumens",5000K
BL-HBRE,BL-HBRE-21L-4K,"150 Watts / 20\,859 Lumens",4000K
BL-HBRE,BL-HBRE-21L-5K,"150 Watts / 20\,859 Lumens",5000K
BL-HBRE,BL-HBRE-28L-4K,"200 Watts / 28\,341 Lumens",4000K
BL-HBRE,BL-HBRE-28L-5K,"200 Watts / 28\,341 Lumens",5000K
BL-HBRE,BL-HBRE-34L-4K,"241 Watts / 33\,552 Lumens",4000K
BL-HBRE,BL-HBRE-34L-5K,"241 Watts / 33\,552 Lumens",5000K
BL-HBLA,BL-HBLA-15L-4K,"110 Watts / 15\,000 Lumens",4000K
BL-HBLA,BL-HBLA-15L-5K,"110 Watts / 15\,000 Lumens",5000K
BL-HBLA,BL-HBLA-23L-4K,"165 Watts / 23\,000 Lumens",4000K
BL-HBLA,BL-HBLA-23L-5K,"165 Watts / 23\,000 Lumens",5000K
BL-HBLA,BL-HBLA-30L-4K,"220 Watts / 30\,000 Lumens",4000K
BL-HBLA,BL-HBLA-30L-5K,"220 Watts / 30\,000 Lumens",5000K
BL-PNL2X4,BL-PNL2X4-50L-35K-PRM,"40 Watts / 5\,000 Lumens",3500K
BL-PNL2X4,BL-PNL2X4-50L-4K-PRM,"40 Watts / 5\,000 Lumens",4000K
BL-PNL2X4,BL-PNL2X4-50L-5K-PRM,"40 Watts / 5\,000 Lumens",5000K
BL-PNL2X4,BL-PNL2X4-70L-35K-PRM,"55 Watts / 7\,000 Lumens",3500K
BL-PNL2X4,BL-PNL2X4-70L-4K-PRM,"55 Watts / 7\,000 Lumens",4000K
BL-PNL2X4,BL-PNL2X4-70L-5K-PRM,"55 Watts / 7\,000 Lumens",5000K
RP-8162H,RP-8162H-50-30,"50 Watts / 3438 Lumens",3000K
RP-8162H,RP-8162H-50-40,"50 Watts / 3438 Lumens",4000K
RP-8162H,RP-8162H-60-30,"60 Watts / 4265 Lumens",3000K
RP-8162H,RP-8162H-60-40,"60 Watts / 4265 Lumens",4000K
RP-8162H,RP-8162H-70-30,"70 Watts / 4921 Lumens",3000K
RP-8162H,RP-8162H-70-40,"70 Watts / 4921 Lumens",4000K
RP-8162H,RP-8162H-90-30,"90 Watts / 5798 Lumens",3000K
RP-8162H,RP-8162H-90-40,"90 Watts / 5798 Lumens",4000K
TPZ-F-BL,40W/40K/BZ-95,"40 Watts  / 5\,000 Lumens",4000K
TPZ-F-BL,40W/40K/GR-95,"40 Watts  / 5\,000 Lumens",4000K
TPZ-F-BL,40W/50K/BZ-95,"40 Watts  / 5\,000 Lumens",6000K
TPZ-F-BL,40W/50K/GR-95,"40 Watts  / 5\,000 Lumens",6000K
TPZ-F-BL,60W/40K/BZ-95,"60 Watts / 7\,500 Lumens",4000K
TPZ-F-BL,60W/40K/GR-95,"60 Watts / 7\,500 Lumens",4000K
TPZ-F-BL,60W/50K/BZ-95,"60 Watts / 7\,500 Lumens",6000K
TPZ-F-BL,60W/50K/GR-95,"60 Watts / 7\,500 Lumens",6000K
TPZ-F-WP,TPZ-F-WP-28-40-BZ-HE,"28 Watt / 3\,560 Lumen",4000K
TPZ-F-WP,TPZ-F-WP-28-50-BZ-HE,"28 Watt / 3\,560 Lumen",5000K
TPZ-F-WP,TPZ-F-WP-40-40-BZ-HE,"40 Watt / 5\, 380 Lumen",4000K
TPZ-F-WP,TPZ-F-WP-40-50-BZ-HE,"40 Watt / 5\, 380 Lumen",5000K
TPZ-F-WP,TPZ-F-WP-50-40-BZ-HE,"50 Watt / 6\,880 Lumen",4000K
TPZ-F-WP,TPZ-F-WP-50-50-BZ-HE,"50 Watt / 6\,880 Lumen",5000K
TPZ-F-WP,TPZ-F-WP-60-40-BZ-HE,"60 Watt / 8\,055 Lumen",4000K
TPZ-F-WP,TPZ-F-WP-60-50-BZ-HE,"60 Watt / 8\,055 Lumen",5000K
TPZ-F-WP,TPZ-F-WP-10-40-BZ-HE,"100 Watt / 13\, 810 Lumen",4000K
TPZ-F-WP,TPZ-F-WP-10-50-BZ-HE,"100 Watt / 13\, 810 Lumen",5000K
TPZ-F-WP,TPZ-F-WP-12-40-BZ-HE,"120 Watt / 16\, 945 Lumen",4000K
TPZ-F-WP,TPZ-F-WP-12-50-BZ-HE,"120 Watt / 16\, 945 Lumen",5000K
TPZ-LBR40,TPZ-LBR40-11/827/D-46,"11 Watts / 940 Lumens",2700K
TPZ-LBR40,TPZ-LBR40-11/830/D-46,"11 Watts / 940 Lumens",3000K
TPZ-LBR40,TPZ-LBR40-11/840/D-46,"11 Watts / 940 Lumens",4000K
TPZ-LBR40,TPZ-LBR40-11/850/D-46,"11 Watts / 940 Lumens",5000K
TPZ-LBR40,TPZ-LBR40-16/827/D-46,"16 Watts / 1\,200 Lumens",2700K
TPZ-LBR40,TPZ-LBR40-16/830/D-46,"16 Watts / 1\,200 Lumens",3000K
TPZ-LBR40,TPZ-LBR40-16/840/D-46,"16 Watts / 1\,200 Lumens",4000K
TPZ-LBR40,TPZ-LBR40-16/850/D-46,"16 Watts / 1\,200 Lumens",5000K
ML-RDIS-22LED,ML-RDIS-22LED-28DMVFR-30,"28 Watts / 3\,498 Lumens",3000K
ML-RDIS-22LED,ML-RDIS-22LED-28DMVFR-35,"28 Watts / 3\,498 Lumens",3500K
ML-RDIS-22LED,ML-RDIS-22LED-28DMVFR-40,"28 Watts / 3\,498 Lumens",4000K
ML-RDIS-22LED,ML-RDIS-22LED-28DMVFR-50,"28 Watts / 3\,498 Lumens",5000K
ML-RDIS-22LED,ML-RDIS-22LED-35DMVFR-30,"35 Watts / 4\,200 Lumens",3000K
ML-RDIS-22LED,ML-RDIS-22LED-35DMVFR-35,"35 Watts / 4\,200 Lumens",3500K
ML-RDIS-22LED,ML-RDIS-22LED-35DMVFR-40,"35 Watts / 4\,200 Lumens",4000K
ML-RDIS-22LED,ML-RDIS-22LED-35DMVFR-50,"35 Watts / 4\,200 Lumens",5000K
ML-RDIS-14LED,ML-RDIS-14LED-32DMVFR-30,"32 Watts / 3\,620 Lumens",3000K
ML-RDIS-14LED,ML-RDIS-14LED-32DMVFR-35,"32 Watts / 3\,620 Lumens",3500K
ML-RDIS-14LED,ML-RDIS-14LED-32DMVFR-40,"32 Watts / 3\,620 Lumens",4000K
ML-RDIS-14LED,ML-RDIS-14LED-32DMVFR-50,"32 Watts / 3\,620 Lumens",5000K
ML-RDIS-14LED,ML-RDIS-14LED-48DMVFR-30,"48 Watts / 5\,450 Lumens",3000K
ML-RDIS-14LED,ML-RDIS-14LED-48DMVFR-35,"48 Watts / 5\,450 Lumens",3500K
ML-RDIS-14LED,ML-RDIS-14LED-48DMVFR-40,"48 Watts / 5\,450 Lumens",4000K
ML-RDIS-14LED,ML-RDIS-14LED-48DMVFR-50,"48 Watts / 5\,450 Lumens",5000K
ML-RDIS-24LED,ML-RDIS-24LED-48DMVFR-30,"48 Watts / 5\,448 Lumens",3000K
ML-RDIS-24LED,ML-RDIS-24LED-48DMVFR-35,"48 Watts / 5\,448 Lumens",3500K
ML-RDIS-24LED,ML-RDIS-24LED-48DMVFR-40,"48 Watts / 5\,448 Lumens",4000K
ML-RDIS-24LED,ML-RDIS-24LED-48DMVFR-50,"48 Watts / 5\,448 Lumens",5000K
ML-RDIS-24LED,ML-RDIS-24LED-57DMVFR-30,"57 Watts / 5\,825 Lumens",3000K
ML-RDIS-24LED,ML-RDIS-24LED-57DMVFR-35,"57 Watts / 5\,825 Lumens",3500K
ML-RDIS-24LED,ML-RDIS-24LED-57DMVFR-40,"57 Watts / 5\,825 Lumens",4000K
ML-RDIS-24LED,ML-RDIS-24LED-57DMVFR-50,"57 Watts / 5\,825 Lumens",5000K
BL-DR4FT,BL-DR4FT-11-35,"11 Watts / 1\,800 Lumens","3500K (11W model only)"
BL-DR4FT,BL-DR4FT-11-40,"11 Watts / 1\,800 Lumens","4000K (11W or 15W model)"
BL-DR4FT,BL-DR4FT-11-50,"11 Watts / 1\,800 Lumens","5000K (11W or 15W model)"
BL-DR4FT,BL-DR4FT-15-35,"15 Watts / 2\,200 Lumens","3500K (11W model only)"
BL-DR4FT,BL-DR4FT-15-40,"15 Watts / 2\,200 Lumens","4000K (11W or 15W model)"
BL-DR4FT,BL-DR4FT-15-50,"15 Watts / 2\,200 Lumens","5000K (11W or 15W model)"
TPZ-F-L24,TPZ-F-L24-20-35,"20 Watts / 2\,200 Lumens",3500K
TPZ-F-L24,TPZ-F-L24-20-40-1,"20 Watts / 2\,200 Lumens",4000K
TPZ-F-L24,TPZ-F-L24-20-50-1-1,"20 Watts / 2\,200 Lumens",5000K
TPZ-F-L24,TPZ-F-L24-30-35,"30 Watts / 3\,300 Lumens",3500K
TPZ-F-L24,TPZ-F-L24-30-40-1,"30 Watts / 3\,300 Lumens",4000K
TPZ-F-L24,TPZ-F-L24-30-50-1-1,"30 Watts / 3\,300 Lumens",5000K
TPZ-F-L22,TPZ-F-L22-20-40-1,"20 Watts / 2\,200 Lumens",4000K
TPZ-F-L22,TPZ-F-L22-20-50-1,"20 Watts / 2\,200 Lumens",5000K
TPZ-F-L22,TPZ-F-L22-30-40-1,"30 Watts / 3\,300 Lumens",4000K
