parent_sku,child_sku,watteg_&_lumen_option,Color_Temperature
ML-LPLIA-48LED1U2D,ML-LPLIA-48LED1U2D-60DMVWH-40H4W5,"60W / 2\,630L Up / 5\,260L Down",4000K
ML-LPLIA-48LED1U2D,ML-LPLIA-48LED1U2D-60DMVWH-50H4W5,"60W / 2\,630L Up / 5\,260L Down",5000K
ML-AIOCSW,ML-AIOCSW-48LED45DMVSA-30H6W5,"45 Watts / 4\,900 Lumens",3000K
ML-AIOCSW,ML-AIOCSW-48LED45DMVSA-40H6W5,"45 Watts / 4\,900 Lumens",4000K
ML-AIOCSW,ML-AIOCSW-48LED45DMVSA-50H6W5,"45 Watts / 4\,900 Lumens",5000K
ML-AIOCSW,ML-AIOCSW-96LED45DMVSA-30H6W5,"90 Watts / 10\,000 Lumens",3000K
ML-AIOCSW,ML-AIOCSW-96LED45DMVSA-40H6W5,"90 Watts / 10\,000 Lumens",4000K
ML-AIOCSW,ML-AIOCSW-96LED45DMVSA-50H6W5,"90 Watts / 10\,000 Lumens",5000K
ML-SQ44-4X4LED,ML-SQ44-4X4LED-96DMVWHSF-30H4W5,"96 Watts / 9\,600 Lumens",3000K
ML-SQ44-4X4LED,ML-SQ44-4X4LED-96DMVWHSF-35H4W5,"96 Watts / 9\,600 Lumens",3500K
ML-SQ44-4X4LED,ML-SQ44-4X4LED-96DMVWHSF-40H4W5,"96 Watts / 9\,600 Lumens",4000K
ML-SQ44-4X4LED,ML-SQ44-4X4LED-96DMVWHSF-50H4W5,"96 Watts / 9\,600 Lumens",5000K
ML-SQ44-4X4LED,ML-SQ44-4X4LED-128DMVWHSF-30H4W5,"128 Watts / 12\,800 Lumens",3000K
ML-SQ44-4X4LED,ML-SQ44-4X4LED-128DMVWHSF-35H4W5,"128 Watts / 12\,800 Lumens",3500K
ML-SQ44-4X4LED,ML-SQ44-4X4LED-128DMVWHSF-40H4W5,"128 Watts / 12\,800 Lumens",4000K
ML-SQ44-4X4LED,ML-SQ44-4X4LED-128DMVWHSF-50H4W5,"128 Watts / 12\,800 Lumens",5000K
ML-L66-P96LED1U2D,ML-L66-P96LED1U2D-72DMVWHSF-30H4W5,"72W 2\,400L Up / 4\,800L Down",3000K
ML-L66-P96LED1U2D,ML-L66-P96LED1U2D-72DMVWHSF-35H4W5,"72W 2\,400L Up / 4\,800L Down",3500K
ML-L66-P96LED1U2D,ML-L66-P96LED1U2D-72DMVWHSF-40H4W5,"72W 2\,400L Up / 4\,800L Down",4000K
ML-L66-P96LED1U2D,ML-L66-P96LED1U2D-72DMVWHSF-50H4W5,"72W 2\,400L Up / 4\,800L Down",5000K
ML-L66-P96LED1U2D,ML-L66-P96LED1U2D-108DMVWHSF-30H4W5,"108W 3\,600L Up / 7\,200L Down",3000K
ML-L66-P96LED1U2D,ML-L66-P96LED1U2D-108DMVWHSF-35H4W5,"108W 3\,600L Up / 7\,200L Down",3500K
ML-L66-P96LED1U2D,ML-L66-P96LED1U2D-108DMVWHSF-40H4W5,"108W 3\,600L Up / 7\,200L Down",4000K
ML-L66-P96LED1U2D,ML-L66-P96LED1U2D-108DMVWHSF-50H4W5,"108W 3\,600L Up / 7\,200L Down",5000K
ML-L66-P48LED1U2D,ML-L66-P48LED1U2D-36DMVWHSF-30H4W5,"36W 1\,200 Up / 2\,400 Down",3000K
ML-L66-P48LED1U2D,ML-L66-P48LED1U2D-36DMVWHSF-35H4W5,"36W 1\,200 Up / 2\,400 Down",3500K
ML-L66-P48LED1U2D,ML-L66-P48LED1U2D-36DMVWHSF-40H4W5,"36W 1\,200 Up / 2\,400 Down",4000K
ML-L66-P48LED1U2D,ML-L66-P48LED1U2D-36DMVWHSF-50H4W5,"36W 1\,200 Up / 2\,400 Down",5000K
ML-L66-P48LED1U2D,ML-L66-P48LED1U2D-72DMVWHSF-30H4W5,"72W 2\,400 Up / 4\,800 Down",3000K
ML-L66-P48LED1U2D,ML-L66-P48LED1U2D-72DMVWHSF-35H4W5,"72W 2\,400 Up / 4\,800 Down",3500K
ML-L66-P48LED1U2D,ML-L66-P48LED1U2D-72DMVWHSF-40H4W5,"72W 2\,400 Up / 4\,800 Down",4000K
ML-L66-P48LED1U2D,ML-L66-P48LED1U2D-72DMVWHSF-50H4W5,"72W 2\,400 Up / 4\,800 Down",5000K
ML-L66-P96LED,ML-L66-P96LED-48DMVWHSF-30H4W5,"48 Watts / 4\,800 Lumens",3000K
ML-L66-P96LED,ML-L66-P96LED-48DMVWHSF-35H4W5,"48 Watts / 4\,800 Lumens",3500K
ML-L66-P96LED,ML-L66-P96LED-48DMVWHSF-40H4W5,"48 Watts / 4\,800 Lumens",4000K
ML-L66-P96LED,ML-L66-P96LED-48DMVWHSF-50H4W5,"48 Watts / 4\,800 Lumens",5000K
ML-L66-P96LED,ML-L66-P96LED-97DMVWHSF-30H4W5,"97 Watts / 9\,600 Lumens",3000K
ML-L66-P96LED,ML-L66-P96LED-97DMVWHSF-35H4W5,"97 Watts / 9\,600 Lumens",3500K
ML-L66-P96LED,ML-L66-P96LED-97DMVWHSF-40H4W5,"97 Watts / 9\,600 Lumens",4000K
ML-L66-P96LED,ML-L66-P96LED-97DMVWHSF-50H4W5,"97 Watts / 9\,600 Lumens",5000K
ML-L66-P48LED,ML-L66-P48LED-24DMVWHSF-30H4W5,"24 Watts / 2\,400 Lumens",3000K
ML-L66-P48LED,ML-L66-P48LED-24DMVWHSF-35H4W5,"24 Watts / 2\,400 Lumens",3500K
ML-L66-P48LED,ML-L66-P48LED-24DMVWHSF-40H4W5,"24 Watts / 2\,400 Lumens",4000K
ML-L66-P48LED,ML-L66-P48LED-24DMVWHSF-50H4W5,"24 Watts / 2\,400 Lumens",5000K
ML-L66-P48LED,ML-L66-P48LED-48DMVWHSF-30H4W5,"48 Watts / 4\,800 Lumens",3000K
ML-L66-P48LED,ML-L66-P48LED-48DMVWHSF-35H4W5,"48 Watts / 4\,800 Lumens",3500K
ML-L66-P48LED,ML-L66-P48LED-48DMVWHSF-40H4W5,"48 Watts / 4\,800 Lumens",4000K
ML-L66-P48LED,ML-L66-P48LED-48DMVWHSF-50H4W5,"48 Watts / 4\,800 Lumens",5000K
ML-L45-P96LED1U2D,ML-L45-P96LED1U2D-72DMVWHSF-30H4W5,"72 Watts / 2\,400 Lumens",3000K
ML-L45-P96LED1U2D,ML-L45-P96LED1U2D-72DMVWHSF-35H4W5,"72 Watts / 2\,400 Lumens",3500K
ML-L45-P96LED1U2D,ML-L45-P96LED1U2D-72DMVWHSF-40H4W5,"72 Watts / 2\,400 Lumens",4000K
ML-L45-P96LED1U2D,ML-L45-P96LED1U2D-72DMVWHSF-50H4W5,"72 Watts / 2\,400 Lumens",5000K
ML-L45-P96LED1U2D,ML-L45-P96LED1U2D-108DMVWHSF-30H4W5,"108 Watts / 3\,600 Lumens",3000K
ML-L45-P96LED1U2D,ML-L45-P96LED1U2D-108DMVWHSF-35H4W5,"108 Watts / 3\,600 Lumens",3500K
ML-L45-P96LED1U2D,ML-L45-P96LED1U2D-108DMVWHSF-40H4W5,"108 Watts / 3\,600 Lumens",4000K
ML-L45-P96LED1U2D,ML-L45-P96LED1U2D-108DMVWHSF-50H4W5,"108 Watts / 3\,600 Lumens",5000K
ML-L45-P48LED1U2D,ML-L45-P48LED1U2D-36DMVWHSF-30H4W5,"36W 1200 Up - 2400 Down",3000K
ML-L45-P48LED1U2D,ML-L45-P48LED1U2D-36DMVWHSF-35H4W5,"36W 1200 Up - 2400 Down",3500K
ML-L45-P48LED1U2D,ML-L45-P48LED1U2D-36DMVWHSF-40H4W5,"36W 1200 Up - 2400 Down",4000K
ML-L45-P48LED1U2D,ML-L45-P48LED1U2D-36DMVWHSF-50H4W5,"36W 1200 Up - 2400 Down",5000K
ML-L45-P48LED1U2D,ML-L45-P48LED1U2D-54DMVWHSF-30H4W5,"54W 1800 Up - 3600 Down",3000K
ML-L45-P48LED1U2D,ML-L45-P48LED1U2D-54DMVWHSF-35H4W5,"54W 1800 Up - 3600 Down",3500K
ML-L45-P48LED1U2D,ML-L45-P48LED1U2D-54DMVWHSF-40H4W5,"54W 1800 Up - 3600 Down",4000K
ML-L45-P48LED1U2D,ML-L45-P48LED1U2D-54DMVWHSF-50H4W5,"54W 1800 Up - 3600 Down",5000K
ML-ATP,ML-ATP-48LED24DMVWHWHFR-30,"24 Watts / 2\,000 Lumens",3000K
ML-ATP,ML-ATP-48LED24DMVWHWHFR-35,"24 Watts / 2\,000 Lumens",3500K
ML-ATP,ML-ATP-48LED24DMVWHWHFR-40,"24 Watts / 2\,000 Lumens",4000K
ML-ATP,ML-ATP-48LED24DMVWHWHFR-50,"24 Watts / 2\,000 Lumens",5000K
ML-ATP,ML-ATP-48LED34DMVWHWHFR-30,"34 Watts / 3\,150 Lumens",3000K
ML-ATP,ML-ATP-48LED34DMVWHWHFR-35,"34 Watts / 3\,150 Lumens",3500K
ML-ATP,ML-ATP-48LED34DMVWHWHFR-40,"34 Watts / 3\,150 Lumens",4000K
ML-ATP,ML-ATP-48LED34DMVWHWHFR-50,"34 Watts / 3\,150 Lumens",5000K
ML-ATP,ML-ATP-48LED43DMVWHWHFR-30,"43 Watts / 4\,000 Lumens",3000K
ML-ATP,ML-ATP-48LED43DMVWHWHFR-35,"43 Watts / 4\,000 Lumens",3500K
ML-ATP,ML-ATP-48LED43DMVWHWHFR-40,"43 Watts / 4\,000 Lumens",4000K
ML-ATP,ML-ATP-48LED43DMVWHWHFR-50,"43 Watts / 4\,000 Lumens",5000K
ML-ATP,ML-ATP-48LED57DMVWHWHFR-30,"57 Watts / 5\,100 Lumens",3000K
ML-ATP,ML-ATP-48LED57DMVWHWHFR-35,"57 Watts / 5\,100 Lumens",3500K
ML-ATP,ML-ATP-48LED57DMVWHWHFR-40,"57 Watts / 5\,100 Lumens",4000K
ML-ATP,ML-ATP-48LED57DMVWHWHFR-50,"57 Watts / 5\,100 Lumens",5000K
ML-L44-P96LED,ML-L44-P96LED-48DMVWHSF-30H4W5,"48  Watts / 4\,800 Lumens",3000K
ML-L44-P96LED,ML-L44-P96LED-48DMVWHSF-35H4W5,"48  Watts / 4\,800 Lumens",3500K
ML-L44-P96LED,ML-L44-P96LED-48DMVWHSF-40H4W5,"48  Watts / 4\,800 Lumens","4000K (recommended)"
ML-L44-P96LED,ML-L44-P96LED-48DMVWHSF-50H4W5,"48  Watts / 4\,800 Lumens",5000K
ML-L44-P96LED,ML-L44-P96LED-97DMVWHSF-30H4W5,"97 Watts / 9\,600 Lumens",3000K
ML-L44-P96LED,ML-L44-P96LED-97DMVWHSF-35H4W5,"97 Watts / 9\,600 Lumens",3500K
ML-L44-P96LED,ML-L44-P96LED-97DMVWHSF-40H4W5,"97 Watts / 9\,600 Lumens","4000K (recommended)"
ML-L44-P96LED,ML-L44-P96LED-97DMVWHSF-50H4W5,"97 Watts / 9\,600 Lumens",5000K
ML-L44-P48LED,ML-L44-P48LED-24DMVWHSF-30H4W5,"24 Watts / 2\,400 Lumens",3000K
ML-L44-P48LED,ML-L44-P48LED-24DMVWHSF-35H4W5,"24 Watts / 2\,400 Lumens",3500K
ML-L44-P48LED,ML-L44-P48LED-24DMVWHSF-40H4W5,"24 Watts / 2\,400 Lumens","4000K (recommended)"
ML-L44-P48LED,ML-L44-P48LED-24DMVWHSF-50H4W5,"24 Watts / 2\,400 Lumens",5000K
ML-L44-P48LED,ML-L44-P48LED-48DMVWHSF-30H4W5,"48 Watts / 4\,800 Lumens",3000K
ML-L44-P48LED,ML-L44-P48LED-48DMVWHSF-35H4W5,"48 Watts / 4\,800 Lumens",3500K
ML-L44-P48LED,ML-L44-P48LED-48DMVWHSF-40H4W5,"48 Watts / 4\,800 Lumens","4000K (recommended)"
ML-L44-P48LED,ML-L44-P48LED-48DMVWHSF-50H4W5,"48 Watts / 4\,800 Lumens",5000K
ML-LD23-96LED,ML-LD23-96LED-56DMVWHFR-30H4W5,"56 Watts / 5\,600 Lumens",3000K
ML-LD23-96LED,ML-LD23-96LED-56DMVWHFR-35H4W5,"56 Watts / 5\,600 Lumens",3500K
ML-LD23-96LED,ML-LD23-96LED-56DMVWHFR-40H4W5,"56 Watts / 5\,600 Lumens",4000K
ML-LD23-96LED,ML-LD23-96LED-56DMVWHFR-50H4W5,"56 Watts / 5\,600 Lumens",5000K
ML-LD23-96LED,ML-LD23-96LED-62DMVWHFR-30H4W5,"62 Watts / 6\,200 Lumens",3000K
ML-LD23-96LED,ML-LD23-96LED-62DMVWHFR-35H4W5,"62 Watts / 6\,200 Lumens",3500K
ML-LD23-96LED,ML-LD23-96LED-62DMVWHFR-40H4W5,"62 Watts / 6\,200 Lumens",4000K
ML-LD23-96LED,ML-LD23-96LED-62DMVWHFR-50H4W5,"62 Watts / 6\,200 Lumens",5000K
ML-LD23-96LED,ML-LD23-96LED-80DMVWHFR-30H4W5,"80 Watts / 8\,000 Lumens",3000K
ML-LD23-96LED,ML-LD23-96LED-80DMVWHFR-35H4W5,"80 Watts / 8\,000 Lumens",3500K
ML-LD23-96LED,ML-LD23-96LED-80DMVWHFR-40H4W5,"80 Watts / 8\,000 Lumens",4000K
ML-LD23-96LED,ML-LD23-96LED-80DMVWHFR-50H4W5,"80 Watts / 8\,000 Lumens",5000K
ML-L23-P96LED1U2D,ML-L23-P96LED1U2D-1U2D72DMVWHSF-30H6W5,"72 Watts / 2\,400 Lumens",3000K
ML-L23-P96LED1U2D,ML-L23-P96LED1U2D-1U2D72DMVWHSF-35H6W5,"72 Watts / 2\,400 Lumens",3500K
ML-L23-P96LED1U2D,ML-L23-P96LED1U2D-1U2D72DMVWHSF-40H6W5,"72 Watts / 2\,400 Lumens",4000K
ML-L23-P96LED1U2D,ML-L23-P96LED1U2D-1U2D72DMVWHSF-50H6W5,"72 Watts / 2\,400 Lumens",5000K
ML-L23-P96LED1U2D,ML-L23-P96LED1U2D-1U2D108DMVWHSF-30H6W5,"108 Watts / 3\,600 Lumens",3000K
ML-L23-P96LED1U2D,ML-L23-P96LED1U2D-1U2D108DMVWHSF-35H6W5,"108 Watts / 3\,600 Lumens",3500K
ML-L23-P96LED1U2D,ML-L23-P96LED1U2D-1U2D108DMVWHSF-40H6W5,"108 Watts / 3\,600 Lumens",4000K
ML-L23-P96LED1U2D,ML-L23-P96LED1U2D-1U2D108DMVWHSF-50H6W5,"108 Watts / 3\,600 Lumens",5000K
ML-L23-P48LED1U2D,ML-L23-P48LED1U2D-36DMVWHSF-30H6W5,"36 Watts / 600 Lumens",3000K
ML-L23-P48LED1U2D,ML-L23-P48LED1U2D-36DMVWHSF-35H6W5,"36 Watts / 600 Lumens",3500K
ML-L23-P48LED1U2D,ML-L23-P48LED1U2D-36DMVWHSF-40H6W5,"36 Watts / 600 Lumens",4000K
ML-L23-P48LED1U2D,ML-L23-P48LED1U2D-36DMVWHSF-50H6W5,"36 Watts / 600 Lumens",5000K
ML-L23-P48LED1U2D,ML-L23-P48LED1U2D-54DMVWHSF-30H6W5,"54 Watts / 3\,600 Lumens",3000K
ML-L23-P48LED1U2D,ML-L23-P48LED1U2D-54DMVWHSF-35H6W5,"54 Watts / 3\,600 Lumens",3500K
ML-L23-P48LED1U2D,ML-L23-P48LED1U2D-54DMVWHSF-40H6W5,"54 Watts / 3\,600 Lumens",4000K
ML-L23-P48LED1U2D,ML-L23-P48LED1U2D-54DMVWHSF-50H6W5,"54 Watts / 3\,600 Lumens",5000K
ML-L23-P96LED,ML-L23-P96LED-52DMVWHSF-30H6W5,"52 Watts / 5\,200 Lumens",3000K
ML-L23-P96LED,ML-L23-P96LED-52DMVWHSF-35H6W5,"52 Watts / 5\,200 Lumens",3500K
ML-L23-P96LED,ML-L23-P96LED-52DMVWHSF-40H6W5,"52 Watts / 5\,200 Lumens",4000K
ML-L23-P96LED,ML-L23-P96LED-52DMVWHSF-50H6W5,"52 Watts / 5\,200 Lumens",5000K
ML-L23-P96LED,ML-L23-P96LED-76DMVWHSF-30H6W5,"76 Watts / 7\,600 Lumens",3000K
ML-L23-P96LED,ML-L23-P96LED-76DMVWHSF-35H6W5,"76 Watts / 7\,600 Lumens",3500K
ML-L23-P96LED,ML-L23-P96LED-76DMVWHSF-40H6W5,"76 Watts / 7\,600 Lumens",4000K
ML-L23-P96LED,ML-L23-P96LED-76DMVWHSF-50H6W5,"76 Watts / 7\,600 Lumens",5000K
ML-L23-P96LED,ML-L23-P96LED-90DMVWHSF-30H6W5,"90 Watts / 9\,000 Lumens",3000K
ML-L23-P96LED,ML-L23-P96LED-90DMVWHSF-35H6W5,"90 Watts / 9\,000 Lumens",3500K
ML-L23-P96LED,ML-L23-P96LED-90DMVWHSF-40H6W5,"90 Watts / 9\,000 Lumens",4000K
ML-L23-P96LED,ML-L23-P96LED-90DMVWHSF-50H6W5,"90 Watts / 9\,000 Lumens",5000K
ML-L23-P48LED,ML-L23-P48LED-26DMVWHSF-30,"26 Watts / 2\,600 Lumens",3000K
ML-L23-P48LED,ML-L23-P48LED-26DMVWHSF-35,"26 Watts / 2\,600 Lumens",3500K
ML-L23-P48LED,ML-L23-P48LED-26DMVWHSF-40,"26 Watts / 2\,600 Lumens",4000K
ML-L23-P48LED,ML-L23-P48LED-26DMVWHSF-50,"26 Watts / 2\,600 Lumens",5000K
ML-L23-P48LED,ML-L23-P48LED-38DMVWHSF-30,"38 Watts / 3\,800 Lumens",3000K
ML-L23-P48LED,ML-L23-P48LED-38DMVWHSF-35,"38 Watts / 3\,800 Lumens",3500K
ML-L23-P48LED,ML-L23-P48LED-38DMVWHSF-40,"38 Watts / 3\,800 Lumens",4000K
ML-L23-P48LED,ML-L23-P48LED-38DMVWHSF-50,"38 Watts / 3\,800 Lumens",5000K
ML-L23-P48LED,ML-L23-P48LED-45DMVWHSF-30,"45 Watts / 4\,500 Lumens",3000K
ML-L23-P48LED,ML-L23-P48LED-45DMVWHSF-35,"45 Watts / 4\,500 Lumens",3500K
ML-L23-P48LED,ML-L23-P48LED-45DMVWHSF-40,"45 Watts / 4\,500 Lumens",4000K
ML-L23-P48LED,ML-L23-P48LED-45DMVWHSF-50,"45 Watts / 4\,500 Lumens",5000K
ML-41-96LED,ML-41-96LED-48DMV-30,"48 Watts / 5\,600 Lumens",3000K
ML-41-96LED,ML-41-96LED-48DMV-35,"48 Watts / 5\,600 Lumens",3500K
ML-41-96LED,ML-41-96LED-48DMV-40,"48 Watts / 5\,600 Lumens",4000K
ML-41-96LED,ML-41-96LED-48DMV-50,"48 Watts / 5\,600 Lumens",5000K
ML-41-96LED,ML-41-96LED-57DMV-30,"57 Watts / 6\,400 Lumens",3000K
ML-41-96LED,ML-41-96LED-57DMV-35,"57 Watts / 6\,400 Lumens",3500K
ML-41-96LED,ML-41-96LED-57DMV-40,"57 Watts / 6\,400 Lumens",4000K
ML-41-96LED,ML-41-96LED-57DMV-50,"57 Watts / 6\,400 Lumens",5000K
ML-41-96LED,ML-41-96LED-67DMV-30,"67 Watts / 7\,500 Lumens",3000K
ML-41-96LED,ML-41-96LED-67DMV-35,"67 Watts / 7\,500 Lumens",3500K
ML-41-96LED,ML-41-96LED-67DMV-40,"67 Watts / 7\,500 Lumens",4000K
ML-41-96LED,ML-41-96LED-67DMV-50,"67 Watts / 7\,500 Lumens",5000K
ML-41-48LED,ML-41-48LED-24DMV-30,"24 Watts / 2\,800 Lumens",3000K
ML-41-48LED,ML-41-48LED-24DMV-35,"24 Watts / 2\,800 Lumens",3500K
ML-41-48LED,ML-41-48LED-24DMV-40,"24 Watts / 2\,800 Lumens",4000K
ML-41-48LED,ML-41-48LED-24DMV-50,"24 Watts / 2\,800 Lumens",5000K
ML-41-48LED,ML-41-48LED-28DMV-30,"28 Watts / 3\,200 Lumens",3000K
ML-41-48LED,ML-41-48LED-28DMV-35,"28 Watts / 3\,200 Lumens",3500K
ML-41-48LED,ML-41-48LED-28DMV-40,"28 Watts / 3\,200 Lumens",4000K
ML-41-48LED,ML-41-48LED-28DMV-50,"28 Watts / 3\,200 Lumens",5000K
ML-41-48LED,ML-41-48LED-35DMV-30,"35 Watts / 4\,800 Lumens",3000K
ML-41-48LED,ML-41-48LED-35DMV-35,"35 Watts / 4\,800 Lumens",3500K
ML-41-48LED,ML-41-48LED-35DMV-40,"35 Watts / 4\,800 Lumens",4000K
ML-41-48LED,ML-41-48LED-35DMV-50,"35 Watts / 4\,800 Lumens",5000K
ML-42T-48LED,ML-42T-48LED-30DMVWHFR-30,"30 Watts / 3\,150 Lumens",3000K
ML-42T-48LED,ML-42T-48LED-30DMVWHFR-35,"30 Watts / 3\,150 Lumens",3500K
ML-42T-48LED,ML-42T-48LED-30DMVWHFR-40,"30 Watts / 3\,150 Lumens",4000K
ML-42T-48LED,ML-42T-48LED-30DMVWHFR-50,"30 Watts / 3\,150 Lumens",5000K
ML-42T-48LED,ML-42T-48LED-38DMVWHFR-30,"38 Watts / 3\,990 Lumens",3000K
ML-42T-48LED,ML-42T-48LED-38DMVWHFR-35,"38 Watts / 3\,990 Lumens",3500K
ML-42T-48LED,ML-42T-48LED-38DMVWHFR-40,"38 Watts / 3\,990 Lumens",4000K
ML-42T-48LED,ML-42T-48LED-38DMVWHFR-50,"38 Watts / 3\,990 Lumens",5000K
ML-42T-48LED,ML-42T-48LED-57DMVWHFR-30,"57 Watts / 5\,985 Lumens",3000K
ML-42T-48LED,ML-42T-48LED-57DMVWHFR-35,"57 Watts / 5\,985 Lumens",3500K
ML-42T-48LED,ML-42T-48LED-57DMVWHFR-40,"57 Watts / 5\,985 Lumens",4000K
ML-42T-48LED,ML-42T-48LED-57DMVWHFR-50,"57 Watts / 5\,985 Lumens",5000K
ML-44RSF-96LED,ML-44RSF-96LED-60DMV-30,"60 Watts / 6.952 Lumens",3000K
ML-44RSF-96LED,ML-44RSF-96LED-60DMV-35,"60 Watts / 6.952 Lumens",3500K
ML-44RSF-96LED,ML-44RSF-96LED-60DMV-40,"60 Watts / 6.952 Lumens",4000K
ML-44RSF-96LED,ML-44RSF-96LED-60DMV-50,"60 Watts / 6.952 Lumens",5000K
ML-44RSF-96LED,ML-44RSF-96LED-116DMV-30,"116 Watts / 13\,434 Lumens",3000K
ML-44RSF-96LED,ML-44RSF-96LED-116DMV-35,"116 Watts / 13\,434 Lumens",3500K
ML-44RSF-96LED,ML-44RSF-96LED-116DMV-40,"116 Watts / 13\,434 Lumens",4000K
ML-44RSF-96LED,ML-44RSF-96LED-116DMV-50,"116 Watts / 13\,434 Lumens",5000K
ML-44RSF-48LED,ML-44RSF-48LED-30DMV-30,"30 Watts / 3\,529 Lumens",3000K
ML-44RSF-48LED,ML-44RSF-48LED-30DMV-35,"30 Watts / 3\,529 Lumens",3500K
ML-44RSF-48LED,ML-44RSF-48LED-30DMV-40,"30 Watts / 3\,529 Lumens",4000K
ML-44RSF-48LED,ML-44RSF-48LED-30DMV-50,"30 Watts / 3\,529 Lumens",5000K
ML-44RSF-48LED,ML-44RSF-48LED-58DMV-30,"58 Watts / 6\,717 Lumens",3000K
ML-44RSF-48LED,ML-44RSF-48LED-58DMV-35,"58 Watts / 6\,717 Lumens",3500K
ML-44RSF-48LED,ML-44RSF-48LED-58DMV-40,"58 Watts / 6\,717 Lumens",4000K
ML-44RSF-48LED,ML-44RSF-48LED-58DMV-50,"58 Watts / 6\,717 Lumens",5000K
ML-44RSR-96LED,ML-44RSR-96LED-60DMV-30,"60 Watts / 7\,654 Lumens",3000K
ML-44RSR-96LED,ML-44RSR-96LED-60DMV-35,"60 Watts / 7\,654 Lumens",3500K
ML-44RSR-96LED,ML-44RSR-96LED-60DMV-40,"60 Watts / 7\,654 Lumens",4000K
ML-44RSR-96LED,ML-44RSR-96LED-60DMV-50,"60 Watts / 7\,654 Lumens",5000K
ML-44RSR-96LED,ML-44RSR-96LED-116DMV-30,"116 Watts / 14\,026 Lumens",3000K
ML-44RSR-96LED,ML-44RSR-96LED-116DMV-35,"116 Watts / 14\,026 Lumens",3500K
ML-44RSR-96LED,ML-44RSR-96LED-116DMV-40,"116 Watts / 14\,026 Lumens",4000K
ML-44RSR-96LED,ML-44RSR-96LED-116DMV-50,"116 Watts / 14\,026 Lumens",5000K
ML-44RSR-48LED,ML-44RSR-48LED-30DMV-30,"30 Watts / 3\,827 Lumens",3000K
ML-44RSR-48LED,ML-44RSR-48LED-30DMV-35,"30 Watts / 3\,827 Lumens",3500K
ML-44RSR-48LED,ML-44RSR-48LED-30DMV-40,"30 Watts / 3\,827 Lumens",4000K
ML-44RSR-48LED,ML-44RSR-48LED-30DMV-50,"30 Watts / 3\,827 Lumens",5000K
ML-44RSR-48LED,ML-44RSR-48LED-58DMV-30,"58 Watts / 7\,013 Lumens",3000K
ML-44RSR-48LED,ML-44RSR-48LED-58DMV-35,"58 Watts / 7\,013 Lumens",3500K
ML-44RSR-48LED,ML-44RSR-48LED-58DMV-40,"58 Watts / 7\,013 Lumens",4000K
ML-44RSR-48LED,ML-44RSR-48LED-58DMV-50,"58 Watts / 7\,013 Lumens",5000K
ML-1-96LED,ML-1-96LED-57DMV-30,"57 Watts / 7\,755 Lumens",3000K
ML-1-96LED,ML-1-96LED-57DMV-35,"57 Watts / 7\,755 Lumens",3500K
ML-1-96LED,ML-1-96LED-57DMV-40,"57 Watts / 7\,755 Lumens","4000K (recommended)"
ML-1-96LED,ML-1-96LED-57DMV-50,"57 Watts / 7\,755 Lumens",5000K
ML-1-96LED,ML-1-96LED-97DMV-30,"97 Watts / 12\,950 Lumens",3000K
ML-1-96LED,ML-1-96LED-97DMV-35,"97 Watts / 12\,950 Lumens",3500K
ML-1-96LED,ML-1-96LED-97DMV-40,"97 Watts / 12\,950 Lumens","4000K (recommended)"
ML-1-96LED,ML-1-96LED-97DMV-50,"97 Watts / 12\,950 Lumens",5000K
ML-1-96LED,ML-1-96LED-118DMV-30,"118 Watts / 15\,510 Lumens",3000K
ML-1-96LED,ML-1-96LED-118DMV-35,"118 Watts / 15\,510 Lumens",3500K
ML-1-96LED,ML-1-96LED-118DMV-40,"118 Watts / 15\,510 Lumens","4000K (recommended)"
ML-1-96LED,ML-1-96LED-118DMV-50,"118 Watts / 15\,510 Lumens",5000K
ML-1-48LED,ML-1-48LED-30DMV-30,"30 Watts / 4\,310 Lumens",3000K
ML-1-48LED,ML-1-48LED-30DMV-35,"30 Watts / 4\,310 Lumens",3500K
ML-1-48LED,ML-1-48LED-30DMV-40,"30 Watts / 4\,310 Lumens","4000K (recommended)"
ML-1-48LED,ML-1-48LED-30DMV-50,"30 Watts / 4\,310 Lumens",5000K
ML-1-48LED,ML-1-48LED-48DMV-30,"48 Watts / 6\,475 Lumens",3000K
ML-1-48LED,ML-1-48LED-48DMV-35,"48 Watts / 6\,475 Lumens",3500K
ML-1-48LED,ML-1-48LED-48DMV-40,"48 Watts / 6\,475 Lumens","4000K (recommended)"
ML-1-48LED,ML-1-48LED-48DMV-50,"48 Watts / 6\,475 Lumens",5000K
ML-1-48LED,ML-1-48LED-57DMV-30,"57 Watts / 7\,755 Lumens",3000K
ML-1-48LED,ML-1-48LED-57DMV-35,"57 Watts / 7\,755 Lumens",3500K
ML-1-48LED,ML-1-48LED-57DMV-40,"57 Watts / 7\,755 Lumens","4000K (recommended)"
ML-1-48LED,ML-1-48LED-57DMV-50,"57 Watts / 7\,755 Lumens",5000K
ML-LD23-48LED,ML-LD23-48LED-28DMVWHFR-30H4W5,"28 Watts / 2\,800 Lumens",3000K
ML-LD23-48LED,ML-LD23-48LED-28DMVWHFR-35H4W5,"28 Watts / 2\,800 Lumens",3500K
ML-LD23-48LED,ML-LD23-48LED-28DMVWHFR-40H4W5,"28 Watts / 2\,800 Lumens",4000K
ML-LD23-48LED,ML-LD23-48LED-28DMVWHFR-50H4W5,"28 Watts / 2\,800 Lumens",5000K
