SKU,family_count,family
TF-NOBL13W1000LD120WH,1,"Color Temperature (CCT)"
TF-CEOL11W912LMV,1,"Finish Options"
TF-CEOL13W1000LD120,1,"Finish Options"
TF-LWPFR15W1500LMV,1,"Color Temperature (CCT)"
LT-ICED-9521,5,"Trim Type Options,Wattage Options,Color Temperature (CCT),Finish Options,Beam Angle Options"
TF-MWPFRACL13W1000LD120,1,"Color Temperature (CCT)"
TF-SWPFRACL13W1000LD120,1,"Color Temperature (CCT)"
TF-F1010CLAC10L,1,"Wattage Options"
TF-WPCINCLPLED,1,"Finish Options"
TF-BPCINCLPLEDWH,1,"Finish Options"
TF-BCCINCLPLED,1,"Finish Options"
TF-CBPL11W912LMV,1,"Finish Options"
TF-CBPL13W1000LD120,1,"Finish Options"
TF-F1303L22W1824LMV,2,"Finish Options,Color Temperature (CCT)"
TF-F1303L23W1900LD120,2,"Finish Options,Color Temperature (CCT)"
TF-OUTEYMW15W1200LD120,2,"Finish Options,Color Temperature (CCT)"
LT-ICED-9521S,5,"Trim Type Options,Wattage Options,Color Temperature (CCT),Finish Options,Beam Angle Options"
TF-CV800L,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-OSL96L,2,"Wattage Options,Color Temperature (CCT)"
TF-OSL48L,2,"Wattage Options,Color Temperature (CCT)"
TF-SMC11L28W1700LD12030K,1,"Finish Options"
TF-TFC14L,2,"Wattage Options,Color Temperature (CCT)"
TF-TFC11L,2,"Wattage Options,Color Temperature (CCT)"
TF-RLWDFR48L,2,"Wattage Options,Color Temperature (CCT)"
TF-8RB501,2,"Wattage Options,Color Temperature (CCT)"
TF-8RB421,2,"Wattage Options,Color Temperature (CCT)"
TF-4RB501,2,"Wattage Options,Color Temperature (CCT)"
TF-4RB421,2,"Wattage Options,Color Temperature (CCT)"
TF-RFSFFR96L,2,"Wattage Options,Color Temperature (CCT)"
SP-xxxCLD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-RFSFFR48L,2,"Wattage Options,Color Temperature (CCT)"
SP-DC9xxD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-RFSFFR24LJ12W1200LDMV,1,"Color Temperature (CCT)"
TF-SM24CLY56W5650LVDMV,1,"Color Temperature (CCT)"
TF-SM22CLY28W2850LVDMV,1,"Color Temperature (CCT)"
SP-2-03xxD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-DFUCLL22L,2,"Wattage Options,Color Temperature (CCT)"
SP-2-02xxD-A,2,"Wattage & Lumen Options,Color Temperature (CCT)"
SP-2-02xxD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
SP-2-0246D-A,1,"Color Temperature (CCT)"
TF-FSFFR96L,1,"Wattage Options"
TF-FSFFR48L,1,"Wattage Options"
TF-SS213A48LY45W4500LDMV(20),1,"Color Temperature (CCT)"
SP-C091D,1,"Color Temperature (CCT)"
TF-SSSTSMW24LE27W2000LDMV(XX),1,"Color Temperature (CCT)"
SP-1015D,1,"Finish Options"
TF-SSSTWFR48LY46W5500LDMV(20)EM,1,"Color Temperature (CCT)"
SP-1018D,1,"Color Temperature (CCT)"
TF-SSSTWFR48L,2,"Wattage Options,Color Temperature (CCT)"
TF-SSSTWFR24L,2,"Wattage Options,Color Temperature (CCT)"
TF-LWDFR48L,2,"Wattage Options,Color Temperature (CCT)"
TF-555A48L,2,"Wattage Options,Color Temperature (CCT)"
SP-1130D,1,"Color Temperature (CCT)"
TF-555A24L,2,"Wattage Options,Color Temperature (CCT)"
SP-DC3xxD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
SP-DC318D-PD,1,"Color Temperature (CCT)"
SP-DC614D-PD,1,"Color Temperature (CCT)"
SP-DC8,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-WLINMW96LU,2,"Wattage Up/Down Options,Color Temperature (CCT)"
TF-WLINMW48LU,2,"Wattage Up/Down Options,Color Temperature (CCT)"
TF-66WSF96LU,2,"Wattage Up/Down Options,Color Temperature (CCT)"
TF-66WSF48LU,2,"Wattage Up/Down Options,Color Temperature (CCT)"
TF-66WSF96L,2,"Wattage Options,Color Temperature (CCT)"
TF-66WSF48L,2,"Wattage Options,Color Temperature (CCT)"
TF-LPCMW48L,2,"Wattage Options,Color Temperature (CCT)"
TF-LPCMW24L,2,"Wattage Options,Color Temperature (CCT)"
SP-DC018D-2G-C,2,"Color Temperature (CCT),Finish Options"
TF-LPCMW48LS40W4550LG120,1,"Color Temperature (CCT)"
TF-S96LT57W6400LW35DMV,1,"Color Temperature (CCT)"
SP-DCxxxD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-S60LT38W4070LW35DMV,1,"Color Temperature (CCT)"
TF-S48LT29W3200LW35DMV,1,"Color Temperature (CCT)"
SP-DCxxxD-PD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-LDED,1,"Fixture Size"
TF-LCR96L40W5200LMV,1,"Color Temperature (CCT)"
SP-DC0xxD,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-LCR48L18W2400LMV,1,"Color Temperature (CCT)"
TF-LRSFR48LS50W5600LDMV,1,"Color Temperature (CCT)"
SP-FL02xxD-PD-24,2,"Color Temperature (CCT),Finish Options"
TF-LRSFR24LS25W2800LDMV,1,"Color Temperature (CCT)"
TF-W4ASSF96L,2,"Wattage Options,Color Temperature (CCT)"
TF-W4ASSF48L,2,"Wattage Options,Color Temperature (CCT)"
TF-159A48L,1,"Wattage Options"
TF-159A24L,1,"Wattage Options"
SP-MDF032D,1,"Color Temperature (CCT)"
SP-MDF033D,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-209FR48LF48W5700LDMV,1,"Color Temperature (CCT)"
SP-MDF021D,1,"Color Temperature (CCT)"
TF-207FR448L,2,"Wattage Options,Color Temperature (CCT)"
SP-MDF075D,1,"Color Temperature (CCT)"
TF-207FR248L,2,"Wattage Options,Color Temperature (CCT)"
SP-W260D,1,"Color Temperature (CCT)"
SP-MDF036D,1,"Color Temperature (CCT)"
SP-MDF035D,1,"Color Temperature (CCT)"
TF-207FR224L,2,"Wattage Options,Color Temperature (CCT)"
SP-W160D,1,"Color Temperature (CCT)"
TF-EWPLR96L,2,"Wattage Options,Color Temperature (CCT)"
SP-W168D,1,"Color Temperature (CCT)"
TF-EWPLR48L,2,"Wattage Options,Color Temperature (CCT)"
TF-SHPFPELP,2,"Fixture Size,Color Temperature (CCT)"
SP-FL2103D-C,1,"Color Temperature (CCT)"
SP-FL2103D-A,1,"Color Temperature (CCT)"
SP-FL2103D-B,1,"Color Temperature (CCT)"
SP-3-0115D,1,"Color Temperature (CCT)"
TF-LLLSFHCNPF,1,"Fixture Options"
TF-LLLSFHCPF,1,"Fixture Options"
TF-FHBFR96L,2,"Wattage Options,Color Temperature (CCT)"
TF-FHBFR48L,2,"Wattage Options,Color Temperature (CCT)"
TF-SLPFR96LS96W9600LDMV,1,"Color Temperature (CCT)"
TF-SLPFR48LS48W5400LDMV,1,"Color Temperature (CCT)"
TF-LLLSH48L,1,"Color Temperature (CCT)"
SP-BH2D,1,"Color Temperature (CCT)"
TF-66PSF96LU,2,"Wattage Up/Down Options,Color Temperature (CCT)"
SP-BH3D,1,"Color Temperature (CCT)"
SP-3-0103D,1,"Color Temperature (CCT)"
TF-66PSF48LU,2,"Wattage Up/Down Options,Color Temperature (CCT)"
TF-66PSF96L,2,"Wattage Options,Color Temperature (CCT)"
TF-66PSF48L,2,"Wattage Options,Color Temperature (CCT)"
SP-3-4001D,1,"Color Temperature (CCT)"
SP-3-4041D,1,"Color Temperature (CCT)"
SP-3-4182D,1,"Color Temperature (CCT)"
SP-3-4121D,1,"Color Temperature (CCT)"
SP-3-3363D,1,"Color Temperature (CCT)"
SP-3-3383D,1,"Color Temperature (CCT)"
TF-SSSKDWBFR,2,"Size & Wattage Options,Color Temperature (CCT)"
SP-3-4310D,2,"Finish Options,Color Temperature (CCT)"
TF-SSSESFR24LJ20W2000L,2,"Voltage Options,Color Temperature (CCT)"
SP-3-4311D,1,"Color Temperature (CCT)"
TF-C96L,2,"Wattage Options,Color Temperature (CCT)"
TF-C48L,2,"Wattage Options,Color Temperature (CCT)"
TF-C24L,2,"Wattage Options,Color Temperature (CCT)"
SP-WP11A-20,1,"Color Temperature (CCT)"
TF-CRSF96L,2,"Wattage Options,Color Temperature (CCT)"
SP-CP01A-50W,1,"Color Temperature (CCT)"
TF-CRSF48L,2,"Wattage Options,Color Temperature (CCT)"
TF-CRSR96L,2,"Wattage Options,Color Temperature (CCT)"
TF-CRSR48L,2,"Wattage Options,Color Temperature (CCT)"
SP-C023-65,1,"Color Temperature (CCT)"
TF-SSSERFR96L,2,"Wattage Options,Color Temperature (CCT)"
TF-SSSERFR48L,2,"Wattage Options,Color Temperature (CCT)"
TF-SSSERFR24L,2,"Wattage Options,Color Temperature (CCT)"
SP-300WRD1,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-RRS96LE,1,"Wattage Options"
SP-xxxWRD-36W,1,"Color Temperature (CCT)"
TF-RRS48LE,2,"Wattage Options,Color Temperature (CCT)"
TF-RRS96L,2,"Wattage Options,Color Temperature (CCT)"
SP-648STD1,2,"Wattage & Lumen Options,Color Temperature (CCT)"
SP-624STD1,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-RRS48L,2,"Wattage Options,Color Temperature (CCT)"
TF-RRSFR96L,2,"Wattage Options,Color Temperature (CCT)"
TF-RRSFR48L,2,"Wattage Options,Color Temperature (CCT)"
TF-CITACL24L,2,"Wattage Options,Color Temperature (CCT)"
TF-CITACL48L,2,"Wattage Options,Color Temperature (CCT)"
SP-3-1010D-3W,1,"Color Temperature (CCT)"
SP-3-1020D-4W,1,"Color Temperature (CCT)"
TF-HBC,2,"Wattage Options,Color Temperature (CCT)"
TF-HBC48L,2,"Wattage Options,Color Temperature (CCT)"
DG-TV2C32X10,1,"Voltage Options"
DG-TV3C3,2,"Wattage Options,Mounting Options"
TF-SSHBG48L,2,"Wattage  Options,Color Temperature (CCT)"
DG-KH15Q,3,"Wattage & Optics/Beams Options,Color Temperature (CCT),Lens Options"
BL-BLEDEM-CP,1,"Wattage & Lumen Options"
DG-FL20L1X18,2,"Voltage Options,Color Temperature (CCT)"
DG-SFLQF1X22,2,"Voltage Options,Finish Options"
TF-ITB96L,2,"Wattage Options,Color Temperature (CCT)"
DG-MFLQ,4,"Beam Angle Options,Voltage Options,Color Temperature (CCT),Mounting Options"
TF-SCB24L,2,"Wattage Options,Color Temperature (CCT)"
DG-HFLQF1X68,4,"Voltage Options,Color Temperature (CCT),Lens Options,Mounting Options"
TF-SCB14L,2,"Wattage Options,Color Temperature (CCT)"
TF-SCB22L,2,"Wattage Options,Color Temperature (CCT)"
TF-CBF24L,2,"Wattage Options,Color Temperature (CCT)"
DG-WCTRS,2,"Optics Options,Finish Options"
DG-WCTRD,3,"Optics Options,Voltage Options,Finish Options"
TF-CBF22L,2,"Wattage Options,Color Temperature (CCT)"
TF-SSUCLL24L,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-SSUCLL14L,2,"Wattage & Lumen Options,Color Temperature (CCT)"
DG-HMWP-UDQF1X46,2,"Voltage Options,Color Temperature (CCT)"
TF-SSUCLL22L,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TF-SHFPELP,1,"Fixture Size"
DG-KH25Q,4,"Wattage & Optics/Beams Options,Voltage Options,Color Temperature (CCT),Lens Options"
GL-LCXS-2,1,"Finish Options"
GL-UCL-9-5-120D,1,"Color Temperature (CCT)"
GL-LWLV-2-17-MVD,1,"Color Temperature (CCT)"
GL-UFO,1,"Wattage & Lumen Options"
GL-LCS-8-68-MVD,1,"Color Temperature (CCT)"
GL-LCS-8-104-MVD,1,"Color Temperature (CCT)"
GL-LCS-4,2,"Wattage & Lumen Options,Color Temperature (CCT)"
GL-LCS-4-40-MV,1,"Color Temperature (CCT)"
GL-LCS-2-17-MVD,1,"Color Temperature (CCT)"
GL-RLP-24-50-MVD,1,"Color Temperature (CCT)"
GL-RLP-22-40-MVD,1,"Color Temperature (CCT)"
GL-LDL2,1,"Wattage & Lumen Options"
GL-DCS-14-17-120D-930,1,"Finish Options"
GL-DCF-11-13-120D-930,1,"Finish Options"
GL-THF-20-120-850,1,"Finish Options"
DG-KH45Q,3,"Wattage Optics/Beams Options,Color Temperature (CCT),Lens Options"
GL-LSC2,2,"Wattage & Lumen Options,Color Temperature (CCT)"
GL-ACLW,1,"Wattage & Lumen Options"
JI-ZY-STP8,2,"Wattage Options,Color Temperature (CCT)"
DG-KH55Q,3,"Wattage & Optics/Beams Options,Voltage Options,Color Temperature (CCT)"
DG-AL35Q,2,"Wattage & Optics Options,Color Temperature (CCT)"
DG-AL55Q,3,"Wattage & Optics Options,Voltage Options,Color Temperature (CCT)"
DG-B1C34X5,3,"Voltage Options,Finish Options,Height Options"
DG-B2C34X5,3,"Voltage Options,Finish Options,Height Options"
DG-HB30C3,3,"Wattage Options,Voltage Options,Lens Options"
DG-HB44C310X20,3,"Voltage Options,Lens Options,Finish Options"
DG-HB44QF1X169,3,"Voltage Options,Color Temperature (CCT),Lens Options"
DG-HB45C316X20,2,"Voltage Options,Lens Options"
DG-HB45QF1X273,3,"Voltage Options,Color Temperature (CCT),Lens Options"
DG-12X12QF1X45,3,"Voltage Options,Color Temperature (CCT),Lens Options"
DG-VN55QF1X48,2,"Color Temperature (CCT),Finish Options"
JI-ZY-P1-40W,1,"Color Temperature (CCT)"
JI-ZY-P4,1,"Color Temperature (CCT)"
JI-ZY-P7,2,"Wattage Options,Color Temperature (CCT)"
JI-ZY-T8,2,"Wattage Options,Color Temperature (CCT)"
JI-ZY-ST8FT40,1,"Color Temperature (CCT)"
JI-ZY-T4,2,"Wattage Options,Color Temperature (CCT)"
JI-ZY-T7,2,"Wattage Options,Color Temperature (CCT)"
JI-ZY-R4-36W,1,"Color Temperature (CCT)"
JI-ZY-R7,2,"Wattage Options,Color Temperature (CCT)"
JI-ZY-SB,2,"Wattage & Lumen Options,Color Temperature (CCT)"
JI-ZY-SB-300W27,1,"Color Temperature (CCT)"
JI-ZY-SWP-13W,1,"Color Temperature (CCT)"
JI-ZY-SWP-20W,1,"Color Temperature (CCT)"
JI-ZY-SWP,2,"Wattage & Lumen Options,Color Temperature (CCT)"
HU-DZ3X,1,"Color Temperature (CCT)"
HU-DM60,2,"Color Temperature (CCT),Mounting Options"
HU-DM150,2,"Color Temperature (CCT),Mounting Options"
HU-DM120,2,"Color Temperature (CCT),Mounting Options"
HU-DM240,2,"Color Temperature (CCT),Mounting Options"
HU-DM300,2,"Color Temperature (CCT),Mounting Options"
HU-S22,2,"Wattage Options,Color Temperature (CCT)"
HU-S44,2,"Wattage Options,Color Temperature (CCT)"
RP-8130HIC-DM7,1,"Wattage Options"
RP-8140H-DM7,1,"Wattage Options"
RP-8117HA,1,"Fixture Options"
RP-8116HIC,1,"Wattage Options"
RP-8570,3,"Finish Options,Wattage Options,Color Temperature (CCT)"
RP-8571HZ,2,"Wattage Options,Color Temperature (CCT)"
RP-8572WH,1,"Wattage Options"
RP-8163H,2,"Wattage Options,Color Temperature (CCT)"
RP-8518,1,"Fixture Options"
RP-8821,1,"Finish Options"
RP-8748,2,"Finish Options,Color Temperature (CCT)"
RP-7602,1,"Finish Options"
RP-7604,1,"Finish Options"
RP-7606,1,"Finish Options"
RP-7608,1,"Finish Options"
RP-7526,1,"Finish Options"
RP-7528,1,"Finish Options"
RP-7620,1,"Finish Options"
RP-7621,1,"Finish Options"
RP-7623,1,"Finish Options"
RP-7624,1,"Finish Options"
RP-7625,1,"Finish Options"
RP-7629,1,"Finish Options"
RP-7634,1,"Finish Options"
RP-7638,1,"Finish Options"
RP-7640,1,"Finish Options"
RP-7642,1,"Finish Options"
RP-7644,1,"Finish Options"
RP-7651,1,"Finish Options"
RP-7654,2,"Length Options,Finish Options"
RP-7681,1,"Finish Options"
RP-7551G,1,"Finish Options"
RP-7554,1,"Finish Options"
RP-7574,1,"Finish Options"
RP-7575,1,"Finish Options"
RP-7576,1,"Finish Options"
RP-7578,1,"Finish Options"
RP-7916,1,"Fixture Options"
RP-7943,3,"Finish Options,Wattage Options,Color Temperature (CCT)"
RP-7953,1,"Finish Options"
RP-7953-4,1,"Finish Options"
RP-8918,1,"Finish Options"
RP-8924,1,"Finish Options"
TF-FL-RGA,1,"Fixture Size"
RP-RXL34,1,"Fixture Options"
RP-RXL33,1,"Letter Color Options"
RP-RXL18,1,"Fixture Options"
RP-RXL17,1,"Fixture Options"
RP-RXL16,1,"Letter Color Options"
RP-RXL15,1,"Fixture Options"
RP-RXEL40,1,"Letter Color Options"
RP-RXEL39,1,"Fixture Options"
RP-RXEL38,1,"Letter Color Options"
RP-RXEL37,1,"Fixture Options"
RP-RXEL24,1,"Letter Color Options"
RP-REL7LED,1,"Finish Options"
RP-REL23,1,"Fixture Options"
RP-REL22,1,"Fixture Options"
RP-4906BN,1,"Fixture Size"
RP-4902-1,1,"Finish Options"
BL-LED-DDALSN,1,"Wattage & Lumen Options"
RP-4401LED,1,"Finish Options"
RP-4345,1,"Finish Options"
RP-4335,1,"Finish Options"
RP-4334,1,"Finish Options"
RP-4329,2,"Finish Options,Color Temperature (CCT)"
RP-4326D-30,1,"Finish Options"
RP-4313-30,1,"Finish Options"
F54T5HO-49W,1,"Color Temperature (CCT)"
LT-CMED511,2,"Finish Options,Color Temperature (CCT)"
TF-66WMW2328X1WHLN18W,1,"Color Temperature (CCT)"
ILP-AL-110WU,1,"Color Temperature (CCT)"
ILP-AL-270WU,1,"Color Temperature (CCT)"
WM-LPS-S6,1,"Color Temperature (CCT)"
EL-EM16-7W,1,"Color Temperature (CCT)"
ML-44FSF-48LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-44FSF-96LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-772,2,"Length & Wattage Options,Color Temperature (CCT)"
EN-6061,1,"Finish Options"
ILP-AL-130WU,1,"Color Temperature (CCT)"
ILP-AL-190WU,1,"Color Temperature (CCT)"
TF-LINPF254MV,1,"Finish Options"
TF-WLINPF2548MV,1,"Finish Options"
TF-44RFSF48L,2,"Wattage Options,Color Temperature (CCT)"
LT-CMED314,2,"Fixture Options,Color Temperature (CCT)"
LT-CMED-605-BN,1,"Color Temperature (CCT)"
LT-STS-2370,5,"Wattage Options,Color Temperature (CCT),Beam Angle Options,Connector Type Options,Finish Options"
LT-STS-2380,5,"Wattage Options,Color Temperature (CCT),Beam Angle Options,Connector Type Options,Finish Options"
TF-HBC1232M23X1LN18W,1,"Color Temperature (CCT)"
TF-CITCL332X1LN18W,1,"Color Temperature (CCT)"
SP-2-0249D,1,"Color Temperature (CCT)"
SP-DC612D,1,"Color Temperature (CCT)"
SP-FL0324D-PD,1,"Color Temperature (CCT)"
SP-3-4098D,1,"Color Temperature (CCT)"
SP-3-4161D,2,"Finish Options,Color Temperature (CCT)"
SP-3-4081D,1,"Color Temperature (CCT)"
SP-3-4031D,1,"Color Temperature (CCT)"
RP-7553,1,"Finish Options"
RP-7580,1,"Finish Options"
TF-CEU3,1,"Letter Color Options"
ILP-WPSO-30WLED-UNIV,1,"Color Temperature (CCT)"
CTL-LB60A,1,"Color Temperature (CCT)"
CTL-P13XSP,1,"Color Temperature (CCT)"
E-LED9WA19/ADV,1,"Color Temperature (CCT)"
E-LED9WA19/ADV-,1,"Color Temperature (CCT)"
MX-LSV4U,2,"Wattage Options,Color Temperature (CCT)"
MX-11A19GUDLED27/G4,1,"Color Temperature (CCT)"
WM-LPS-1X1,1,"Color Temperature (CCT)"
JI-EV-SLW-100WB1,1,"Color temperature (CCT)"
EL-DLC4-2,1,"Color Temperature (CCT)"
EL-DLC4S-,1,"Color Temperature (CCT)"
EL-DLC6S-,1,"Color Temperature (CCT)"
EL-DLC6SQ,1,"Color Temperature (CCT)"
AL-MVP-1,1,"Finish Options"
OD-21957-MRNU,1,"Color Temperature (CCT)"
ML-RDIS-22LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RDIS-14LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
ML-RDIS-24LED,2,"Wattage & Lumen Options,Color Temperature (CCT)"
WM-PL12R,1,"Color Temperature (CCT)"
WM-PL12,2,"Color Temperature (CCT),Finish Options"
EN-62080,1,"Finish Options"
EN-62081,1,"Finish Options"
MX-MLVT14D40,1,"Color Temperature (CCT)"
LT-DLED-1565HPC1008,1,"Color Temperature (CCT)"
TPZ-SMD-5/RND/11,1,"Color Temperature (CCT)"
TPZ-F-LUHB,1,"Wattage & Lumen Options"
TPZ-F-VT4/50W,3,"Color Temperature (CCT),Emergency Battery Options,Other Options "
TPZ-F-LWRAP/40W,1,"Color Temperature (CCT)"
TPZ-F-LWRAP/20W,1,"Color Temperature (CCT)"
TPZ-F-VTC22-79,1,"Color Temperature (CCT)"
TPZ-F-VTC22/30,1,"Color Temperature (CCT)"
TPZ-FL-24/40,1,"Color Temperature (CCT)"
TPZ-F-L22/40,1,"Color Temperature (CCT)"
TPZ-F-L22/30,1,"Color Temperature (CCT)"
BL-DR4FT,2,"Wattage & Lumen Options,Color Temperature (CCT)"
TPZ-F-L24,2,"Wattage & Lumen Options,Color Temperature (CCT)"
BL-BRK-LED4ICN-GR,1,"Color Temperature (CCT)"
BL-BRK-LED4ICN,2,"Color Temperature (CCT),Trimplate Options"
BL-BRK-LED46-DK-12W,1,"Color Temperature (CCT)"
BL-LEDRA-11,1,"Color Temperature (CCT)"
BL-WRE-4FT-44L,1,"Color Temperature (CCT)"
BL-MRK,3,"Length & Wattage Options,Color Temperature (CCT),Lens Options"
BL-SL-2FT-25L,2,"Color Temperature (CCT),Occupancy Sensor"
BL-SL-8FT-80L,2,"Color Temperature (CCT),Occupancy Sensor"
BL-SL-4FT-46L,2,"Color Temperature (CCT),Occupancy Sensor"
TPZ-F-L22,2,"Wattage & Lumen Options,Color Temperature (CCT)"
WM-SCL-CS1P-6FT-SERIES,1,"Finish Options"
WM-SCL-CS1-6FT-SERIES,1,"Finish Options"
WM-SCO-4FT-40W-MCT,1,"Fixture Options"
BL-SL-3FT-33L,2,"Color Temperature (CCT),Occupancy Sensor"
FL-ETH-A02-100W-HY-H,1,"Color Temperature (CCT)"
FL-FI-CES,2,"Wattage Options,Color Temperature (CCT)"
BL-CB24-5L,1,"Color Temperature (CCT)"
FL-FI-CPS,2,"Wattage Options,Trim Options"
FL-MHB02,2,"Wattage Options,Color Temperature (CCT)"
FL-ETH-PLBT-24-XXW,1,"Color Temperature (CCT)"
FL-ETH-PLBT-22-XXW,1,"Color Temperature (CCT)"
FL-FI-DP-24-U-P,2,"Wattage Options,Color Temperature (CCT)"
FL-FI-DP-22-U-P,2,"Wattage Options,Color Temperature (CCT)"
BL-CB22-3L,2,"Color Temperature (CCT),Sensor Options"
EE-STL-4UXH/8CT-XE-G4-OSDL/HF,1,"Emergency Battery Option"
EE-SED,1,"Size & Wattage Options"
TF-MAX3FR-24LQ,2,"Wattage Options,Color Temperature (CCT)"
TF-MAX2FR,3,"Size\, Wattage & Lumen Options,Color Temperature (CCT)"
TF-FPHK,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-SBR-12X48,1,"Color Temperature (CCT)"
TF-153A424MV,4,"Factory Installed Lamps,Mounting Kit,Occupancy Sensor,Wiring Options"
TF-SBCST-9X9LP,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-SBCSM,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-SBCP,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-L23HSFR58X58LQ,2,"Wattage Options,Color Temperature (CCT)"
TF-ICFFR,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-PLY44SF-OT,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-PLY44SF-HX,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-PLY44SF-SQ,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-PLY23PFR-CR,2,"Size & Wattage Options,Color Temperature (CCT)"
MES-MVT03,1,"Wattage & Lumen Options"
MES-MLH04,1,"Wattage & Lumen Options"
TF-PLY23PFR-P,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-PLY23PFR-OT,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-PLY23PFR-HX,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-PLY23PFR-PT,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-PLY23PFR-SQ,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-PLY23PFR-TR,2,"Size & Wattage Options,Color Temperature (CCT)"
TF-PLY23PFR-FAN,2,"Size & Wattage Options,Color Temperature (CCT)"
WM-T5-TYPA-27W,1,"Color Temperature (CCT)"
WM-FML-S6-11W,1,"Color Temperature (CCT)"
WM-PL12-3KIT,2,"Color Temperature (CCT),Finish Options"
WM-IGL-1W,1,"Color Temperature (CCT)"
WM-PL12ADJ,2,"Color Temperature (CCT),Finish Options"
WM-PL12S,1,"Color Temperature (CCT)"
WM-TR1-S-10W,2,"Finish Options,Color Temperature (CCT)"
WM-CRLC-EGN,2,"Wattage & Lumen Options,Color Temperature (CCT)"
WM-T8-4FT-18W,1,"Color Temperature (CCT)"
WM-LF3-HL-30W,1,"Color Temperature (CCT)"
WM-TGL-2X4,1,"Color Temperature (CCT)"
WM-TGL-2X2,1,"Color Temperature (CCT)"
WM-LLHB-240W,1,"Color Temperature (CCT)"
WM-LLHB-180W,1,"Color Temperature (CCT)"
WM-LLHB-120W,1,"Color Temperature (CCT)"
WM-LLHB-90W,1,"Color Temperature (CCT)"
WM-LW360-80W,1,"Color Temperature (CCT)"
WM-LW360-60W,1,"Color Temperature (CCT)"
WM-RDL6-ADJ,1,"Color Temperature (CCT)"
WM-RDL4-ADJ,1,"Color Temperature (CCT)"
WM-T8-EZ4-HL-15W,2,"Color Temperature (CCT),Finish Options"
WM-T8-EZ5-GS-2FT-8W,2,"Color Temperature (CCT),Finish Options"
WM-T8-EZ5-GS-4FT,3,"Wattage & Lumen Options,Color Temperature (CCT),Finish Options"
WM-TR1-R-10W,2,"Finish Options,Color Temperature (CCT)"
WM-HPL-40W,1,"Color Temperature (CCT)"
WM-HPL,2,"Wattage & Lumen Options,Color Temperature (CCT)"
WM-CDX-55W,2,"Color Temperature (CCT),Finish Options"
WM-CDX-35W,2,"Color Temperature (CCT),Finish Options"
WM-RDL6,1,"Color Temperature (CCT)"
WM-RDL4,1,"Color Temperature (CCT)"
WM-SSL6,1,"Color Temperature (CCT)"
WM-SSL4,1,"Color Temperature (CCT)"
LT-LEDH-S11,3,"Wattage Options,Color Temperature (CCT),Voltage Options"
WM-DLSN6,1,"Color Temperature (CCT)"
WM-DLSN4,1,"Color Temperature (CCT)"
WM-DLS6,1,"Color Temperature (CCT)"
WM-CSL-4FT-40W,1,"Color Temperature (CCT)"
WM-RSL6-ADJ,1,"Color Temperature (CCT)"
WM-RSL4-ADJ,1,"Color Temperature (CCT)"
WM-SDL6-BF,1,"Color Temperature (CCT)"
WM-RSL4-APD,1,"Color Temperature (CCT)"
WM-SDL4-BF,1,"Color Temperature (CCT)"
WM-FML-R6-11W,1,"Color Temperature (CCT)"
WM-DLSE6,1,"Color Temperature (CCT)"
WM-DLS4,1,"Color Temperature (CCT)"
WM-A19-40PK-9W,1,"Color Temperature (CCT)"
WM-A19-8PK-9W,1,"Color Temperature (CCT)"
WM-G10-600L,1,"Color Temperature (CCT)"
WM-A19-FLA-7W,1,"Color Temperature (CCT)"
WM-LFLV-7W,1,"Color Temperature (CCT)"
WM-MR16-400L,1,"Color Temperature (CCT)"
WM-LF12-6W,1,"Color Temperature (CCT)"
WM-CL-36W,1,"Color Temperature (CCT)"
