sku,upc_ean,cost-USD,msrp-USD,imap-USD
WM-SLE-120V-27K,845060034660,28.94,45.78,41.74
WM-SLE-120V-30K,845060004694,28.94,45.78,41.74
WM-SLE-120V-40K,845060034707,28.94,45.78,41.74
WM-SLE-120V-50K,845060004700,28.94,45.78,41.74
WM-SLEB-120V-27K,845060051315,25.94,41.78,37.74
WM-SLEB-120V-30K,845060051322,25.94,41.78,37.74
WM-SLEB-120V-40K,845060051339,25.94,41.78,37.74
WM-SLEB-120V-50K,845060051346,25.94,41.78,37.74
WM-SLEB-12V-27K,845060051353,21.34,33.78,30.74
WM-SLEB-12V-30K,845060051360,21.34,33.78,30.74
WM-SLEB-12V-40K,845060051377,21.34,33.78,30.74
WM-SLEB-12V-50K,845060051384,21.34,33.78,30.74
WM-SLT-B-AZ,845060051391,10.98,17.78,15.74
WM-SLT-B-BN,845060051407,10.98,17.78,15.74
WM-SLT-B-ORB,845060051414,10.98,17.78,15.74
WM-SLT-B-WH,845060051421,10.98,17.78,15.74
WM-SLT-LH-ORB,845060004748,10.98,17.78,15.74
WM-SLT-LH-BN,845060004731,10.98,17.78,15.74
WM-SLT-LH-WH,845060004755,10.98,17.78,15.74
WM-SLT-LH-AZ,845060004762,10.98,17.78,15.74
WM-SLT-F-ORB,845060004786,10.98,17.78,15.74
WM-SLT-F-BN,845060004779,10.98,17.78,15.74
WM-SLT-F-WH,845060004793,10.98,17.78,15.74
WM-SLT-F-AZ,845060004809,10.98,17.78,15.74
WM-SLT-S-ORB,845060004861,10.98,17.78,15.74
WM-SLT-S-BN,845060004854,10.98,17.78,15.74
WM-SLT-S-WH,845060004878,10.98,17.78,15.74
WM-SLT-S-AZ,845060004885,10.98,17.78,15.74
WM-SLT-LV-ORB,845060004823,10.98,17.78,15.74
WM-SLT-LV-BN,845060004816,10.98,17.78,15.74
WM-SLT-LV-WH,845060004830,10.98,17.78,15.74
WM-SLT-LV-AZ,845060004847,10.98,17.78,15.74
WM-SLT-A-WH,845060008722,11.98,19.78,17.74
WM-SLT-A-AZ,845060074734,11.98,19.78,17.74
WM-SLT-A-BN,845060008685,11.98,19.78,17.74
WM-SLT-A-ORB,845060008715,11.98,19.78,17.74
WM-LAL-12V-117-31-30K-BR,845060053968,78.94,125.78,113.74
WM-LAL-12V-117-31-30K-BK,845060053951,78.94,125.78,113.74
WM-LAL-12V-118-31-30K-BR,845060053845,73.94,117.78,106.74
WM-LAL-12V-118-31-30K-BK,845060053838,73.94,117.78,106.74
WM-LAL-12V-120-23-30K-BR,845060053869,73.94,117.78,106.74
WM-LAL-12V-120-23-30K-BK,845060053852,73.94,117.78,106.74
WM-LAL-12V-122-31-30K-BR,845060053883,87.94,139.78,126.74
WM-LAL-12V-122-31-30K-BK,845060053876,87.94,139.78,126.74
WM-LAL-12V-124-15-30K-BR,845060053920,65.94,104.78,94.74
WM-LAL-12V-124-15-30K-BK,845060053913,65.94,104.78,94.74
WM-LAL-12V-124-31-30K-BR,845060053906,74.94,119.78,107.74
WM-LAL-12V-124-31-30K-BK,845060053890,74.94,119.78,107.74
WM-LAL-12V-127-23-30K-BR,845060053982,54.94,87.78,79.74
WM-LAL-12V-127-23-30K-BK,845060053975,54.94,87.78,79.74
WM-LAL-12V-128-31-30K-BR,845060053944,68.94,109.78,99.74
WM-LAL-12V-128-31-30K-BK,845060053937,68.94,109.78,99.74
WM-LAL-12V-130-31-30K-BR,845060054002,86.94,138.78,125.74
WM-LAL-12V-130-31-30K-BK,845060053999,86.94,138.78,125.74
WM-UCA-8-WHT,845060015850,28.94,45.78,40.74
WM-UCA-12-WHT,845060005868,29.94,47.78,42.74
WM-UCA-16-WHT,845060015874,33.94,53.78,47.74
WM-UCA-21-WHT,845060005820,40.94,65.78,57.74
WM-UCA-24-WHT,845060005929,42.94,68.78,60.74
WM-UCA-33-WHT,845060005943,50.94,80.78,71.74
WM-UCA-42-WHT,845060005998,58.94,93.78,82.74
WM-UCA-LC12-WHT,845060026412,4.90,7.78,6.90
WM-UCA-8-BRZ,845060015867,29.94,47.78,42.74
WM-UCA-12-BRZ,845060005882,30.94,49.78,43.74
WM-UCA-16-BRZ,845060015881,34.94,55.78,49.74
WM-UCA-21-BRZ,845060005837,39.94,63.78,56.74
WM-UCA-24-BRZ,845060005936,41.94,66.78,59.74
WM-UCA-33-BRZ,845060005950,53.94,85.78,75.74
WM-UCA-42-BRZ,845060006001,60.94,96.78,85.74
WM-UCA-LC12-BLK,845060026405,4.90,7.78,6.90
WM-UCA-DISPLAY,845060031744,69.98,111.78,98.74
WM-UCW6WW,845060038491,15.99,25.78,22.74
WM-UCW6W,845060038507,15.99,25.78,22.74
WM-UCW12WW,845060038514,22.94,36.78,32.74
WM-UCW12W,845060038521,22.94,36.78,32.74
WM-UCW20WW,845060038538,36.94,58.78,52.74
WM-UCW20W,845060038545,36.94,58.78,52.74
WM-UCW32WW,845060038590,51.94,82.78,73.74
WM-UCW32W,845060038606,51.94,82.78,73.74
WM-UCW40WW,845060038576,70.94,112.78,99.74
WM-UCW40W,845060038583,70.94,112.78,99.74
WM-UC6WW,845060038767,15.99,25.78,22.74
WM-UC6W,845060038774,15.99,25.78,22.74
WM-UC12WW,845060038811,22.94,36.78,32.74
WM-UC12W,845060038828,22.94,36.78,32.74
WM-UC20WW,845060038835,36.94,58.78,52.74
WM-UC20W,845060038842,36.94,58.78,52.74
WM-UC32WW,845060038644,51.94,82.78,73.74
WM-UC32W,845060038651,51.94,82.78,73.74
WM-UC40WW,845060038859,70.94,112.78,99.74
WM-UC40W,845060038866,70.94,112.78,99.74
WM-UC-DISPLAY,845060031751,69.98,111.78,98.74
WM-UC12PS6W,845060038705,10.26,16.78,14.74
WM-UC12PS12W,845060038712,19.03,30.78,26.74
WM-UC12PS24W,845060038729,20.16,32.78,28.74
WM-UCPS6W,845060038910,11.17,17.78,15.74
WM-UCPS12W,845060038927,19.03,30.78,26.74
WM-UCPS24W,845060038934,20.16,32.78,28.74
WM-UCPS48W,845060050677,29.94,47.78,42.74
WM-UCM-20L-12DC,845060039597,69.98,111.78,98.74
WM-UCM-40L-12DC,845060039542,75.98,120.78,106.74
WM-UCM-50L-12DC,845060039504,81.98,130.78,115.74
WM-UCM-100L-12DC,845060039603,91.98,146.78,129.74
WM-UCM-150L-12DC,845060039610,106.98,169.78,150.74
WM-UCM-300L-12DC,845060001914,221.98,352.78,312.74
WM-UCM-20L-24DC,845060039511,69.98,111.78,98.74
WM-UCM-40L-24DC,845060039528,75.98,120.78,106.74
WM-UCM-50L-24DC,845060039566,81.98,130.78,115.74
WM-UCM-96L-24DC,845060039535,91.98,146.78,129.74
WM-UCM-150L-24DC,845060039580,105.98,168.78,149.74
WM-UCM-300L-24DC,845060039498,224.98,357.78,316.74
WM-UCDIMMER,845060039078,8.54,13.78,12.74
WM-UCDIMMER-TOUCH,845060039160,8.54,13.78,12.74
WM-UCDIMMER-TOUCH-WH,845060034202,8.54,13.78,12.74
WM-UCJUNCTION-B,845060039108,2.39,3.79,3.36
WM-UCJUNCTION-W,845060039153,2.39,3.79,3.36
WM-UCSENS-PIR-1,845060039184,14.69,23.78,20.74
WM-UCSENS-PIR,845060039191,12.23,19.78,17.74
WM-UCCONCABLE,845060038965,1.16,1.84,1.63
WM-UCCONCABLE-WH,845060034165,1.16,1.84,1.63
WM-UCCONCABLE-10,845060039054,3.62,5.74,5.09
WM-UCCONCABLE-10-WH,845060034257,3.62,5.74,5.09
WM-UCCOP-3F,845060039085,2.39,3.79,3.36
WM-UCCOP-3F-WH,845060034240,2.39,3.79,3.36
WM-UCPOWERC-10F,845060039061,3.62,5.74,5.09
WM-UCPOWERC-10F-WH,845060034264,3.62,5.74,5.09
WM-UCRE04,845060038972,3.62,5.74,5.09
WM-UCRE08,845060038989,4.85,7.70,6.82
WM-UCAC01,845060038996,2.39,3.79,3.36
WM-UCAC01-WH,845060034288,2.39,3.79,3.36
WM-UCPLASCONN,845060039009,1.16,1.84,1.63
WM-UCPLASCONN-WH,845060034172,1.16,1.84,1.63
WM-UCMAGNET+3M,845060039092,3.62,5.74,5.09
WM-UC-ADJ-12WW,845060036824,28.94,45.78,40.74
WM-UC-ADJ-12W,845060036817,28.94,45.78,40.74
WM-UC-ADJ-20WW,845060036848,44.94,71.78,63.74
WM-UC-ADJ-20W,845060036831,44.94,71.78,63.74
WM-UC-ADJ-40WW,845060036862,81.94,130.78,115.74
WM-UC-ADJ-40W,845060036855,81.94,130.78,115.74
WM-UC-ADJ-PIR,845060003857,10.64,16.78,14.74
WM-UC-ADJ-DMR,845060003864,10.64,16.78,14.74
WM-UC-ADJ-JUNCTION,845060003871,3.62,5.74,5.09
WM-LED-PL1WHT,845060038040,20.27,32.78,28.74
WM-LED-PL1NKL,845060038033,20.27,32.78,28.74
WM-LED-PL1BLK,845060038026,20.27,32.78,28.74
WM-LED-PL3WHT,845060038071,57.94,92.78,81.74
WM-LED-PL3NKL,845060038064,57.94,92.78,81.74
WM-LED-PL3BLK,845060038057,57.94,92.78,81.74
WM-T5-12IN-5W-30K-D,845060030259,10.59,20.78,17.74
WM-T5-12IN-5W-40K-D,845060029734,10.59,20.78,17.74
WM-T5-12IN-5W-50K-D,845060029727,10.59,20.78,17.74
WM-T5-22IN-9W-30K-D,845060034516,15.94,27.78,24.74
WM-T5-22IN-9W-40K-D,845060034523,15.94,27.78,24.74
WM-T5-22IN-9W-50K-D,845060034530,15.94,27.78,24.74
WM-T5-47IN-16W-30K-D,845060034547,20.22,36.78,32.74
WM-T5-47IN-16W-40K-D,845060034639,20.22,36.78,32.74
WM-T5-47IN-16W-50K-D,845060034653,20.22,36.78,32.74
WM-PL12-30K-WH,845060026511,14.87,28.78,24.74
WM-PL12-40K-WH,845060026528,14.87,28.78,24.74
WM-PL12-50K-WH,845060026535,14.87,28.78,24.74
WM-PL12-30K-BK,845060026542,14.87,28.78,24.74
WM-PL12-40K-BK,845060026559,14.87,28.78,24.74
WM-PL12-50K-BK,845060026566,14.87,28.78,24.74
WM-PL12-30K-BN,845060026573,15.94,30.78,26.74
WM-PL12-40K-BN,845060026580,15.94,30.78,26.74
WM-PL12-50K-BN,845060026597,15.94,30.78,26.74
WM-PL12-3KIT-30K-WH,845060026603,37.90,66.78,57.74
WM-PL12-3KIT-40K-WH,845060026610,37.90,66.78,57.74
WM-PL12-3KIT-50K-WH,845060026627,37.90,66.78,57.74
WM-PL12-3KIT-30K-BK,845060026634,37.90,66.78,57.74
WM-PL12-3KIT-40K-BK,845060026641,37.90,66.78,57.74
WM-PL12-3KIT-50K-BK,845060026658,37.90,66.78,57.74
WM-PL12-3KIT-30K-BN,845060026665,39.90,69.78,60.74
WM-PL12-3KIT-40K-BN,845060026672,39.90,69.78,60.74
WM-PL12-3KIT-50K-BN,845060026689,39.90,69.78,60.74
WM-PL12-TRM-BK,845060059373,1.61,5.06,4.36
WM-PL12-TRM-BN,845060059397,2.68,5.00,4.30
WM-PL12-TRM-BR,845060059380,1.61,5.06,4.36
WM-PL12R-30K-WH,845060026696,16.99,31.78,27.74
WM-PL12R-40K-WH,845060026702,16.99,31.78,27.74
WM-PL12R-50K-WH,845060026719,16.99,31.78,27.74
WM-PL12S-30K-WH,845060026788,16.99,31.78,27.74
WM-PL12S-40K-WH,845060026795,16.99,31.78,27.74
WM-PL12S-50K-WH,845060026849,16.99,31.78,27.74
WM-PL12R-TRM-BK,845060059403,2.99,5.00,4.30
WM-PL12R-TRM-BN,845060059427,3.99,8.78,7.74
WM-PL12R-TRM-BR,845060059410,3.50,6.69,5.77
WM-PL12S-TRM-BK,845060059434,4.50,8.78,7.74
WM-PL12S-TRM-BN,845060059458,5.50,10.78,10.74
WM-PL12S-TRM-BR,845060059441,4.90,10.78,10.74
WM-PL12ADJ-30K-WH,845060026900,25.90,45.78,39.74
WM-PL12ADJ-40K-WH,845060026962,25.90,45.78,39.74
WM-PL12ADJ-50K-WH,845060027013,25.90,45.78,39.74
WM-PL12ADJ-30K-BK,845060027044,25.90,45.78,39.74
WM-PL12ADJ-40K-BK,845060027075,25.90,45.78,39.74
WM-PL12ADJ-50K-BK,845060027105,25.90,45.78,39.74
WM-PL12ADJ-30K-BN,845060057553,25.90,45.78,39.74
WM-PL12ADJ-40K-BN,845060057560,25.90,45.78,39.74
WM-PL12ADJ-50K-BN,845060057577,25.90,45.78,39.74
WM-PL12-SPLIT3-WH,845060027143,4.85,13.78,11.74
WM-PL12-SPLIT3-BK,845060028003,4.85,13.78,11.74
WM-PL12-SPLIT6-WH,845060028133,6.08,11.78,10.74
WM-PL12-SPLIT6-BK,845060028157,6.08,11.78,10.74
WM-PL12-SPLIT10-WH,845060028386,7.31,22.78,19.74
WM-PL12-SPLIT10-BK,845060028393,7.31,22.78,19.74
WM-PL12-PF-WH,845060028447,2.39,6.63,5.71
WM-PL12-PF-BK,845060028454,2.39,6.63,5.71
WM-PL12-PIDR-12W-WH,845060028461,13.80,39.78,34.74
WM-PL12-PIDR-12W-BK,845060028508,13.80,39.78,34.74
WM-PL12-PIDR-24W-WH,845060028515,15.94,46.78,39.74
WM-PL12-PIDR-24W-BK,845060028522,15.94,46.78,39.74
WM-PL12-ILDMR-WH,845060028607,8.45,25.78,21.74
WM-PL12-ILDMR-BK,845060028737,8.45,25.78,21.74
WM-PL12-HWDR-25W-D,845060028744,52.90,150.78,129.74
WM-XT-RW-EM,845060027440,13.85,21.78,18.74
WM-XT-GW-EM,845060027433,13.85,21.78,18.74
WM-XT-RW-2C,845060059601,38.94,61.78,53.74
WM-XT-GW-2C,845060028874,38.94,61.78,53.74
WM-XT-RB-EM,845060027778,25.94,41.78,35.74
WM-XT-GB-EM,845060027761,25.94,41.78,35.74
WM-XT-RCRW-EM,845060027549,53.94,85.78,73.74
WM-XT-RCGW-EM,845060027785,56.94,90.78,77.74
WM-XT-RCRB-EM,845060016109,58.94,93.78,80.74
WM-XT-RCGB-EM,845060019940,58.94,93.78,80.74
WM-XE-1RCA-EM,845060027488,70.94,112.78,97.74
WM-XE-1GCA-EM,845060027792,73.94,117.78,101.74
WM-XE-1RCW-EM,845060000450,70.94,112.78,97.74
WM-XE-1GCW-EM,845060016086,73.94,117.78,101.74
WM-XE-2RMW-EM,845060016079,93.94,149.78,128.74
WM-XE-2GMW-EM,845060028850,95.94,152.78,131.74
WM-XE-2RMA-EM,845060028843,93.94,149.78,128.74
WM-XE-2GMA-EM,845060016062,95.94,152.78,131.74
WM-XTR-1RCA-EM,845060000412,120.94,192.78,165.74
WM-XTR-1GCA-EM,845060029024,120.94,192.78,165.74
WM-XTR-1RCW-EM,845060027587,120.94,192.78,165.74
WM-XTR-1GCW-EM,845060027877,120.94,192.78,165.74
WM-XTR-2RMW-EM,845060028188,137.94,219.78,188.74
WM-XTR-2GMW-EM,845060029048,137.94,219.78,188.74
WM-XTR-2RMA-EM,845060027273,137.94,219.78,188.74
WM-XTR-2GMA-EM,845060029031,137.94,219.78,188.74
WM-XD-TH-1GAAEM,845060028614,55.94,88.78,76.74
WM-XD-TH-1GBBEM,845060028621,55.94,88.78,76.74
WM-XD-TH-1GWWEM,845060028638,55.94,88.78,76.74
WM-XD-TH-1RAAEM,845060028645,55.94,88.78,76.74
WM-XD-TH-1RBBEM,845060028652,55.94,88.78,76.74
WM-XD-TH-1RWWEM,845060028669,55.94,88.78,76.74
WM-XD-TH-2GAAEM,845060028676,55.94,88.78,76.74
WM-XD-TH-2GBBEM,845060028683,55.94,88.78,76.74
WM-XD-TH-2GWWEM,845060028690,55.94,88.78,76.74
WM-XD-TH-2RAAEM,845060028706,55.94,88.78,76.74
WM-XD-TH-2RBBEM,845060028713,55.94,88.78,76.74
WM-XD-TH-2RWWEM,845060028720,55.94,88.78,76.74
WM-XT-WP-1RG-EM,845060019957,114.94,182.78,157.74
WM-XT-WP-1RB-EM,845060019964,115.94,184.78,158.74
WM-XT-WP-1GG-EM,845060019971,114.94,182.78,157.74
WM-XT-WP-1GB-EM,845060019988,115.94,184.78,158.74
WM-XT-WP-2RG-EM,845060019995,117.94,187.78,161.74
WM-XT-WP-2RB-EM,845060020212,120.94,192.78,165.74
WM-XT-WP-2GG-EM,845060020229,117.94,187.78,161.74
WM-XT-WP-2GB-EM,845060020236,120.94,192.78,165.74
WM-XT-WP-BLNKP,845060027983,29.94,47.78,40.74
WM-XTN4X-1GBEM,845060056242,363.94,577.78,497.74
WM-XTN4X-1RBEM,845060056259,363.94,577.78,497.74
WM-XTN4X-1GWEM,845060056266,363.94,577.78,497.74
WM-XTN4X-1RWEM,845060056273,363.94,577.78,497.74
WM-XTN4X-1GB,845060056280,272.94,433.78,373.74
WM-XTN4X-1RB,845060056297,272.94,433.78,373.74
WM-XTN4X-1GW,845060056303,272.94,433.78,373.74
WM-XTN4X-1RW,845060056310,272.94,433.78,373.74
WM-XTN4X-2GBEM,845060056327,454.94,722.78,622.74
WM-XTN4X-2RBEM,845060056334,454.94,722.78,622.74
WM-XTN4X-2GWEM,845060056341,454.94,722.78,622.74
WM-XTN4X-2RWEM,845060056358,454.94,722.78,622.74
WM-XTN4X-2GB,845060056365,363.94,577.78,497.74
WM-XTN4X-2RB,845060056372,363.94,577.78,497.74
WM-XTN4X-2GW,845060056389,363.94,577.78,497.74
WM-XTN4X-2RW,845060056396,363.94,577.78,497.74
WM-XT-CL-RW-EM,845060041927,33.94,53.78,49.74
WM-XT-CL-GW-EM,845060041934,33.94,53.78,49.74
WM-XT-CL-RB-EM,845060020250,55.94,88.78,76.74
WM-XT-CL-GB-EM,845060020267,55.94,88.78,76.74
WM-XT-CL-RW-EM-SALIDA,845060020274,65.94,104.78,90.74
WM-XT-CL-GW-EM-SALIDA,845060028805,65.94,104.78,90.74
WM-XT-C-ADJ-3RBBEM,845060020335,150.94,239.78,206.74
WM-XT-C-ADJ-3RAAEM,845060020342,150.94,239.78,206.74
WM-XT-C-ADJ-3RWWEM,845060027082,147.94,234.78,202.74
WM-XT-C-ADJ-3GBBEM,845060020359,150.94,239.78,206.74
WM-XT-C-ADJ-3GAAEM,845060020366,150.94,239.78,206.74
WM-XT-C-ADJ-3GWWEM,845060027099,147.94,234.78,202.74
WM-CWLEZXTE1GW,845060031829,227.94,361.78,311.74
WM-CWLEZXTE1GG,845060031836,227.94,361.78,311.74
WM-CWLEZXTE1RW,845060031843,227.94,361.78,311.74
WM-CWLEZXTE1RG,845060031850,227.94,361.78,311.74
WM-CWLEZXTE1GB,845060031867,227.94,361.78,311.74
WM-CWLEZXTE1RB,845060031874,227.94,361.78,311.74
WM-CWLEZXTE2GB,845060031881,247.94,393.78,339.74
WM-CWLEZXTE2RB,845060031898,247.94,393.78,339.74
WM-CWLEZXTE2GW,845060031904,247.94,393.78,339.74
WM-CWLEZXTE2GG,845060031911,247.94,393.78,339.74
WM-CWLEZXTE2RW,845060031928,247.94,393.78,339.74
WM-CWLEZXTE2RG,845060031935,247.94,393.78,339.74
WM-XTCLN4X-2G-6-12W-W,845060056402,636.66,1011.78,870.74
WM-XTCLN4X-2R-6-12W-W,845060056419,636.66,1011.78,870.74
WM-XTCLN4X-2G-12-12W-W,845060056426,644.75,1023.78,882.74
WM-XTCLN4X-2R-12-12W-W,845060056433,644.75,1023.78,882.74
WM-XTCLN4X-2G-6-12W-B,845060056440,636.66,1011.78,870.74
WM-XTCLN4X-2R-6-12W-B,845060056457,636.66,1011.78,870.74
WM-XTCLN4X-2G-12-12W-B,845060056464,644.75,1023.78,882.74
WM-XTCLN4X-2R-12-12W-B,845060056471,644.75,1023.78,882.74
WM-XTCLN4X-2G-6-12W-G,845060056488,636.66,1011.78,870.74
WM-XTCLN4X-2R-6-12W-G,845060056495,636.66,1011.78,870.74
WM-XTCLN4X-2G-12-12W-G,845060056501,644.75,1023.78,882.74
WM-XTCLN4X-2R-12-12W-G,845060056518,644.75,1023.78,882.74
WM-XTCLN4X-1G-6-15W-W,845060056525,545.37,866.78,746.74
WM-XTCLN4X-1R-6-15W-W,845060056532,545.37,866.78,746.74
WM-XTCLN4X-1G-12-15W-W,845060056549,554.61,880.78,758.74
WM-XTCLN4X-1R-12-15W-W,845060056556,554.61,880.78,758.74
WM-XTCLN4X-1G-6-15W-B,845060056563,545.37,866.78,746.74
WM-XTCLN4X-1R-6-15W-B,845060056570,545.37,866.78,746.74
WM-XTCLN4X-1G-12-15W-B,845060056587,554.61,880.78,758.74
WM-XTCLN4X-1R-12-15W-B,845060056594,554.61,880.78,758.74
WM-XTCLN4X-1G-6-15W-G,845060056600,545.37,866.78,746.74
WM-XTCLN4X-1R-6-15W-G,845060056617,545.37,866.78,746.74
WM-XTCLN4X-1G-12-15W-G,845060056624,554.61,880.78,758.74
WM-XTCLN4X-1R-12-15W-G,845060056631,554.61,880.78,758.74
WM-XTCLN4X-1G-6-28W-W,845060056648,636.66,1011.78,870.74
WM-XTCLN4X-1R-6-28W-W,845060056655,636.66,1011.78,870.74
WM-XTCLN4X-1G-12-28W-W,845060056662,644.75,1023.78,882.74
WM-XTCLN4X-1R-12-28W-W,845060056679,644.75,1023.78,882.74
WM-XTCLN4X-1G-6-28W-B,845060056686,636.66,1011.78,870.74
WM-XTCLN4X-1R-6-28W-B,845060056693,636.66,1011.78,870.74
WM-XTCLN4X-1G-12-28W-B,845060056709,644.75,1023.78,882.74
WM-XTCLN4X-1R-12-28W-B,845060056716,644.75,1023.78,882.74
WM-XTCLN4X-1G-6-28W-G,845060056723,636.66,1011.78,870.74
WM-XTCLN4X-1R-6-28W-G,845060056730,636.66,1011.78,870.74
WM-XTCLN4X-1G-12-28W-G,845060056747,644.75,1023.78,882.74
WM-XTCLN4X-1R-12-28W-G,845060056754,644.75,1023.78,882.74
WM-XT-CWP-RG-EM,845060027228,120.94,192.78,165.74
WM-XT-CWP-GG-EM,845060027235,120.94,192.78,165.74
WM-EL-1,845060000306,17.26,41.78,35.74
WM-EL-1-B,845060027341,26.94,42.78,36.74
WM-EL-2,845060027334,21.94,34.78,30.74
WM-EL-2-B,845060027280,26.94,42.78,36.74
WM-EL-M1,845060001297,11.71,18.78,17.74
WM-EL-WP,845060001310,56.98,90.78,77.74
WM-EL-HO,845060001303,41.98,66.78,57.74
WM-EW-16-LED,845060028171,81.94,130.78,112.74
WM-EW-16-B-LED,845060031775,65.94,104.78,90.74
WM-EW-16,845060027648,32.94,52.78,45.74
WM-EW-16-B,845060027211,39.94,63.78,54.74
WM-EW-16-WP-LED,845060031805,109.94,174.78,150.74
WM-EW-16-WP,845060016130,60.94,96.78,83.74
WM-EW-16-6V-RC-LED,845060031782,185.94,295.78,254.74
WM-EW-16-12V-RC-LED,845060031799,179.94,285.78,246.74
WM-EW-16-6V-RC,845060027112,137.94,219.78,188.74
WM-EW-16-12V-RC,845060027129,149.94,238.78,205.74
WM-LEDSDXR627,845060018929,136.94,217.78,187.74
WM-LEDTFX-2,845060016123,100.94,160.78,138.74
WM-LEDTFX-2-B,845060020281,102.94,163.78,140.74
WM-DBEL-ACEM-WH-SDT,845060028577,127.94,203.78,175.74
WM-DBEL-ACEM-BK-SDT,845060028553,127.94,203.78,175.74
WM-DBEL-ACEM-BR-SDT,845060028539,127.94,203.78,175.74
WM-DBEL-ACEM-N-SDT,845060020298,127.94,203.78,175.74
WM-DBEL-ACEM-WH-SDT-CW,845060028584,169.94,269.78,232.74
WM-DBEL-ACEM-BK-SDT-CW,845060028560,169.94,269.78,232.74
WM-DBEL-ACEM-BR-SDT-CW,845060028546,169.94,269.78,232.74
WM-DBEL-ACEM-N-SDT-CW,845060020304,169.94,269.78,232.74
WM-RHLED1-MV,845060031812,14.54,23.78,19.74
WM-RHLED2-MV,845060029659,29.94,47.78,40.74
WM-RHLED1-WP-MV,845060031089,35.94,57.78,49.74
WM-RHLED2-WP-MV,845060031096,58.94,93.78,80.74
WM-RHN4X-1W,845060056761,100.94,160.78,140.74
WM-RHN4X-1B,845060056778,100.94,160.78,140.74
WM-RHN4X-2W,845060056785,136.94,217.78,190.74
WM-RHN4X-2B,845060056792,136.94,217.78,190.74
WM-PCS-1,845060026726,39.94,63.78,54.74
WM-BG-1,845060026733,102.94,163.78,140.74
WM-BGR-1,845060026740,81.94,130.78,112.74
WM-BG-3C,845060026757,117.94,187.78,161.74
WM-ELB-1048-HH,845060032079,84.90,139.78,122.74
WM-ELB-1248,845060032086,76.90,126.78,110.74
WM-ELB-1548-HH,845060032109,98.90,163.78,142.74
WM-ELB-2048,845060032093,93.90,155.78,135.74
WM-ELB-0460-FM,845060052619,40.90,68.78,59.74
WM-ELB-3048-FLEX,845060049824,155.90,258.78,226.74
WM-ELB-30150-FLEX,845060050233,188.90,311.78,271.74
WM-ELB-2048-IP65,845060050240,116.90,193.78,169.74
WM-ELB-20150-IP65,845060050257,152.90,252.78,220.74
WM-ELB-20150,845060054811,116.94,185.78,162.74
WM-ELB-30250-FLEX,845060054828,142.94,226.78,198.74
WM-ELB-08120-AC,845060061215,76.94,122.78,106.74
WM-W1B50-3,845060003017,1.99,3.17,2.81
WM-W1B50-3-WH,845060002614,2.60,4.13,3.66
WM-W1B50-3-BRZ,845060018158,2.60,4.13,3.66
WM-W1B75-3,845060005059,2.24,3.56,3.15
WM-W1B75-3-WH,845060002638,3.08,4.89,4.34
WM-W1B75-3-BRZ,845060018196,3.08,4.89,4.34
WM-W1B100-3,845060000498,5.32,8.78,7.74
WM-W1B50-4,845060003024,2.18,3.45,3.06
WM-W1B50-4-WH,845060018165,3.50,5.55,4.92
WM-W1B50-4-BRZ,845060018172,3.50,5.55,4.92
WM-W1B75-4,845060003031,2.62,4.15,3.68
WM-W1B75-4-WH,845060018219,3.97,6.31,5.60
WM-W1B75-4-BRZ,845060018202,3.97,6.31,5.60
WM-W1B50-5,845060009385,2.77,4.40,3.90
WM-W1B50-5-WH,845060002621,4.03,6.39,5.67
WM-W1B50-5-BRZ,845060018189,4.03,6.39,5.67
WM-W1B75-5,845060009422,3.13,4.98,4.41
WM-W1B75-5-WH,845060002645,4.54,7.22,6.40
WM-W1B75-5-BRZ,845060018226,4.54,7.22,6.40
WM-W1B50-5X,845060009392,4.79,7.61,6.74
WM-W1B75-5X,845060009439,5.54,8.78,7.74
WM-W1BC,845060009446,0.66,1.05,0.93
WM-W1BC-WH,845060018240,0.79,1.25,1.11
WM-W1BC-BRZ,845060018233,0.79,1.25,1.11
WM-W1BC-G,845060002317,0.79,1.25,1.11
WM-W1C-DV,845060005547,2.74,4.36,3.86
WM-W1C-DV-WH,845060018288,3.15,5.00,4.43
WM-W1C-DV-BRZ,845060018271,3.15,5.00,4.43
WM-W1C-GV,845060005561,2.87,4.56,4.05
WM-W1C-GV-WH,845060002683,3.94,6.25,5.54
WM-W1C-GV-BRZ,845060018257,3.94,6.25,5.54
WM-W1C-PO20,845060005578,4.38,6.95,6.16
WM-W1C-PO30,845060005585,4.38,6.95,6.16
WM-W1C-PO40,845060005592,4.38,6.95,6.16
WM-W1C-SV,845060005608,2.37,3.76,3.34
WM-W1C-SV-WH,845060018332,3.04,4.83,4.28
WM-W1C-SV-BRZ,845060018349,3.04,4.83,4.28
WM-W1C-SW,845060005615,3.94,6.25,5.54
WM-W1C-SW-WH,845060018325,4.53,7.20,6.38
WM-W1C-SW-BRZ,845060018318,4.53,7.20,6.38
WM-W1C-TS,845060005622,3.94,6.25,5.54
WM-W1C-TS-WH,845060018301,4.53,7.20,6.38
WM-W1C-TS-BRZ,845060018295,4.53,7.20,6.38
WM-W1C-DH,845060005530,2.28,3.62,3.21
WM-W1C-GH,845060005554,2.87,4.56,4.05
WM-W1C-GH-WH,845060002690,3.97,6.31,5.60
WM-W1C-GH-BRZ,845060018264,3.97,6.31,5.60
WM-W1CL-DV,845060018424,4.38,6.95,6.16
WM-W1CL-GV,845060018431,4.38,6.95,6.16
